ano,parto,regiao,uf,grupo,criticidade,records
2015,NORMAL,Centro-Oeste,GO,3,0,7646
2013,CESARIANO,Centro-Oeste,MS,4,0,7618
2017,CESARIANO,Centro-Oeste,MS,4,0,7617
2017,CESARIANO,Sudeste,MG,0,0,7614
2016,NORMAL,Sudeste,MG,3,1,7611
2015,NORMAL,Nordeste,PE,5,1,7604
2013,NORMAL,Centro-Oeste,GO,3,0,7594
2011,CESARIANO,Centro-Oeste,MS,4,0,7582
2012,CESARIANO,Sudeste,MG,5,0,7572
2019,NORMAL,Sul,SC,5,0,7564
2018,CESARIANO,Norte,PA,4,0,7563
2012,NORMAL,Norte,AP,2,0,7556
2014,NORMAL,Nordeste,PE,5,1,7540
2019,NORMAL,Centro-Oeste,MS,4,0,7534
2010,NORMAL,Sudeste,ES,5,0,7532
2015,NORMAL,Nordeste,AL,1,0,7531
2013,NORMAL,Norte,AP,2,0,7520
2011,NORMAL,Sul,SC,3,0,7517
2012,CESARIANO,Sudeste,SP,5,1,7516
2011,CESARIANO,Sudeste,SP,5,1,7512
2015,NORMAL,Norte,AP,2,0,7504
2018,NORMAL,Nordeste,AL,1,0,7501
2011,NORMAL,Sudeste,ES,5,0,7488
2019,NORMAL,Sudeste,ES,5,0,7483
2017,NORMAL,Nordeste,AL,1,0,7482
2014,NORMAL,Centro-Oeste,GO,3,0,7480
2015,NORMAL,Nordeste,MA,1,1,7480
2017,NORMAL,Sudeste,ES,5,0,7469
2018,CESARIANO,Sudeste,MG,0,0,7466
2018,NORMAL,Centro-Oeste,MS,4,0,7455
2011,NORMAL,Nordeste,PE,1,1,7452
2013,CESARIANO,Nordeste,CE,1,1,7448
2016,CESARIANO,Centro-Oeste,GO,3,0,7446
2013,NORMAL,Nordeste,MA,4,0,7445
2011,NORMAL,Norte,PA,2,0,7441
2010,NORMAL,Nordeste,PE,1,1,7430
2016,NORMAL,Norte,AP,2,0,7400
2016,NORMAL,Nordeste,MA,1,1,7390
2016,CESARIANO,Centro-Oeste,MS,4,0,7364
2016,NORMAL,Sudeste,ES,5,0,7361
2014,CESARIANO,Centro-Oeste,GO,3,0,7357
2018,NORMAL,Nordeste,MA,1,1,7357
2018,CESARIANO,Centro-Oeste,MS,4,0,7350
2012,NORMAL,Sul,SC,5,0,7349
2011,NORMAL,Norte,AP,2,0,7345
2013,CESARIANO,Sudeste,MG,5,0,7344
2015,NORMAL,Nordeste,PB,3,0,7336
2010,NORMAL,Nordeste,PI,3,0,7307
2014,NORMAL,Sul,SC,5,0,7302
2013,NORMAL,Nordeste,AL,1,0,7296
2017,NORMAL,Nordeste,MA,1,1,7286
2017,NORMAL,Norte,PA,4,0,7280
2015,CESARIANO,Centro-Oeste,MT,2,0,7261
2014,NORMAL,Nordeste,AL,1,0,7254
2014,NORMAL,Norte,AP,2,0,7238
2015,NORMAL,Sudeste,ES,5,0,7238
2015,CESARIANO,Nordeste,PE,1,1,7230
2010,CESARIANO,Sudeste,SP,5,1,7225
2019,NORMAL,Nordeste,AL,1,0,7217
2019,CESARIANO,Centro-Oeste,MS,4,0,7216
2012,NORMAL,Norte,PA,4,0,7206
2019,NORMAL,Sudeste,MG,3,1,7203
2019,NORMAL,Nordeste,MA,1,1,7170
2019,CESARIANO,Sudeste,MG,0,0,7161
2018,NORMAL,Sudeste,MG,3,1,7159
2016,CESARIANO,Centro-Oeste,MT,2,0,7155
2018,NORMAL,Nordeste,AL,1,1,7144
2012,CESARIANO,Nordeste,CE,1,1,7123
2016,NORMAL,Nordeste,AL,1,0,7119
2011,NORMAL,Nordeste,PI,3,0,7100
2013,NORMAL,Sul,SC,5,0,7096
2014,NORMAL,Nordeste,MA,1,1,7096
2019,NORMAL,Nordeste,AL,1,1,7091
2019,NORMAL,Sul,PR,3,1,7070
2010,CESARIANO,Centro-Oeste,MS,4,0,7066
2015,NORMAL,Nordeste,AL,1,1,7037
2015,CESARIANO,Centro-Oeste,GO,3,0,7034
2011,CESARIANO,Nordeste,AL,3,0,7031
2013,NORMAL,Nordeste,PE,5,1,7030
2018,CESARIANO,Nordeste,PE,1,1,7028
2019,CESARIANO,Norte,PA,4,0,7012
2014,NORMAL,Nordeste,MA,4,0,7010
2012,NORMAL,Sudeste,ES,5,0,6977
2014,CESARIANO,Sudeste,MG,5,0,6970
2017,NORMAL,Nordeste,PB,3,0,6958
2018,NORMAL,Sul,PR,3,1,6942
2019,CESARIANO,Norte,AM,1,0,6935
2017,NORMAL,Centro-Oeste,GO,3,0,6933
2014,CESARIANO,Sul,SC,3,0,6925
2017,NORMAL,Norte,AP,2,0,6919
2015,CESARIANO,Sudeste,MG,5,0,6917
2019,CESARIANO,Sul,PR,3,1,6883
2017,CESARIANO,Nordeste,PE,1,1,6867
2018,CESARIANO,Nordeste,AL,1,1,6867
2019,NORMAL,Norte,AP,2,0,6853
2015,NORMAL,Nordeste,MA,4,0,6839
2017,NORMAL,Nordeste,PE,5,1,6838
2012,NORMAL,Nordeste,PE,5,1,6832
2018,NORMAL,Nordeste,CE,1,1,6820
2011,NORMAL,Sudeste,MG,2,0,6803
2012,NORMAL,Nordeste,BA,1,2,6796
2013,NORMAL,Nordeste,MA,1,1,6794
2010,NORMAL,Nordeste,RN,5,0,6792
2015,CESARIANO,Sul,SC,3,0,6786
2018,NORMAL,Norte,AP,2,0,6777
2013,NORMAL,Norte,PA,4,0,6776
2012,NORMAL,Nordeste,PI,1,0,6767
2012,NORMAL,Nordeste,PI,3,0,6746
2018,NORMAL,Centro-Oeste,GO,3,0,6740
2017,NORMAL,Nordeste,CE,1,1,6726
2012,NORMAL,Nordeste,MA,1,1,6721
2019,CESARIANO,Nordeste,PE,1,1,6716
2011,NORMAL,Nordeste,BA,1,2,6703
2018,CESARIANO,Sul,PR,3,1,6703
2010,NORMAL,Nordeste,SE,1,1,6700
2016,CESARIANO,Nordeste,PE,1,1,6698
2010,CESARIANO,Nordeste,AL,3,0,6692
2016,NORMAL,Nordeste,MA,4,0,6689
2012,NORMAL,Norte,PA,2,0,6645
2019,CESARIANO,Sudeste,MG,1,1,6634
2012,CESARIANO,Sul,SC,3,0,6621
2015,NORMAL,Nordeste,PI,1,0,6615
2018,NORMAL,Nordeste,PB,3,0,6607
2010,NORMAL,Nordeste,PB,1,1,6593
2013,CESARIANO,Sul,SC,3,0,6592
2019,NORMAL,Nordeste,MA,4,0,6588
2014,NORMAL,Norte,PA,4,0,6574
2015,NORMAL,Norte,PA,2,0,6574
2019,NORMAL,Nordeste,PB,3,0,6555
2018,CESARIANO,Sul,SC,3,0,6545
2016,NORMAL,Sudeste,SP,4,1,6532
2014,NORMAL,Nordeste,AL,1,1,6527
2019,NORMAL,Centro-Oeste,GO,3,0,6523
2012,NORMAL,Sul,SC,3,0,6519
2016,NORMAL,Nordeste,PE,5,1,6514
2017,NORMAL,Sudeste,SP,4,1,6510
2019,CESARIANO,Nordeste,AL,1,1,6491
2016,CESARIANO,Sul,SC,3,0,6474
2013,NORMAL,Nordeste,BA,1,2,6469
2015,NORMAL,Sul,SC,3,0,6463
2017,CESARIANO,Sudeste,MG,5,0,6449
2011,NORMAL,Nordeste,MA,1,1,6444
2017,NORMAL,Sul,PR,3,1,6432
2011,NORMAL,Nordeste,SE,1,1,6420
2016,NORMAL,Nordeste,PB,3,0,6414
2013,NORMAL,Nordeste,PI,1,0,6412
2019,NORMAL,Nordeste,CE,1,1,6410
2019,CESARIANO,Sudeste,SP,3,1,6404
2019,NORMAL,Centro-Oeste,GO,2,2,6404
2018,NORMAL,Sudeste,SP,4,1,6400
2014,NORMAL,Centro-Oeste,GO,2,2,6397
2012,NORMAL,Sudeste,MG,2,0,6394
2014,CESARIANO,Sudeste,MG,1,1,6394
2018,CESARIANO,Sudeste,MG,1,1,6392
2011,NORMAL,Nordeste,AL,1,1,6388
2019,NORMAL,Sudeste,SP,4,1,6381
2011,CESARIANO,Sul,SC,3,0,6380
2015,NORMAL,Sudeste,MG,5,0,6357
2016,CESARIANO,Sudeste,MG,5,0,6351
2014,CESARIANO,Centro-Oeste,MT,2,0,6346
2011,NORMAL,Nordeste,RN,5,0,6343
2010,CESARIANO,Sul,SC,3,0,6342
2019,NORMAL,Sudeste,MG,2,0,6331
2014,NORMAL,Nordeste,PI,1,0,6318
2017,CESARIANO,Sul,PR,3,1,6318
2016,NORMAL,Sul,SC,3,0,6313
2017,NORMAL,Nordeste,AL,1,1,6310
2017,CESARIANO,Sul,SC,3,0,6309
2018,NORMAL,Sudeste,MG,2,0,6309
2014,NORMAL,Norte,PA,2,0,6307
2010,NORMAL,Nordeste,AL,1,1,6302
2010,NORMAL,Nordeste,BA,1,2,6301
2013,NORMAL,Nordeste,AL,1,1,6296
2018,CESARIANO,Norte,AM,1,0,6288
2019,CESARIANO,Sudeste,RJ,5,1,6282
2019,CESARIANO,Sudeste,MG,5,0,6279
2016,NORMAL,Centro-Oeste,GO,3,0,6262
2013,CESARIANO,Centro-Oeste,GO,3,0,6239
2017,CESARIANO,Nordeste,AL,1,1,6214
2016,NORMAL,Nordeste,PI,1,0,6201
2016,NORMAL,Sul,PR,3,1,6198
2015,NORMAL,Sul,PR,3,1,6185
2018,CESARIANO,Sudeste,MG,5,0,6176
2010,NORMAL,Nordeste,MA,1,1,6171
2016,NORMAL,Nordeste,BA,1,2,6169
2018,NORMAL,Nordeste,MA,4,0,6169
2017,NORMAL,Sudeste,MG,5,0,6168
2013,NORMAL,Norte,PA,2,0,6157
2015,CESARIANO,Nordeste,AL,1,1,6154
2017,CESARIANO,Sudeste,MG,1,1,6153
2018,CESARIANO,Sudeste,RJ,5,1,6151
2016,NORMAL,Nordeste,AL,1,1,6147
2013,NORMAL,Sul,SC,3,0,6144
2014,NORMAL,Sul,SC,3,0,6141
2018,NORMAL,Nordeste,PE,5,1,6131
2014,CESARIANO,Nordeste,AL,1,1,6126
2013,CESARIANO,Nordeste,AL,1,1,6123
2019,NORMAL,Nordeste,PE,5,1,6121
2013,NORMAL,Centro-Oeste,GO,2,2,6107
2013,NORMAL,Sudeste,ES,5,0,6103
2012,CESARIANO,Nordeste,AL,1,1,6093
2014,NORMAL,Nordeste,BA,1,2,6088
2019,CESARIANO,Sul,SC,3,0,6070
2019,NORMAL,Nordeste,BA,1,2,6064
2018,NORMAL,Norte,PA,2,0,6047
2014,CESARIANO,Nordeste,PB,3,0,6043
2014,CESARIANO,Centro-Oeste,GO,5,0,6039
2011,CESARIANO,Nordeste,AL,1,1,6032
2010,CESARIANO,Nordeste,CE,1,1,6030
2013,NORMAL,Nordeste,PI,3,0,6028
2015,NORMAL,Nordeste,PI,3,0,6027
2015,NORMAL,Nordeste,BA,1,2,6015
2012,NORMAL,Nordeste,AL,1,1,6014
2013,NORMAL,Sudeste,MG,2,0,6002
2018,CESARIANO,Sudeste,SP,3,1,6002
2010,CESARIANO,Nordeste,PB,3,0,6001
2014,NORMAL,Sudeste,ES,5,0,5991
2012,NORMAL,Nordeste,SE,1,1,5981
2018,NORMAL,Sul,SC,3,0,5979
2018,NORMAL,Sudeste,MG,5,0,5969
2019,NORMAL,Sudeste,MG,5,0,5967
2011,CESARIANO,Nordeste,CE,1,1,5954
2012,CESARIANO,Centro-Oeste,GO,3,0,5947
2011,NORMAL,Nordeste,PB,1,1,5942
2017,NORMAL,Sudeste,MG,2,0,5929
2018,NORMAL,Centro-Oeste,GO,2,2,5929
2013,CESARIANO,Nordeste,PB,3,0,5926
2014,NORMAL,Nordeste,PI,3,0,5922
2018,CESARIANO,Sudeste,ES,5,0,5913
2017,CESARIANO,Sudeste,SP,3,1,5901
2014,NORMAL,Sudeste,MG,5,0,5891
2016,CESARIANO,Sul,PR,3,1,5884
2013,CESARIANO,Centro-Oeste,MT,2,0,5870
2013,CESARIANO,Sudeste,MG,1,1,5867
2017,NORMAL,Nordeste,PI,1,0,5866
2013,CESARIANO,Nordeste,AL,3,0,5857
2018,NORMAL,Nordeste,BA,1,2,5857
2012,CESARIANO,Sudeste,MG,1,1,5851
2016,NORMAL,Nordeste,PI,3,0,5848
2017,NORMAL,Nordeste,PI,3,0,5847
2012,CESARIANO,Nordeste,AL,3,0,5846
2015,NORMAL,Sudeste,SP,4,1,5843
2017,NORMAL,Nordeste,BA,1,2,5839
2011,CESARIANO,Nordeste,PB,3,0,5822
2019,NORMAL,Sul,SC,3,0,5818
2018,NORMAL,Norte,PA,4,0,5813
2012,NORMAL,Nordeste,RN,5,0,5807
2016,NORMAL,Sudeste,MG,5,0,5799
2017,NORMAL,Nordeste,MA,4,0,5794
2017,CESARIANO,Norte,AM,1,0,5793
2018,NORMAL,Nordeste,PI,3,0,5789
2011,NORMAL,Sudeste,MG,5,0,5770
2019,CESARIANO,Sul,RS,3,1,5752
2016,CESARIANO,Nordeste,AL,1,1,5748
2012,CESARIANO,Nordeste,PB,3,0,5743
2010,NORMAL,Centro-Oeste,MS,3,0,5740
2019,CESARIANO,Sudeste,ES,5,0,5740
2012,CESARIANO,Sudeste,ES,5,0,5731
2017,NORMAL,Sul,SC,3,0,5715
2010,NORMAL,Sudeste,MG,5,0,5705
2019,CESARIANO,Nordeste,MA,1,1,5690
2015,NORMAL,Nordeste,PE,1,2,5676
2017,NORMAL,Norte,PA,2,0,5668
2015,CESARIANO,Sudeste,MG,1,1,5615
2015,CESARIANO,Centro-Oeste,GO,5,0,5611
2015,CESARIANO,Sul,PR,3,1,5609
2019,CESARIANO,Nordeste,PB,1,1,5606
2014,NORMAL,Nordeste,SE,1,1,5605
2014,NORMAL,Sudeste,MG,2,0,5589
2018,CESARIANO,Sul,RS,3,1,5581
2010,NORMAL,Nordeste,PE,1,2,5558
2016,NORMAL,Centro-Oeste,GO,2,2,5558
2016,CESARIANO,Sudeste,MG,1,1,5554
2015,CESARIANO,Norte,AM,1,0,5545
2012,CESARIANO,Nordeste,BA,3,0,5532
2016,NORMAL,Sudeste,MG,2,0,5532
2010,NORMAL,Sudeste,RJ,3,0,5522
2013,NORMAL,Sudeste,MG,5,0,5522
2018,NORMAL,Nordeste,AL,3,0,5521
2012,NORMAL,Sudeste,MG,5,0,5520
2016,CESARIANO,Sudeste,SP,3,1,5517
2017,NORMAL,Centro-Oeste,GO,2,2,5516
2013,CESARIANO,Centro-Oeste,GO,5,0,5509
2010,NORMAL,Sudeste,SP,4,1,5499
2010,NORMAL,Centro-Oeste,GO,5,0,5493
2015,NORMAL,Centro-Oeste,GO,2,2,5491
2015,NORMAL,Sudeste,MG,2,0,5476
2018,NORMAL,Nordeste,PB,1,1,5473
2014,NORMAL,Sul,PR,3,1,5468
2015,NORMAL,Nordeste,AL,3,0,5468
2011,CESARIANO,Centro-Oeste,GO,3,0,5460
2015,NORMAL,Centro-Oeste,GO,5,0,5460
2011,CESARIANO,Centro-Oeste,MT,2,0,5455
2019,NORMAL,Nordeste,AL,3,0,5451
2012,NORMAL,Centro-Oeste,GO,2,2,5434
2017,CESARIANO,Sudeste,ES,5,0,5422
2011,CESARIANO,Nordeste,BA,3,0,5420
2012,CESARIANO,Nordeste,BA,5,0,5420
2014,CESARIANO,Sul,PR,3,1,5411
2011,CESARIANO,Sudeste,MG,1,1,5409
2016,NORMAL,Norte,PA,2,0,5404
2016,CESARIANO,Sudeste,ES,5,0,5395
2017,NORMAL,Nordeste,AL,3,0,5393
2011,CESARIANO,Sudeste,ES,5,0,5384
2013,NORMAL,Nordeste,PB,1,1,5375
2019,NORMAL,Nordeste,PI,3,0,5374
2013,CESARIANO,Sudeste,ES,5,0,5372
2013,NORMAL,Nordeste,SE,1,1,5365
2014,NORMAL,Nordeste,PB,1,1,5361
2013,CESARIANO,Nordeste,BA,5,0,5344
2018,CESARIANO,Nordeste,PB,1,1,5340
2010,CESARIANO,Sudeste,MG,1,1,5329
2019,NORMAL,Norte,PA,2,0,5307
2010,CESARIANO,Nordeste,BA,3,0,5290
2012,CESARIANO,Centro-Oeste,GO,5,0,5282
2012,NORMAL,Nordeste,PB,1,1,5282
2017,NORMAL,Nordeste,PB,1,1,5270
2019,NORMAL,Nordeste,PE,1,2,5265
2019,NORMAL,Nordeste,PB,1,1,5243
2011,NORMAL,Centro-Oeste,MS,3,0,5238
2012,CESARIANO,Centro-Oeste,MT,2,0,5235
2018,NORMAL,Nordeste,PI,1,0,5232
2010,CESARIANO,Nordeste,AL,1,1,5227
2013,NORMAL,Sudeste,SP,4,1,5213
2017,CESARIANO,Nordeste,BA,3,0,5205
2015,CESARIANO,Sudeste,ES,5,0,5195
2014,NORMAL,Sudeste,SP,4,1,5183
2015,NORMAL,Nordeste,SE,1,1,5180
2014,CESARIANO,Sudeste,ES,5,0,5172
2013,NORMAL,Nordeste,RN,5,0,5153
2010,CESARIANO,Centro-Oeste,GO,3,0,5149
2010,CESARIANO,Norte,AM,1,0,5139
2017,NORMAL,Sudeste,SP,3,1,5128
2011,NORMAL,Centro-Oeste,GO,5,0,5115
2017,CESARIANO,Sudeste,RJ,5,1,5107
2019,CESARIANO,Sudeste,RJ,3,0,5101
2019,CESARIANO,Nordeste,BA,5,0,5077
2018,NORMAL,Sudeste,SP,3,1,5075
2015,CESARIANO,Sudeste,SP,3,1,5070
2010,NORMAL,Nordeste,PI,1,1,5069
2011,NORMAL,Sudeste,RJ,3,0,5065
2012,NORMAL,Sudeste,SP,4,1,5034
2016,NORMAL,Nordeste,AL,3,0,5026
2014,NORMAL,Centro-Oeste,GO,5,0,5021
2011,CESARIANO,Centro-Oeste,GO,5,0,5014
2011,NORMAL,Nordeste,PI,1,1,5002
2019,NORMAL,Nordeste,RN,5,0,4997
2011,NORMAL,Norte,RO,3,0,4994
2017,CESARIANO,Nordeste,PB,1,1,4994
2014,CESARIANO,Nordeste,PB,1,1,4982
2011,CESARIANO,Nordeste,PI,1,0,4978
2010,CESARIANO,Centro-Oeste,MT,2,0,4969
2019,NORMAL,Nordeste,PI,1,0,4969
2018,CESARIANO,Nordeste,BA,3,0,4959
2010,CESARIANO,Centro-Oeste,GO,5,0,4957
2011,NORMAL,Sudeste,SP,4,1,4952
2018,NORMAL,Sul,RS,3,1,4944
2010,NORMAL,Norte,PA,1,1,4941
2014,NORMAL,Nordeste,PE,1,2,4938
2016,CESARIANO,Nordeste,BA,3,0,4935
2019,NORMAL,Centro-Oeste,GO,5,0,4935
2010,CESARIANO,Sudeste,MG,2,0,4923
2013,NORMAL,Norte,RO,3,0,4916
2013,CESARIANO,Norte,AM,1,0,4910
2019,NORMAL,Sudeste,SP,3,1,4909
2019,CESARIANO,Nordeste,RN,1,1,4888
2010,CESARIANO,Nordeste,PI,1,0,4887
2018,NORMAL,Centro-Oeste,GO,5,0,4887
2019,NORMAL,Norte,PA,4,0,4879
2013,NORMAL,Sudeste,RJ,3,0,4870
2016,NORMAL,Nordeste,RN,5,0,4861
2015,CESARIANO,Nordeste,PB,3,0,4857
2010,CESARIANO,Nordeste,PE,5,1,4854
2018,CESARIANO,Nordeste,RN,1,1,4853
2017,NORMAL,Centro-Oeste,GO,5,0,4848
2015,NORMAL,Sul,SC,4,0,4840
2014,NORMAL,Norte,RO,3,0,4836
2016,CESARIANO,Nordeste,BA,5,0,4832
2019,CESARIANO,Nordeste,PI,1,1,4832
2015,NORMAL,Nordeste,PB,1,1,4831
2013,NORMAL,Centro-Oeste,GO,5,0,4824
2014,CESARIANO,Nordeste,BA,5,0,4822
2016,NORMAL,Centro-Oeste,GO,5,0,4819
2015,NORMAL,Sul,PR,5,1,4816
2014,NORMAL,Sul,PR,5,1,4810
2014,NORMAL,Nordeste,AL,3,0,4807
2012,CESARIANO,Nordeste,AL,1,0,4780
2012,NORMAL,Centro-Oeste,MS,3,0,4774
2018,CESARIANO,Norte,PA,2,0,4773
2010,CESARIANO,Sudeste,ES,5,0,4771
2011,CESARIANO,Sul,SC,5,0,4758
2012,NORMAL,Centro-Oeste,GO,5,0,4754
2017,NORMAL,Sul,PR,5,1,4754
2019,CESARIANO,Nordeste,BA,3,0,4746
2011,NORMAL,Norte,PA,1,1,4744
2016,NORMAL,Sudeste,SP,3,1,4741
2014,CESARIANO,Norte,AM,1,0,4734
2015,CESARIANO,Nordeste,BA,5,0,4732
2016,NORMAL,Sul,SC,4,0,4730
2018,NORMAL,Nordeste,RN,5,0,4725
2010,CESARIANO,Nordeste,BA,5,0,4724
2019,NORMAL,Sul,RS,3,1,4722
2016,CESARIANO,Norte,AM,1,0,4713
2016,NORMAL,Nordeste,PE,1,2,4713
2014,NORMAL,Sul,SC,4,0,4704
2018,CESARIANO,Nordeste,PI,1,1,4700
2019,CESARIANO,Nordeste,PI,1,0,4699
2013,CESARIANO,Sul,PR,3,1,4691
2018,CESARIANO,Nordeste,PI,1,0,4690
2013,NORMAL,Centro-Oeste,MS,3,0,4679
2017,NORMAL,Sul,SC,4,0,4670
2014,NORMAL,Centro-Oeste,MS,3,0,4662
2016,NORMAL,Nordeste,PB,1,1,4661
2015,CESARIANO,Nordeste,PI,1,0,4658
2019,CESARIANO,Sudeste,RJ,4,0,4657
2017,CESARIANO,Nordeste,PB,3,0,4653
2014,CESARIANO,Sudeste,SP,3,1,4651
2014,CESARIANO,Nordeste,BA,3,0,4642
2015,CESARIANO,Nordeste,BA,3,0,4642
2011,NORMAL,Sudeste,RJ,4,0,4636
2011,CESARIANO,Nordeste,BA,5,0,4629
2017,NORMAL,Sul,RS,3,1,4629
2010,CESARIANO,Nordeste,PE,5,0,4627
2017,NORMAL,Nordeste,RN,5,0,4612
2010,NORMAL,Nordeste,RN,1,0,4607
2016,NORMAL,Sul,PR,5,1,4604
2013,NORMAL,Sul,SC,4,0,4597
2018,NORMAL,Sul,PR,5,1,4595
2011,CESARIANO,Sudeste,MG,2,0,4593
2010,NORMAL,Nordeste,SE,5,0,4592
2017,CESARIANO,Sul,RS,3,1,4587
2011,NORMAL,Nordeste,SE,5,0,4583
2014,CESARIANO,Nordeste,PE,5,0,4576
2012,NORMAL,Norte,RO,3,0,4575
2018,NORMAL,Centro-Oeste,MS,3,0,4573
2011,CESARIANO,Nordeste,AL,1,0,4565
2018,NORMAL,Sul,SC,4,0,4565
2017,NORMAL,Sudeste,RJ,3,0,4561
2018,CESARIANO,Nordeste,PB,3,0,4559
2016,NORMAL,Sudeste,RJ,3,0,4551
2019,NORMAL,Sul,SC,4,0,4551
2015,NORMAL,Sudeste,SP,3,1,4549
2010,NORMAL,Sudeste,RJ,4,0,4545
2019,CESARIANO,Nordeste,PB,3,0,4544
2018,CESARIANO,Nordeste,AL,1,0,4538
2014,CESARIANO,Nordeste,PI,1,0,4537
2017,CESARIANO,Nordeste,PI,1,0,4533
2019,CESARIANO,Norte,PA,2,0,4532
2013,CESARIANO,Nordeste,BA,3,0,4531
2015,CESARIANO,Sudeste,MG,3,1,4509
2015,NORMAL,Sul,RS,3,1,4507
2012,CESARIANO,Nordeste,PI,1,0,4503
2012,NORMAL,Sudeste,RJ,3,0,4501
2012,CESARIANO,Nordeste,PE,5,0,4495
2013,CESARIANO,Nordeste,PE,5,0,4495
2018,NORMAL,Sudeste,RJ,3,0,4494
2017,NORMAL,Centro-Oeste,MS,3,0,4490
2012,NORMAL,Sul,SC,4,0,4482
2018,NORMAL,Nordeste,PE,1,2,4482
2014,CESARIANO,Nordeste,RN,1,1,4476
2010,CESARIANO,Sul,SC,5,0,4474
2015,NORMAL,Centro-Oeste,MS,3,0,4473
2013,CESARIANO,Nordeste,PI,1,0,4471
2011,NORMAL,Sul,SC,4,0,4464
2015,CESARIANO,Sudeste,RJ,5,1,4464
2017,CESARIANO,Nordeste,AL,3,0,4463
2014,NORMAL,Sudeste,RJ,3,0,4462
2015,NORMAL,Norte,PA,1,1,4457
2016,CESARIANO,Nordeste,PI,1,0,4456
2018,CESARIANO,Sudeste,MG,2,0,4447
2016,CESARIANO,Sudeste,MG,3,1,4441
2014,CESARIANO,Nordeste,AL,3,0,4440
2017,NORMAL,Nordeste,SE,1,1,4434
2019,NORMAL,Sul,PR,5,1,4434
2011,NORMAL,Nordeste,PE,1,2,4433
2013,NORMAL,Sul,PR,3,1,4430
2014,CESARIANO,Norte,PA,1,1,4427
2015,NORMAL,Nordeste,PI,1,1,4425
2010,CESARIANO,Nordeste,AL,1,0,4423
2018,CESARIANO,Nordeste,MA,1,1,4419
2011,NORMAL,Centro-Oeste,GO,2,2,4416
2014,CESARIANO,Sudeste,MG,3,1,4415
2015,CESARIANO,Norte,PA,1,1,4415
2015,NORMAL,Sudeste,RJ,3,0,4408
2011,CESARIANO,Nordeste,PI,3,0,4403
2019,NORMAL,Centro-Oeste,MT,4,0,4398
2013,CESARIANO,Nordeste,PB,1,1,4397
2014,CESARIANO,Nordeste,AL,1,0,4395
2014,NORMAL,Sudeste,RJ,4,0,4391
2013,NORMAL,Sul,PR,5,1,4388
2016,CESARIANO,Nordeste,PB,3,0,4388
2018,CESARIANO,Centro-Oeste,GO,5,0,4387
2019,CESARIANO,Nordeste,MA,4,0,4383
2015,CESARIANO,Nordeste,AL,3,0,4382
2012,NORMAL,Norte,PA,1,1,4380
2015,CESARIANO,Sul,SC,5,0,4378
2011,NORMAL,Norte,AC,2,0,4362
2017,CESARIANO,Norte,PA,2,0,4362
2013,CESARIANO,Sudeste,MG,3,1,4360
2019,CESARIANO,Sudeste,MG,2,0,4359
2012,CESARIANO,Sudeste,MG,3,1,4357
2018,CESARIANO,Nordeste,AL,3,0,4357
2010,NORMAL,Norte,RO,3,0,4349
2016,CESARIANO,Nordeste,PB,1,1,4344
2010,NORMAL,Sul,SC,4,0,4339
2019,NORMAL,Nordeste,SE,1,2,4337
2019,CESARIANO,Centro-Oeste,GO,5,0,4336
2013,CESARIANO,Sudeste,SP,3,1,4331
2010,CESARIANO,Nordeste,PE,1,2,4328
2016,CESARIANO,Nordeste,AL,3,0,4321
2017,CESARIANO,Sudeste,MG,2,0,4319
2019,CESARIANO,Nordeste,AL,1,0,4313
2013,CESARIANO,Sul,SC,5,0,4311
2017,CESARIANO,Nordeste,AL,1,0,4311
2010,NORMAL,Centro-Oeste,GO,2,2,4308
2014,NORMAL,Nordeste,PI,1,1,4307
2016,CESARIANO,Sudeste,RJ,5,1,4303
2019,CESARIANO,Nordeste,AL,3,0,4288
2010,NORMAL,Sul,PR,3,1,4287
2011,NORMAL,Nordeste,RN,1,0,4287
2015,NORMAL,Sudeste,RJ,4,0,4284
2019,CESARIANO,Nordeste,PE,5,0,4283
2016,CESARIANO,Sul,SC,5,0,4279
2015,CESARIANO,Nordeste,RN,1,1,4275
2018,CESARIANO,Nordeste,PE,5,0,4268
2013,NORMAL,Centro-Oeste,MT,4,0,4267
2014,NORMAL,Sul,RS,5,1,4267
2014,CESARIANO,Sul,SC,5,0,4265
2016,NORMAL,Sudeste,RJ,4,0,4260
2012,NORMAL,Sudeste,RJ,4,0,4256
2014,NORMAL,Centro-Oeste,MT,4,0,4256
2014,NORMAL,Norte,PA,1,1,4255
2015,CESARIANO,Nordeste,AL,1,0,4246
2012,NORMAL,Nordeste,PI,1,1,4244
2015,NORMAL,Norte,AC,2,0,4244
2019,CESARIANO,Nordeste,BA,1,2,4243
2017,CESARIANO,Nordeste,PI,1,1,4233
2011,NORMAL,Sudeste,MG,2,1,4227
2016,NORMAL,Centro-Oeste,MS,3,0,4224
2011,CESARIANO,Sudeste,MG,3,1,4222
2010,NORMAL,Centro-Oeste,MT,4,0,4219
2019,NORMAL,Sul,SC,3,1,4216
2010,CESARIANO,Nordeste,PB,1,1,4210
2012,NORMAL,Nordeste,SE,5,0,4207
2019,NORMAL,Centro-Oeste,MS,3,0,4205
2015,CESARIANO,Nordeste,PE,5,0,4203
2012,NORMAL,Nordeste,PE,1,2,4200
2015,CESARIANO,Nordeste,PI,1,1,4199
2010,NORMAL,Nordeste,PB,1,0,4198
