UF,Município,Cód IBGE,Cód Região de Saúde,Nome da Região de Saúde,Grupo
MG,Berizal,310665,31085,Taiobeiras,0
MG,Bertópolis,310660,31062,Águas Formosas,3
MG,Betim,310670,31017,Betim,3
MG,Bias Fortes,310680,31090,Lima Duarte,0
MG,Bicas,310690,31047,São João Nepomuceno / bicas,4
MG,Biquinhas,310700,31024,Sete Lagoas,3
MG,Boa Esperança,310710,31011,Três Pontas,1
MG,Bocaina de Minas,310720,31090,Lima Duarte,0
MG,Bocaiúva,310730,31083,Bocaiúva,0
MG,Bom Despacho,310740,31028,Bom Despacho,4
MG,Bom Jardim de Minas,310750,31090,Lima Duarte,0
MG,Bom Jesus da Penha,310760,31092,Passos,0
MG,Bom Jesus do Amparo,310770,31021,Itabira,3
MG,Bom Jesus do Galho,310780,31034,Caratinga,1
MG,Bom Repouso,310790,31007,Pouso Alegre,3
MG,Bom Sucesso,310800,31015,São João Del Rei,4
MG,Bonfim,310810,31017,Betim,3
MG,Bonfinópolis de Minas,310820,31058,Unaí,1
MG,Bonito de Minas,310825,31053,Januária,1
MG,Borda da Mata,310830,31007,Pouso Alegre,3
MG,Botelhos,310840,31001,Alfenas / Machado,1
MG,Botumirim,310850,31051,Francisco Sá,3
MG,Brasilândia de Minas,310855,31077,João Pinheiro,3
MG,Brasília de Minas,310860,31049,Brasília de Minas/São Francisco,2
MG,Brás Pires,310870,31048,Ubá,1
MG,Braúnas,310880,31037,Ipatinga,5
MG,Brazópolis,310890,31003,Itajubá,3
MG,Brumadinho,310900,31017,Betim,3
MG,Bueno Brandão,310910,31007,Pouso Alegre,3
MG,Buenópolis,310920,31019,Curvelo,1
MG,Bugre,310925,31037,Ipatinga,5
MG,Buritis,310930,31058,Unaí,1
MG,Buritizeiro,310940,31055,Pirapora,5
MG,Cabeceira Grande,310945,31058,Unaí,1
MG,Cabo Verde,310950,31002,Guaxupé,3
MG,Cachoeira da Prata,310960,31024,Sete Lagoas,3
MG,Cachoeira de Minas,310970,31007,Pouso Alegre,3
MG,Cachoeira de Pajeú,310270,31068,Pedra azul,1
MG,Cachoeira Dourada,310980,31073,Ituiutaba,5
MG,Caetanópolis,310990,31024,Sete Lagoas,3
MG,Caeté,311000,31016,Belo Horizonte/ Nova Lima/ Caeté,1
MG,Caiana,311010,31042,Carangola,1
MG,Cajuri,311020,31061,Viçosa,1
MG,Caldas,311030,31006,Poços de Caldas,4
MG,Camacho,311040,31089,Campo Belo,0
MG,Camanducaia,311050,31007,Pouso Alegre,3
MG,Cambuí,311060,31007,Pouso Alegre,3
MG,Cambuquira,311070,31010,Três Corações,3
MG,Campanário,311080,31096,Itambacuri,0
MG,Campanha,311090,31010,Três Corações,3
MG,Campestre,311100,31001,Alfenas / Machado,1
MG,Campina Verde,311110,31073,Ituiutaba,5
MG,Campo Azul,311115,31049,Brasília de Minas/São Francisco,2
MG,Campo Belo,311120,31089,Campo Belo,0
MG,Campo do Meio,311130,31001,Alfenas / Machado,1
MG,Campo Florido,311140,31072,Uberaba,5
MG,Campos Altos,311150,31070,Araxá,3
MG,Campos Gerais,311160,31001,Alfenas / Machado,1
MG,Canaã,311170,31061,Viçosa,1
MG,Canápolis,311180,31073,Ituiutaba,5
MG,Cana Verde,311190,31089,Campo Belo,0
MG,Candeias,311200,31089,Campo Belo,0
MG,Cantagalo,311205,31080,Peçanha/São João Evangelista,0
MG,Caparaó,311210,31042,Carangola,1
MG,Capela Nova,311220,31013,Barbacena,1
MG,Capelinha,311230,31027,Turmalina/Minas Novas/Capelinha,3
MG,Capetinga,311240,31091,Cassia,0
MG,Capim Branco,311250,31024,Sete Lagoas,3
MG,Capinópolis,311260,31073,Ituiutaba,5
MG,Capitão Andrade,311265,31036,Governador Valadares,2
MG,Capitão Enéas,311270,31051,Francisco Sá,3
MG,Capitólio,311280,31093,Piumhi,0
MG,Caputira,311290,31059,Manhuaçu,1
MG,Caraí,311300,31067,Padre Paraíso,3
MG,Caranaíba,311310,31079,Conselheiro Lafaiete,0
MG,Carandaí,311320,31013,Barbacena,1
MG,Carangola,311330,31042,Carangola,1
MG,Caratinga,311340,31034,Caratinga,1
MG,Carbonita,311350,31026,Diamantina,3
MG,Careaçu,311360,31007,Pouso Alegre,3
MG,Carlos Chagas,311370,31066,Nanuque,3
MG,Carmésia,311380,31020,Guanhães,3
MG,Carmo da Cachoeira,311390,31010,Três Corações,3
MG,Carmo da Mata,311400,31088,Oliveira/Santo Antônio do Amparo,0
MG,Carmo de Minas,311410,31008,São Lourenço,5
MG,Carmo do Cajuru,311420,31086,Divinópolis,0
MG,Carmo do Paranaíba,311430,31082,São Gotardo,0
MG,Carmo do Rio Claro,311440,31092,Passos,0
MG,Carmópolis de Minas,311450,31088,Oliveira/Santo Antônio do Amparo,0
MG,Carneirinho,311455,31071,Frutal / Iturama,3
MG,Carrancas,311460,31004,Lavras,1
MG,Carvalhópolis,311470,31001,Alfenas / Machado,1
MG,Carvalhos,311480,31008,São Lourenço,5
MG,Casa Grande,311490,31079,Conselheiro Lafaiete,0
MG,Cascalho Rico,311500,31075,Uberlândia / Araguari,5
MG,Cássia,311510,31091,Cassia,0
MG,Cataguases,311530,31044,Leopoldina / Cataguases,3
MG,Catas Altas,311535,31021,Itabira,3
MG,Catas Altas da Noruega,311540,31079,Conselheiro Lafaiete,0
MG,Catuji,311545,31067,Padre Paraíso,3
MG,Catuti,311547,31052,Janaúba/Monte Azul,2
MG,Caxambu,311550,31008,São Lourenço,5
MG,Cedro do Abaeté,311560,31024,Sete Lagoas,3
MG,Central de Minas,311570,31038,Mantena,3
MG,Centralina,311580,31073,Ituiutaba,5
MG,Chácara,311590,31097,Juiz de Fora,0
MG,Chalé,311600,31059,Manhuaçu,1
MG,Chapada do Norte,311610,31027,Turmalina/Minas Novas/Capelinha,3
MG,Chapada Gaúcha,311615,31058,Unaí,1
MG,Chiador,311620,31097,Juiz de Fora,0
MG,Cipotânea,311630,31013,Barbacena,1
MG,Claraval,311640,31091,Cassia,0
MG,Claro dos Poções,311650,31084,Montes Claros,0
MG,Cláudio,311660,31086,Divinópolis,0
MG,Coimbra,311670,31048,Ubá,1
MG,Coluna,311680,31026,Diamantina,3
MG,Comendador Gomes,311690,31071,Frutal / Iturama,3
MG,Comercinho,311700,31065,Itaobim,3
MG,Conceição da Aparecida,311710,31001,Alfenas / Machado,1
MG,Conceição da Barra de Minas,311520,31015,São João Del Rei,4
MG,Conceição das Alagoas,311730,31072,Uberaba,5
MG,Conceição das Pedras,311720,31003,Itajubá,3
MG,Conceição de Ipanema,311740,31059,Manhuaçu,1
MG,Conceição do Mato Dentro,311750,31095,Serro,0
MG,Conceição do Pará,311760,31032,Pará de Minas,3
MG,Conceição do Rio Verde,311770,31008,São Lourenço,5
MG,Conceição dos Ouros,311780,31007,Pouso Alegre,3
MG,Cônego Marinho,311783,31053,Januária,1
MG,Confins,311787,31025,Vespasiano,1
MG,Congonhal,311790,31007,Pouso Alegre,3
MG,Congonhas,311800,31078,Congonhas,0
MG,Congonhas do Norte,311810,31026,Diamantina,3
MG,Conquista,311820,31072,Uberaba,5
MG,Conselheiro Lafaiete,311830,31079,Conselheiro Lafaiete,0
MG,Conselheiro Pena,311840,31040,Resplendor,1
MG,Consolação,311850,31003,Itajubá,3
MG,Contagem,311860,31018,Contagem,2
MG,Coqueiral,311870,31011,Três Pontas,1
MG,Coração de Jesus,311880,31050,Coração de Jesus,3
MG,Cordisburgo,311890,31024,Sete Lagoas,3
MG,Cordislândia,311900,31012,Varginha,1
MG,Corinto,311910,31019,Curvelo,1
MG,Coroaci,311920,31036,Governador Valadares,2
MG,Coromandel,311930,31074,Patrocínio / Monte Carmelo,2
MG,Coronel Fabriciano,311940,31035,Coronel Fabriciano/Timóteo,3
MG,Coronel Murta,311950,31064,Araçuaí,3
MG,Coronel Pacheco,311960,31097,Juiz de Fora,0
MG,Coronel Xavier Chaves,311970,31015,São João Del Rei,4
MG,Córrego Danta,311980,31030,Formiga,1
MG,Córrego do Bom Jesus,311990,31007,Pouso Alegre,3
MG,Córrego Fundo,311995,31030,Formiga,1
MG,Córrego Novo,312000,31035,Coronel Fabriciano/Timóteo,3
MG,Couto de Magalhães de Minas,312010,31026,Diamantina,3
MG,Crisólita,312015,31062,Águas Formosas,3
MG,Cristais,312020,31089,Campo Belo,0
MG,Cristália,312030,31051,Francisco Sá,3
MG,Cristiano Otoni,312040,31079,Conselheiro Lafaiete,0
MG,Cristina,312050,31008,São Lourenço,5
MG,Crucilândia,312060,31017,Betim,3
MG,Cruzeiro da Fortaleza,312070,31057,Patos de Minas,3
MG,Cruzília,312080,31008,São Lourenço,5
MG,Cuparaque,312083,31040,Resplendor,1
MG,Curral de Dentro,312087,31085,Taiobeiras,0
MG,Curvelo,312090,31019,Curvelo,1
MG,Datas,312100,31026,Diamantina,3
MG,Delfim Moreira,312110,31003,Itajubá,3
MG,Delfinópolis,312120,31091,Cassia,0
MG,Delta,312125,31072,Uberaba,5
MG,Descoberto,312130,31047,São João Nepomuceno / bicas,4
MG,Desterro de Entre Rios,312140,31078,Congonhas,0
MG,Desterro do Melo,312150,31013,Barbacena,1
MG,Diamantina,312160,31026,Diamantina,3
MG,Diogo de Vasconcelos,312170,31060,Ponte Nova,1
MG,Dionísio,312180,31035,Coronel Fabriciano/Timóteo,3
MG,Divinésia,312190,31048,Ubá,1
MG,Divino,312200,31042,Carangola,1
MG,Divino das Laranjeiras,312210,31038,Mantena,3
MG,Divinolândia de Minas,312220,31036,Governador Valadares,2
MG,Divinópolis,312230,31086,Divinópolis,0
MG,Divisa Alegre,312235,31068,Pedra azul,1
MG,Divisa Nova,312240,31001,Alfenas / Machado,1
MG,Divisópolis,312245,31068,Pedra azul,1
MG,Dom Bosco,312247,31058,Unaí,1
MG,Dom Cavati,312250,31037,Ipatinga,5
MG,Dom Joaquim,312260,31020,Guanhães,3
MG,Dom Silvério,312270,31060,Ponte Nova,1
MG,Dom Viçoso,312280,31008,São Lourenço,5
MG,Dona Eusébia,312290,31044,Leopoldina / Cataguases,3
MG,Dores de Campos,312300,31015,São João Del Rei,4
MG,Dores de Guanhães,312310,31020,Guanhães,3
MG,Dores do Indaiá,312320,31028,Bom Despacho,4
MG,Dores do Turvo,312330,31048,Ubá,1
MG,Doresópolis,312340,31093,Piumhi,0
MG,Douradoquara,312350,31074,Patrocínio / Monte Carmelo,2
MG,Durandé,312352,31059,Manhuaçu,1
MG,Elói Mendes,312360,31012,Varginha,1
MG,Engenheiro Caldas,312370,31036,Governador Valadares,2
MG,Engenheiro Navarro,312380,31083,Bocaiúva,0
MG,Entre Folhas,312385,31034,Caratinga,1
MG,Entre Rios de Minas,312390,31078,Congonhas,0
MG,Ervália,312400,31048,Ubá,1
MG,Esmeraldas,312410,31017,Betim,3
MG,Espera Feliz,312420,31042,Carangola,1
MG,Espinosa,312430,31052,Janaúba/Monte Azul,2
MG,Espírito Santo do Dourado,312440,31007,Pouso Alegre,3
MG,Estiva,312450,31007,Pouso Alegre,3
MG,Estrela Dalva,312460,31041,Além  Paraíba,1
MG,Estrela do Indaiá,312470,31028,Bom Despacho,4
MG,Estrela do Sul,312480,31074,Patrocínio / Monte Carmelo,2
MG,Eugenópolis,312490,31045,Muriaé,3
MG,Ewbank da Câmara,312500,31097,Juiz de Fora,0
MG,Extrema,312510,31007,Pouso Alegre,3
MG,Fama,312520,31001,Alfenas / Machado,1
MG,Faria Lemos,312530,31042,Carangola,1
MG,Felício dos Santos,312540,31026,Diamantina,3
MG,Felisburgo,312560,31094,Almenara/Jacinto,0
MG,Felixlândia,312570,31019,Curvelo,1
MG,Fernandes Tourinho,312580,31036,Governador Valadares,2
MG,Ferros,312590,31021,Itabira,3
MG,Fervedouro,312595,31042,Carangola,1
MG,Florestal,312600,31017,Betim,3
MG,Formiga,312610,31030,Formiga,1
MG,Formoso,312620,31058,Unaí,1
MG,Fortaleza de Minas,312630,31092,Passos,0
MG,Fortuna de Minas,312640,31024,Sete Lagoas,3
MG,Francisco Badaró,312650,31064,Araçuaí,3
MG,Francisco Dumont,312660,31083,Bocaiúva,0
MG,Franciscópolis,312675,31099,Teófilo Otoni / Malacacheta,0
MG,Francisco Sá,312670,31051,Francisco Sá,3
MG,Frei Gaspar,312680,31096,Itambacuri,0
MG,Frei Inocêncio,312690,31036,Governador Valadares,2
MG,Frei Lagonegro,312695,31080,Peçanha/São João Evangelista,0
MG,Fronteira,312700,31071,Frutal / Iturama,3
MG,Fronteira dos Vales,312705,31062,Águas Formosas,3
MG,Fruta de Leite,312707,31098,salinas,0
MG,Frutal,312710,31071,Frutal / Iturama,3
MG,Funilândia,312720,31024,Sete Lagoas,3
MG,Galiléia,312730,31036,Governador Valadares,2
MG,Gameleiras,312733,31052,Janaúba/Monte Azul,2
MG,Glaucilândia,312735,31084,Montes Claros,0
MG,Goiabeira,312737,31040,Resplendor,1
MG,Goianá,312738,31097,Juiz de Fora,0
MG,Gonçalves,312740,31003,Itajubá,3
MG,Gonzaga,312750,31036,Governador Valadares,2
MG,Gouveia,312760,31026,Diamantina,3
MG,Governador Valadares,312770,31036,Governador Valadares,2
MG,Grão Mogol,312780,31051,Francisco Sá,3
MG,Grupiara,312790,31074,Patrocínio / Monte Carmelo,2
MG,Guanhães,312800,31020,Guanhães,3
MG,Guapé,312810,31093,Piumhi,0
MG,Guaraciaba,312820,31060,Ponte Nova,1
MG,Guaraciama,312825,31083,Bocaiúva,0
MG,Guaranésia,312830,31002,Guaxupé,3
MG,Guarani,312840,31048,Ubá,1
MG,Guarará,312850,31047,São João Nepomuceno / bicas,4
MG,Guarda-Mor,312860,31057,Patos de Minas,3
MG,Guaxupé,312870,31002,Guaxupé,3
MG,Guidoval,312880,31048,Ubá,1
MG,Guimarânia,312890,31057,Patos de Minas,3
MG,Guiricema,312900,31048,Ubá,1
MG,Gurinhatã,312910,31073,Ituiutaba,5
MG,Heliodora,312920,31007,Pouso Alegre,3
MG,Iapu,312930,31037,Ipatinga,5
MG,Ibertioga,312940,31013,Barbacena,1
MG,Ibiá,312950,31070,Araxá,3
MG,Ibiaí,312960,31055,Pirapora,5
MG,Ibiracatu,312965,31049,Brasília de Minas/São Francisco,2
MG,Ibiraci,312970,31091,Cassia,0
MG,Ibirité,312980,31018,Contagem,2
MG,Ibitiúra de Minas,312990,31006,Poços de Caldas,4
MG,Ibituruna,313000,31015,São João Del Rei,4
MG,Icaraí de Minas,313005,31049,Brasília de Minas/São Francisco,2
MG,Igarapé,313010,31017,Betim,3
MG,Igaratinga,313020,31032,Pará de Minas,3
MG,Iguatama,313030,31030,Formiga,1
MG,Ijaci,313040,31004,Lavras,1
MG,Ilicínea,313050,31011,Três Pontas,1
MG,Imbé de Minas,313055,31034,Caratinga,1
MG,Inconfidentes,313060,31007,Pouso Alegre,3
MG,Indaiabira,313065,31085,Taiobeiras,0
MG,Indianópolis,313070,31075,Uberlândia / Araguari,5
MG,Ingaí,313080,31004,Lavras,1
MG,Inhapim,313090,31034,Caratinga,1
MG,Inhaúma,313100,31024,Sete Lagoas,3
MG,Inimutaba,313110,31019,Curvelo,1
MG,Ipaba,313115,31037,Ipatinga,5
MG,Ipanema,313120,31059,Manhuaçu,1
MG,Ipatinga,313130,31037,Ipatinga,5
MG,Ipiaçu,313140,31073,Ituiutaba,5
MG,Ipuiúna,313150,31007,Pouso Alegre,3
MG,Iraí de Minas,313160,31074,Patrocínio / Monte Carmelo,2
MG,Itabira,313170,31021,Itabira,3
MG,Itabirinha,313180,31038,Mantena,3
MG,Itabirito,313190,31022,Ouro Preto,1
MG,Itacambira,313200,31084,Montes Claros,0
MG,Itacarambi,313210,31053,Januária,1
MG,Itaguara,313220,31031,Itaúna,3
MG,Itaipé,313230,31067,Padre Paraíso,3
MG,Itajubá,313240,31003,Itajubá,3
MG,Itamarandiba,313250,31026,Diamantina,3
MG,Itamarati de Minas,313260,31044,Leopoldina / Cataguases,3
MG,Itambacuri,313270,31096,Itambacuri,0
MG,Itambé do Mato Dentro,313280,31021,Itabira,3
MG,Itamogi,313290,31009,São Sebastião do Paraíso,3
MG,Itamonte,313300,31008,São Lourenço,5
MG,Itanhandu,313310,31008,São Lourenço,5
MG,Itanhomi,313320,31036,Governador Valadares,2
MG,Itaobim,313330,31065,Itaobim,3
MG,Itapagipe,313340,31071,Frutal / Iturama,3
MG,Itapecerica,313350,31086,Divinópolis,0
MG,Itapeva,313360,31007,Pouso Alegre,3
MG,Itatiaiuçu,313370,31031,Itaúna,3
MG,Itaú de Minas,313375,31092,Passos,0
MG,Itaúna,313380,31031,Itaúna,3
MG,Itaverava,313390,31079,Conselheiro Lafaiete,0
MG,Itinga,313400,31065,Itaobim,3
MG,Itueta,313410,31040,Resplendor,1
MG,Ituiutaba,313420,31073,Ituiutaba,5
MG,Itumirim,313430,31004,Lavras,1
MG,Iturama,313440,31071,Frutal / Iturama,3
MG,Itutinga,313450,31004,Lavras,1
MG,Jaboticatubas,313460,31016,Belo Horizonte/ Nova Lima/ Caeté,1
MG,Jacinto,313470,31094,Almenara/Jacinto,0
MG,Jacuí,313480,31009,São Sebastião do Paraíso,3
MG,Jacutinga,313490,31007,Pouso Alegre,3
MG,Jaguaraçu,313500,31035,Coronel Fabriciano/Timóteo,3
MG,Jaíba,313505,31052,Janaúba/Monte Azul,2
MG,Jampruca,313507,31036,Governador Valadares,2
MG,Janaúba,313510,31052,Janaúba/Monte Azul,2
MG,Januária,313520,31053,Januária,1
MG,Japaraíba,313530,31087,Lagoa da Prata/Sto Ant do Monte,0
MG,Japonvar,313535,31049,Brasília de Minas/São Francisco,2
MG,Jeceaba,313540,31078,Congonhas,0
MG,Jenipapo de Minas,313545,31064,Araçuaí,3
MG,Jequeri,313550,31060,Ponte Nova,1
MG,Jequitaí,313560,31050,Coração de Jesus,3
MG,Jequitibá,313570,31024,Sete Lagoas,3
MG,Jequitinhonha,313580,31094,Almenara/Jacinto,0
MG,Jesuânia,313590,31008,São Lourenço,5
MG,Joaíma,313600,31094,Almenara/Jacinto,0
MG,Joanésia,313610,31037,Ipatinga,5
MG,João Monlevade,313620,31023,João Monlevade,3
MG,João Pinheiro,313630,31077,João Pinheiro,3
MG,Joaquim Felício,313640,31083,Bocaiúva,0
MG,Jordânia,313650,31094,Almenara/Jacinto,0
MG,José Gonçalves de Minas,313652,31027,Turmalina/Minas Novas/Capelinha,3
MG,Josenópolis,313657,31051,Francisco Sá,3
MG,José Raydan,313655,31081,Santa Maria do Suaçuí,0
MG,Juatuba,313665,31017,Betim,3
MG,Juiz de Fora,313670,31097,Juiz de Fora,0
MG,Juramento,313680,31084,Montes Claros,0
MG,Juruaia,313690,31002,Guaxupé,3
MG,Juvenília,313695,31076,Manga,3
MG,Ladainha,313700,31099,Teófilo Otoni / Malacacheta,0
MG,Lagamar,313710,31057,Patos de Minas,3
MG,Lagoa da Prata,313720,31087,Lagoa da Prata/Sto Ant do Monte,0
MG,Lagoa dos Patos,313730,31050,Coração de Jesus,3
MG,Lagoa Dourada,313740,31015,São João Del Rei,4
MG,Lagoa Formosa,313750,31057,Patos de Minas,3
MG,Lagoa Grande,313753,31077,João Pinheiro,3
MG,Lagoa Santa,313760,31025,Vespasiano,1
MG,Lajinha,313770,31059,Manhuaçu,1
MG,Lambari,313780,31008,São Lourenço,5
MG,Lamim,313790,31079,Conselheiro Lafaiete,0
MG,Laranjal,313800,31044,Leopoldina / Cataguases,3
MG,Lassance,313810,31055,Pirapora,5
MG,Lavras,313820,31004,Lavras,1
MG,Leandro Ferreira,313830,31032,Pará de Minas,3
MG,Leme do Prado,313835,31027,Turmalina/Minas Novas/Capelinha,3
MG,Leopoldina,313840,31044,Leopoldina / Cataguases,3
MG,Liberdade,313850,31090,Lima Duarte,0
MG,Lima Duarte,313860,31090,Lima Duarte,0
MG,Limeira do Oeste,313862,31071,Frutal / Iturama,3
MG,Lontra,313865,31049,Brasília de Minas/São Francisco,2
MG,Luisburgo,313867,31059,Manhuaçu,1
MG,Luislândia,313868,31049,Brasília de Minas/São Francisco,2
MG,Luminárias,313870,31004,Lavras,1
MG,Luz,313880,31028,Bom Despacho,4
MG,Machacalis,313890,31062,Águas Formosas,3
MG,Machado,313900,31001,Alfenas / Machado,1
MG,Madre de Deus de Minas,313910,31015,São João Del Rei,4
MG,Malacacheta,313920,31099,Teófilo Otoni / Malacacheta,0
MG,Mamonas,313925,31052,Janaúba/Monte Azul,2
MG,Manga,313930,31076,Manga,3
MG,Manhuaçu,313940,31059,Manhuaçu,1
MG,Manhumirim,313950,31059,Manhuaçu,1
MG,Mantena,313960,31038,Mantena,3
MG,Maravilhas,313970,31024,Sete Lagoas,3
MG,Mar de Espanha,313980,31047,São João Nepomuceno / bicas,4
MG,Maria da Fé,313990,31003,Itajubá,3
MG,Mariana,314000,31022,Ouro Preto,1
MG,Marilac,314010,31036,Governador Valadares,2
MG,Mário Campos,314015,31017,Betim,3
MG,Maripá de Minas,314020,31047,São João Nepomuceno / bicas,4
MG,Marliéria,314030,31035,Coronel Fabriciano/Timóteo,3
MG,Marmelópolis,314040,31003,Itajubá,3
MG,Martinho Campos,314050,31028,Bom Despacho,4
MG,Martins Soares,314053,31059,Manhuaçu,1
MG,Mata Verde,314055,31094,Almenara/Jacinto,0
MG,Materlândia,314060,31020,Guanhães,3
MG,Mateus Leme,314070,31017,Betim,3
MG,Mathias Lobato,317150,31036,Governador Valadares,2
MG,Matias Barbosa,314080,31097,Juiz de Fora,0
MG,Matias Cardoso,314085,31052,Janaúba/Monte Azul,2
MG,Matipó,314090,31059,Manhuaçu,1
MG,Mato Verde,314100,31052,Janaúba/Monte Azul,2
MG,Matozinhos,314110,31025,Vespasiano,1
MG,Matutina,314120,31082,São Gotardo,0
MG,Medeiros,314130,31030,Formiga,1
MG,Medina,314140,31065,Itaobim,3
MG,Mendes Pimentel,314150,31038,Mantena,3
MG,Mercês,314160,31048,Ubá,1
MG,Mesquita,314170,31037,Ipatinga,5
MG,Minas Novas,314180,31027,Turmalina/Minas Novas/Capelinha,3
MG,Minduri,314190,31008,São Lourenço,5
MG,Mirabela,314200,31084,Montes Claros,0
MG,Miradouro,314210,31045,Muriaé,3
MG,Miraí,314220,31045,Muriaé,3
MG,Miravânia,314225,31076,Manga,3
MG,Moeda,314230,31016,Belo Horizonte/ Nova Lima/ Caeté,1
MG,Moema,314240,31028,Bom Despacho,4
MG,Monjolos,314250,31019,Curvelo,1
MG,Monsenhor Paulo,314260,31012,Varginha,1
MG,Montalvânia,314270,31076,Manga,3
MG,Monte Alegre de Minas,314280,31075,Uberlândia / Araguari,5
MG,Monte Azul,314290,31052,Janaúba/Monte Azul,2
MG,Monte Belo,314300,31002,Guaxupé,3
MG,Monte Carmelo,314310,31074,Patrocínio / Monte Carmelo,2
MG,Monte Formoso,314315,31065,Itaobim,3
MG,Monte Santo de Minas,314320,31009,São Sebastião do Paraíso,3
MG,Montes Claros,314330,31084,Montes Claros,0
MG,Monte Sião,314340,31007,Pouso Alegre,3
MG,Montezuma,314345,31085,Taiobeiras,0
MG,Morada Nova de Minas,314350,31024,Sete Lagoas,3
MG,Morro da Garça,314360,31019,Curvelo,1
MG,Morro do Pilar,314370,31021,Itabira,3
MG,Munhoz,314380,31007,Pouso Alegre,3
MG,Muriaé,314390,31045,Muriaé,3
MG,Mutum,314400,31059,Manhuaçu,1
MG,Muzambinho,314410,31002,Guaxupé,3
MG,Nacip Raydan,314420,31036,Governador Valadares,2
MG,Nanuque,314430,31066,Nanuque,3
MG,Naque,314435,31037,Ipatinga,5
MG,Natalândia,314437,31058,Unaí,1
MG,Natércia,314440,31007,Pouso Alegre,3
MG,Nazareno,314450,31015,São João Del Rei,4
MG,Nepomuceno,314460,31004,Lavras,1
MG,Ninheira,314465,31085,Taiobeiras,0
MG,Nova Belém,314467,31038,Mantena,3
MG,Nova Era,314470,31023,João Monlevade,3
MG,Nova Lima,314480,31016,Belo Horizonte/ Nova Lima/ Caeté,1
MG,Nova Módica,314490,31096,Itambacuri,0
MG,Nova Ponte,314500,31075,Uberlândia / Araguari,5
MG,Nova Porteirinha,314505,31052,Janaúba/Monte Azul,2
MG,Nova Resende,314510,31092,Passos,0
MG,Nova Serrana,314520,31032,Pará de Minas,3
MG,Nova União,313660,31016,Belo Horizonte/ Nova Lima/ Caeté,1
MG,Novo Cruzeiro,314530,31099,Teófilo Otoni / Malacacheta,0
MG,Novo Oriente de Minas,314535,31099,Teófilo Otoni / Malacacheta,0
MG,Novorizonte,314537,31098,salinas,0
MG,Olaria,314540,31090,Lima Duarte,0
MG,Olhos-d'Água,314545,31083,Bocaiúva,0
MG,Olímpio Noronha,314550,31008,São Lourenço,5
MG,Oliveira,314560,31088,Oliveira/Santo Antônio do Amparo,0
MG,Oliveira Fortes,314570,31046,Santos Dumont,2
MG,Onça de Pitangui,314580,31032,Pará de Minas,3
MG,Oratórios,314585,31060,Ponte Nova,1
MG,Orizânia,314587,31042,Carangola,1
MG,Ouro Branco,314590,31078,Congonhas,0
MG,Ouro Fino,314600,31007,Pouso Alegre,3
MG,Ouro Preto,314610,31022,Ouro Preto,1
MG,Ouro Verde de Minas,314620,31099,Teófilo Otoni / Malacacheta,0
MG,Padre Carvalho,314625,31098,salinas,0
MG,Padre Paraíso,314630,31067,Padre Paraíso,3
MG,Paineiras,314640,31024,Sete Lagoas,3
MG,Pains,314650,31030,Formiga,1
MG,Pai Pedro,314655,31052,Janaúba/Monte Azul,2
MG,Paiva,314660,31013,Barbacena,1
MG,Palma,314670,31044,Leopoldina / Cataguases,3
MG,Palmópolis,314675,31094,Almenara/Jacinto,0
MG,Papagaios,314690,31024,Sete Lagoas,3
MG,Paracatu,314700,31058,Unaí,1
MG,Pará de Minas,314710,31032,Pará de Minas,3
MG,Paraguaçu,314720,31001,Alfenas / Machado,1
MG,Paraisópolis,314730,31003,Itajubá,3
MG,Paraopeba,314740,31024,Sete Lagoas,3
MG,Passabém,314750,31021,Itabira,3
MG,Passa Quatro,314760,31008,São Lourenço,5
MG,Passa Tempo,314770,31088,Oliveira/Santo Antônio do Amparo,0
MG,Passa-Vinte,314780,31090,Lima Duarte,0
MG,Passos,314790,31092,Passos,0
MG,Patis,314795,31049,Brasília de Minas/São Francisco,2
MG,Patos de Minas,314800,31057,Patos de Minas,3
MG,Patrocínio,314810,31074,Patrocínio / Monte Carmelo,2
MG,Patrocínio do Muriaé,314820,31045,Muriaé,3
MG,Paula Cândido,314830,31061,Viçosa,1
MG,Paulistas,314840,31080,Peçanha/São João Evangelista,0
MG,Pavão,314850,31062,Águas Formosas,3
MG,Peçanha,314860,31080,Peçanha/São João Evangelista,0
MG,Pedra Azul,314870,31068,Pedra azul,1
MG,Pedra Bonita,314875,31042,Carangola,1
MG,Pedra do Anta,314880,31061,Viçosa,1
MG,Pedra do Indaiá,314890,31087,Lagoa da Prata/Sto Ant do Monte,0
MG,Pedra Dourada,314900,31042,Carangola,1
MG,Pedralva,314910,31003,Itajubá,3
MG,Pedras de Maria da Cruz,314915,31053,Januária,1
MG,Pedrinópolis,314920,31070,Araxá,3
MG,Pedro Leopoldo,314930,31025,Vespasiano,1
MG,Pedro Teixeira,314940,31090,Lima Duarte,0
MG,Pequeri,314950,31047,São João Nepomuceno / bicas,4
MG,Pequi,314960,31024,Sete Lagoas,3
MG,Perdigão,314970,31086,Divinópolis,0
MG,Perdizes,314980,31070,Araxá,3
MG,Perdões,314990,31004,Lavras,1
MG,Periquito,314995,31037,Ipatinga,5
MG,Pescador,315000,31096,Itambacuri,0
MG,Piau,315010,31097,Juiz de Fora,0
MG,Piedade de Caratinga,315015,31034,Caratinga,1
MG,Piedade de Ponte Nova,315020,31060,Ponte Nova,1
