database,variavel,type,label,records
sinasc,DIFDATA,group,583.0,3990
sinasc,DIFDATA,group,584.0,3716
sinasc,DIFDATA,group,585.0,3868
sinasc,DIFDATA,group,586.0,3744
sinasc,DIFDATA,group,587.0,3793
sinasc,DIFDATA,group,588.0,3996
sinasc,DIFDATA,group,589.0,3869
sinasc,DIFDATA,group,59.0,115386
sinasc,DIFDATA,group,590.0,3829
sinasc,DIFDATA,group,591.0,3440
sinasc,DIFDATA,group,592.0,3565
sinasc,DIFDATA,group,593.0,3571
sinasc,DIFDATA,group,594.0,3707
sinasc,DIFDATA,group,595.0,3822
sinasc,DIFDATA,group,596.0,3534
sinasc,DIFDATA,group,597.0,3364
sinasc,DIFDATA,group,598.0,3360
sinasc,DIFDATA,group,599.0,3237
sinasc,DIFDATA,group,6.0,403543
sinasc,DIFDATA,group,60.0,111105
sinasc,DIFDATA,group,600.0,3252
sinasc,DIFDATA,group,601.0,3345
sinasc,DIFDATA,group,602.0,3637
sinasc,DIFDATA,group,603.0,3361
sinasc,DIFDATA,group,604.0,3253
sinasc,DIFDATA,group,605.0,3197
sinasc,DIFDATA,group,606.0,3037
sinasc,DIFDATA,group,607.0,3216
sinasc,DIFDATA,group,608.0,3345
sinasc,DIFDATA,group,609.0,3469
sinasc,DIFDATA,group,61.0,105223
sinasc,DIFDATA,group,610.0,3284
sinasc,DIFDATA,group,611.0,3063
sinasc,DIFDATA,group,612.0,2888
sinasc,DIFDATA,group,613.0,2771
sinasc,DIFDATA,group,614.0,2941
sinasc,DIFDATA,group,615.0,2993
sinasc,DIFDATA,group,616.0,3164
sinasc,DIFDATA,group,617.0,2874
sinasc,DIFDATA,group,618.0,2741
sinasc,DIFDATA,group,619.0,2592
sinasc,DIFDATA,group,62.0,108667
sinasc,DIFDATA,group,620.0,2316
sinasc,DIFDATA,group,621.0,2403
sinasc,DIFDATA,group,622.0,2511
sinasc,DIFDATA,group,623.0,2688
sinasc,DIFDATA,group,624.0,2473
sinasc,DIFDATA,group,625.0,2418
sinasc,DIFDATA,group,626.0,2384
sinasc,DIFDATA,group,627.0,2352
sinasc,DIFDATA,group,628.0,2286
sinasc,DIFDATA,group,629.0,2419
sinasc,DIFDATA,group,63.0,109814
sinasc,DIFDATA,group,630.0,2498
sinasc,DIFDATA,group,631.0,2252
sinasc,DIFDATA,group,632.0,2270
sinasc,DIFDATA,group,633.0,2226
sinasc,DIFDATA,group,634.0,2105
sinasc,DIFDATA,group,635.0,2168
sinasc,DIFDATA,group,636.0,2182
sinasc,DIFDATA,group,637.0,2380
sinasc,DIFDATA,group,638.0,2056
sinasc,DIFDATA,group,639.0,2049
sinasc,DIFDATA,group,64.0,100495
sinasc,DIFDATA,group,640.0,1976
sinasc,DIFDATA,group,641.0,2071
sinasc,DIFDATA,group,642.0,2028
sinasc,DIFDATA,group,643.0,2155
sinasc,DIFDATA,group,644.0,2293
sinasc,DIFDATA,group,645.0,2230
sinasc,DIFDATA,group,646.0,2155
sinasc,DIFDATA,group,647.0,1898
sinasc,DIFDATA,group,648.0,1915
sinasc,DIFDATA,group,649.0,2008
sinasc,DIFDATA,group,65.0,92205
sinasc,DIFDATA,group,650.0,2089
sinasc,DIFDATA,group,651.0,2209
sinasc,DIFDATA,group,652.0,2063
sinasc,DIFDATA,group,653.0,1994
sinasc,DIFDATA,group,654.0,1784
sinasc,DIFDATA,group,655.0,1869
sinasc,DIFDATA,group,656.0,1888
sinasc,DIFDATA,group,657.0,2033
sinasc,DIFDATA,group,658.0,2087
sinasc,DIFDATA,group,659.0,1883
sinasc,DIFDATA,group,66.0,88616
sinasc,DIFDATA,group,660.0,1966
sinasc,DIFDATA,group,661.0,1796
sinasc,DIFDATA,group,662.0,1735
sinasc,DIFDATA,group,663.0,1786
sinasc,DIFDATA,group,664.0,1949
sinasc,DIFDATA,group,665.0,1889
sinasc,DIFDATA,group,666.0,1907
sinasc,DIFDATA,group,667.0,1847
sinasc,DIFDATA,group,668.0,1796
sinasc,DIFDATA,group,669.0,1728
sinasc,DIFDATA,group,67.0,85654
sinasc,DIFDATA,group,670.0,1624
sinasc,DIFDATA,group,671.0,1749
sinasc,DIFDATA,group,672.0,1907
sinasc,DIFDATA,group,673.0,1941
sinasc,DIFDATA,group,674.0,1856
sinasc,DIFDATA,group,675.0,1699
sinasc,DIFDATA,group,676.0,1615
sinasc,DIFDATA,group,677.0,1603
sinasc,DIFDATA,group,678.0,1711
sinasc,DIFDATA,group,679.0,1868
sinasc,DIFDATA,group,68.0,81470
sinasc,DIFDATA,group,680.0,1745
sinasc,DIFDATA,group,681.0,1589
sinasc,DIFDATA,group,682.0,1596
sinasc,DIFDATA,group,683.0,1594
sinasc,DIFDATA,group,684.0,1504
sinasc,DIFDATA,group,685.0,1662
sinasc,DIFDATA,group,686.0,1788
sinasc,DIFDATA,group,687.0,1770
sinasc,DIFDATA,group,688.0,1595
sinasc,DIFDATA,group,689.0,1602
sinasc,DIFDATA,group,69.0,83560
sinasc,DIFDATA,group,690.0,1527
sinasc,DIFDATA,group,691.0,1520
sinasc,DIFDATA,group,692.0,1642
sinasc,DIFDATA,group,693.0,1553
sinasc,DIFDATA,group,694.0,1631
sinasc,DIFDATA,group,695.0,1496
sinasc,DIFDATA,group,696.0,1523
sinasc,DIFDATA,group,697.0,1436
sinasc,DIFDATA,group,698.0,1472
sinasc,DIFDATA,group,699.0,1575
sinasc,DIFDATA,group,7.0,519974
sinasc,DIFDATA,group,70.0,84693
sinasc,DIFDATA,group,700.0,1705
sinasc,DIFDATA,group,701.0,1627
sinasc,DIFDATA,group,702.0,1547
sinasc,DIFDATA,group,703.0,1554
sinasc,DIFDATA,group,704.0,1496
sinasc,DIFDATA,group,705.0,1494
sinasc,DIFDATA,group,706.0,1646
sinasc,DIFDATA,group,707.0,1666
sinasc,DIFDATA,group,708.0,1688
sinasc,DIFDATA,group,709.0,1492
sinasc,DIFDATA,group,71.0,76302
sinasc,DIFDATA,group,710.0,1573
sinasc,DIFDATA,group,711.0,1441
sinasc,DIFDATA,group,712.0,1435
sinasc,DIFDATA,group,713.0,1559
sinasc,DIFDATA,group,714.0,1607
sinasc,DIFDATA,group,715.0,1498
sinasc,DIFDATA,group,716.0,1490
sinasc,DIFDATA,group,717.0,1420
sinasc,DIFDATA,group,718.0,1359
sinasc,DIFDATA,group,719.0,1341
sinasc,DIFDATA,group,72.0,70776
sinasc,DIFDATA,group,720.0,1457
sinasc,DIFDATA,group,721.0,1415
sinasc,DIFDATA,group,722.0,1356
sinasc,DIFDATA,group,723.0,1296
sinasc,DIFDATA,group,724.0,1377
sinasc,DIFDATA,group,725.0,1213
sinasc,DIFDATA,group,726.0,1299
sinasc,DIFDATA,group,727.0,1439
sinasc,DIFDATA,group,728.0,1474
sinasc,DIFDATA,group,729.0,1421
sinasc,DIFDATA,group,73.0,67471
sinasc,DIFDATA,group,730.0,1293
sinasc,DIFDATA,group,731.0,1365
sinasc,DIFDATA,group,732.0,1259
sinasc,DIFDATA,group,733.0,1288
sinasc,DIFDATA,group,734.0,1380
sinasc,DIFDATA,group,735.0,1401
sinasc,DIFDATA,group,736.0,1389
sinasc,DIFDATA,group,737.0,1247
sinasc,DIFDATA,group,738.0,1332
sinasc,DIFDATA,group,739.0,1237
sinasc,DIFDATA,group,74.0,65130
sinasc,DIFDATA,group,740.0,1247
sinasc,DIFDATA,group,741.0,1421
sinasc,DIFDATA,group,742.0,1331
sinasc,DIFDATA,group,743.0,1322
sinasc,DIFDATA,group,744.0,1217
sinasc,DIFDATA,group,745.0,1178
sinasc,DIFDATA,group,746.0,1268
sinasc,DIFDATA,group,747.0,1184
sinasc,DIFDATA,group,748.0,1289
sinasc,DIFDATA,group,749.0,1203
sinasc,DIFDATA,group,75.0,62431
sinasc,DIFDATA,group,750.0,1211
sinasc,DIFDATA,group,751.0,1109
sinasc,DIFDATA,group,752.0,1212
sinasc,DIFDATA,group,753.0,1023
sinasc,DIFDATA,group,754.0,1009
sinasc,DIFDATA,group,755.0,1079
sinasc,DIFDATA,group,756.0,1138
sinasc,DIFDATA,group,757.0,1100
sinasc,DIFDATA,group,758.0,903
sinasc,DIFDATA,group,759.0,966
sinasc,DIFDATA,group,76.0,63962
sinasc,DIFDATA,group,760.0,848
sinasc,DIFDATA,group,761.0,872
sinasc,DIFDATA,group,762.0,928
sinasc,DIFDATA,group,763.0,1007
sinasc,DIFDATA,group,764.0,1011
sinasc,DIFDATA,group,765.0,867
sinasc,DIFDATA,group,766.0,854
sinasc,DIFDATA,group,767.0,826
sinasc,DIFDATA,group,768.0,848
sinasc,DIFDATA,group,769.0,917
sinasc,DIFDATA,group,77.0,64941
sinasc,DIFDATA,group,770.0,934
sinasc,DIFDATA,group,771.0,858
sinasc,DIFDATA,group,772.0,852
sinasc,DIFDATA,group,773.0,839
sinasc,DIFDATA,group,774.0,782
sinasc,DIFDATA,group,775.0,757
sinasc,DIFDATA,group,776.0,875
sinasc,DIFDATA,group,777.0,876
sinasc,DIFDATA,group,778.0,795
sinasc,DIFDATA,group,779.0,686
sinasc,DIFDATA,group,78.0,59935
sinasc,DIFDATA,group,780.0,713
sinasc,DIFDATA,group,781.0,669
sinasc,DIFDATA,group,782.0,640
sinasc,DIFDATA,group,783.0,730
sinasc,DIFDATA,group,784.0,634
sinasc,DIFDATA,group,785.0,637
sinasc,DIFDATA,group,786.0,567
sinasc,DIFDATA,group,787.0,553
sinasc,DIFDATA,group,788.0,504
sinasc,DIFDATA,group,789.0,467
sinasc,DIFDATA,group,79.0,56071
sinasc,DIFDATA,group,790.0,543
sinasc,DIFDATA,group,791.0,476
sinasc,DIFDATA,group,792.0,420
sinasc,DIFDATA,group,793.0,359
sinasc,DIFDATA,group,794.0,407
sinasc,DIFDATA,group,795.0,356
sinasc,DIFDATA,group,796.0,384
sinasc,DIFDATA,group,797.0,411
sinasc,DIFDATA,group,798.0,439
sinasc,DIFDATA,group,799.0,427
sinasc,DIFDATA,group,8.0,582468
sinasc,DIFDATA,group,80.0,53559
sinasc,DIFDATA,group,800.0,320
sinasc,DIFDATA,group,801.0,339
sinasc,DIFDATA,group,802.0,309
sinasc,DIFDATA,group,803.0,316
sinasc,DIFDATA,group,804.0,305
sinasc,DIFDATA,group,805.0,339
sinasc,DIFDATA,group,806.0,261
sinasc,DIFDATA,group,807.0,245
sinasc,DIFDATA,group,808.0,270
sinasc,DIFDATA,group,809.0,249
sinasc,DIFDATA,group,81.0,52024
sinasc,DIFDATA,group,810.0,206
sinasc,DIFDATA,group,811.0,225
sinasc,DIFDATA,group,812.0,241
sinasc,DIFDATA,group,813.0,233
sinasc,DIFDATA,group,814.0,137
sinasc,DIFDATA,group,815.0,164
sinasc,DIFDATA,group,816.0,201
sinasc,DIFDATA,group,817.0,157
sinasc,DIFDATA,group,818.0,134
sinasc,DIFDATA,group,819.0,166
sinasc,DIFDATA,group,82.0,50601
sinasc,DIFDATA,group,820.0,149
sinasc,DIFDATA,group,821.0,98
sinasc,DIFDATA,group,822.0,103
sinasc,DIFDATA,group,823.0,102
sinasc,DIFDATA,group,824.0,94
sinasc,DIFDATA,group,825.0,90
sinasc,DIFDATA,group,826.0,126
sinasc,DIFDATA,group,827.0,116
sinasc,DIFDATA,group,828.0,85
sinasc,DIFDATA,group,829.0,80
sinasc,DIFDATA,group,83.0,52364
sinasc,DIFDATA,group,830.0,83
sinasc,DIFDATA,group,831.0,21
sinasc,DIFDATA,group,832.0,18
sinasc,DIFDATA,group,833.0,10
sinasc,DIFDATA,group,835.0,2
sinasc,DIFDATA,group,836.0,1
sinasc,DIFDATA,group,838.0,1
sinasc,DIFDATA,group,84.0,53069
sinasc,DIFDATA,group,85.0,48629
sinasc,DIFDATA,group,86.0,45434
sinasc,DIFDATA,group,87.0,43753
sinasc,DIFDATA,group,88.0,43047
sinasc,DIFDATA,group,89.0,40974
sinasc,DIFDATA,group,9.0,636025
sinasc,DIFDATA,group,90.0,41866
sinasc,DIFDATA,group,91.0,43215
sinasc,DIFDATA,group,92.0,40415
sinasc,DIFDATA,group,93.0,37688
sinasc,DIFDATA,group,94.0,36175
sinasc,DIFDATA,group,95.0,35862
sinasc,DIFDATA,group,96.0,34900
sinasc,DIFDATA,group,97.0,36272
sinasc,DIFDATA,group,98.0,36663
sinasc,DIFDATA,group,99.0,34110
sinasc,DIFDATA,group,,0
sinasc,DTNASC,count,DTNASC,29157184
sinasc,DTNASC,count,,0
sinasc,DTNASC,group,01012010,5730
sinasc,DTNASC,group,01012011,5480
sinasc,DTNASC,group,01012012,5159
sinasc,DTNASC,group,01012013,5451
sinasc,DTNASC,group,01012014,5512
sinasc,DTNASC,group,01012015,5583
sinasc,DTNASC,group,01012016,5765
sinasc,DTNASC,group,01012017,4860
sinasc,DTNASC,group,01012018,5709
sinasc,DTNASC,group,01012019,5633
sinasc,DTNASC,group,01022010,8766
sinasc,DTNASC,group,01022011,8542
sinasc,DTNASC,group,01022012,8600
sinasc,DTNASC,group,01022013,8460
sinasc,DTNASC,group,01022014,6918
sinasc,DTNASC,group,01022015,6166
sinasc,DTNASC,group,01022016,9103
sinasc,DTNASC,group,01022017,8157
sinasc,DTNASC,group,01022018,8669
sinasc,DTNASC,group,01022019,8205
sinasc,DTNASC,group,01032010,9162
sinasc,DTNASC,group,01032011,9975
sinasc,DTNASC,group,01032012,9699
sinasc,DTNASC,group,01032013,9045
sinasc,DTNASC,group,01032014,7129
sinasc,DTNASC,group,01032015,6772
sinasc,DTNASC,group,01032016,9550
sinasc,DTNASC,group,01032017,8518
sinasc,DTNASC,group,01032018,9280
sinasc,DTNASC,group,01032019,9070
sinasc,DTNASC,group,01042010,7947
sinasc,DTNASC,group,01042011,8159
sinasc,DTNASC,group,01042012,6042
sinasc,DTNASC,group,01042013,8571
sinasc,DTNASC,group,01042014,8420
sinasc,DTNASC,group,01042015,8798
sinasc,DTNASC,group,01042016,8197
sinasc,DTNASC,group,01042017,6912
sinasc,DTNASC,group,01042018,6294
sinasc,DTNASC,group,01042019,8218
sinasc,DTNASC,group,01052010,7131
sinasc,DTNASC,group,01052011,6654
sinasc,DTNASC,group,01052012,7167
sinasc,DTNASC,group,01052013,7962
sinasc,DTNASC,group,01052014,7833
sinasc,DTNASC,group,01052015,7849
sinasc,DTNASC,group,01052016,6586
sinasc,DTNASC,group,01052017,7539
sinasc,DTNASC,group,01052018,7939
sinasc,DTNASC,group,01052019,7786
sinasc,DTNASC,group,01062010,9185
sinasc,DTNASC,group,01062011,9106
sinasc,DTNASC,group,01062012,8510
sinasc,DTNASC,group,01062013,6851
sinasc,DTNASC,group,01062014,6298
sinasc,DTNASC,group,01062015,9550
sinasc,DTNASC,group,01062016,9277
sinasc,DTNASC,group,01062017,9115
sinasc,DTNASC,group,01062018,8198
sinasc,DTNASC,group,01062019,7138
sinasc,DTNASC,group,01072010,8993
sinasc,DTNASC,group,01072011,8782
sinasc,DTNASC,group,01072012,5914
sinasc,DTNASC,group,01072013,9037
sinasc,DTNASC,group,01072014,9011
sinasc,DTNASC,group,01072015,9133
sinasc,DTNASC,group,01072016,8289
sinasc,DTNASC,group,01072017,7224
sinasc,DTNASC,group,01072018,6284
sinasc,DTNASC,group,01072019,8684
sinasc,DTNASC,group,01082010,5848
sinasc,DTNASC,group,01082011,8592
sinasc,DTNASC,group,01082012,8499
sinasc,DTNASC,group,01082013,8256
sinasc,DTNASC,group,01082014,8403
sinasc,DTNASC,group,01082015,6781
sinasc,DTNASC,group,01082016,8487
sinasc,DTNASC,group,01082017,8533
sinasc,DTNASC,group,01082018,8526
sinasc,DTNASC,group,01082019,8104
sinasc,DTNASC,group,01092010,8658
sinasc,DTNASC,group,01092011,7909
sinasc,DTNASC,group,01092012,6442
sinasc,DTNASC,group,01092013,6035
sinasc,DTNASC,group,01092014,9379
sinasc,DTNASC,group,01092015,9189
sinasc,DTNASC,group,01092016,8281
sinasc,DTNASC,group,01092017,8644
sinasc,DTNASC,group,01092018,6868
sinasc,DTNASC,group,01092019,5986
sinasc,DTNASC,group,01102010,8328
sinasc,DTNASC,group,01102011,6596
sinasc,DTNASC,group,01102012,9144
sinasc,DTNASC,group,01102013,8334
sinasc,DTNASC,group,01102014,8767
sinasc,DTNASC,group,01102015,8575
sinasc,DTNASC,group,01102016,6272
sinasc,DTNASC,group,01102017,5941
sinasc,DTNASC,group,01102018,8627
sinasc,DTNASC,group,01102019,8232
sinasc,DTNASC,group,01112010,7652
sinasc,DTNASC,group,01112011,8408
sinasc,DTNASC,group,01112012,8581
sinasc,DTNASC,group,01112013,7958
sinasc,DTNASC,group,01112014,6443
sinasc,DTNASC,group,01112015,5785
sinasc,DTNASC,group,01112016,7714
sinasc,DTNASC,group,01112017,8645
sinasc,DTNASC,group,01112018,8779
sinasc,DTNASC,group,01112019,7596
sinasc,DTNASC,group,01122010,7916
sinasc,DTNASC,group,01122011,8262
sinasc,DTNASC,group,01122012,6259
sinasc,DTNASC,group,01122013,5479
sinasc,DTNASC,group,01122014,9036
sinasc,DTNASC,group,01122015,8461
sinasc,DTNASC,group,01122016,7388
sinasc,DTNASC,group,01122017,8115
sinasc,DTNASC,group,01122018,6531
sinasc,DTNASC,group,01122019,5581
sinasc,DTNASC,group,02012010,6736
sinasc,DTNASC,group,02012011,5788
sinasc,DTNASC,group,02012012,7884
sinasc,DTNASC,group,02012013,8367
sinasc,DTNASC,group,02012014,8501
sinasc,DTNASC,group,02012015,8313
sinasc,DTNASC,group,02012016,6739
sinasc,DTNASC,group,02012017,7450
sinasc,DTNASC,group,02012018,8508
sinasc,DTNASC,group,02012019,8431
sinasc,DTNASC,group,02022010,8890
sinasc,DTNASC,group,02022011,8820
sinasc,DTNASC,group,02022012,8693
sinasc,DTNASC,group,02022013,7051
sinasc,DTNASC,group,02022014,6168
sinasc,DTNASC,group,02022015,9362
sinasc,DTNASC,group,02022016,9319
sinasc,DTNASC,group,02022017,8544
sinasc,DTNASC,group,02022018,8684
sinasc,DTNASC,group,02022019,7182
sinasc,DTNASC,group,02032010,9078
sinasc,DTNASC,group,02032011,9926
sinasc,DTNASC,group,02032012,9276
sinasc,DTNASC,group,02032013,7297
sinasc,DTNASC,group,02032014,6145
sinasc,DTNASC,group,02032015,10173
sinasc,DTNASC,group,02032016,9063
sinasc,DTNASC,group,02032017,9340
sinasc,DTNASC,group,02032018,9042
sinasc,DTNASC,group,02032019,7226
sinasc,DTNASC,group,02042010,6801
sinasc,DTNASC,group,02042011,7711
sinasc,DTNASC,group,02042012,9720
sinasc,DTNASC,group,02042013,9529
sinasc,DTNASC,group,02042014,9637
sinasc,DTNASC,group,02042015,9496
sinasc,DTNASC,group,02042016,7519
sinasc,DTNASC,group,02042017,6728
sinasc,DTNASC,group,02042018,9793
sinasc,DTNASC,group,02042019,9359
sinasc,DTNASC,group,02052010,6347
sinasc,DTNASC,group,02052011,9590
sinasc,DTNASC,group,02052012,8916
sinasc,DTNASC,group,02052013,9097
sinasc,DTNASC,group,02052014,8662
sinasc,DTNASC,group,02052015,7322
sinasc,DTNASC,group,02052016,9686
sinasc,DTNASC,group,02052017,9455
sinasc,DTNASC,group,02052018,9806
sinasc,DTNASC,group,02052019,9029
sinasc,DTNASC,group,02062010,8967
sinasc,DTNASC,group,02062011,9045
sinasc,DTNASC,group,02062012,6963
sinasc,DTNASC,group,02062013,6095
sinasc,DTNASC,group,02062014,9555
sinasc,DTNASC,group,02062015,9440
sinasc,DTNASC,group,02062016,9126
sinasc,DTNASC,group,02062017,8776
sinasc,DTNASC,group,02062018,7002
sinasc,DTNASC,group,02062019,6190
sinasc,DTNASC,group,02072010,7575
sinasc,DTNASC,group,02072011,7132
sinasc,DTNASC,group,02072012,8941
sinasc,DTNASC,group,02072013,8695
sinasc,DTNASC,group,02072014,9099
sinasc,DTNASC,group,02072015,8811
sinasc,DTNASC,group,02072016,6874
sinasc,DTNASC,group,02072017,6364
sinasc,DTNASC,group,02072018,8482
sinasc,DTNASC,group,02072019,8604
sinasc,DTNASC,group,02082010,8579
sinasc,DTNASC,group,02082011,8540
sinasc,DTNASC,group,02082012,8326
sinasc,DTNASC,group,02082013,8023
sinasc,DTNASC,group,02082014,6863
sinasc,DTNASC,group,02082015,6034
sinasc,DTNASC,group,02082016,8411
sinasc,DTNASC,group,02082017,8687
sinasc,DTNASC,group,02082018,8463
sinasc,DTNASC,group,02082019,7927
sinasc,DTNASC,group,02092010,8117
sinasc,DTNASC,group,02092011,7690
sinasc,DTNASC,group,02092012,5821
sinasc,DTNASC,group,02092013,9136
sinasc,DTNASC,group,02092014,9064
sinasc,DTNASC,group,02092015,9078
sinasc,DTNASC,group,02092016,7748
sinasc,DTNASC,group,02092017,6865
sinasc,DTNASC,group,02092018,5943
sinasc,DTNASC,group,02092019,8612
sinasc,DTNASC,group,02102010,6718
sinasc,DTNASC,group,02102011,5643
sinasc,DTNASC,group,02102012,8583
sinasc,DTNASC,group,02102013,8313
sinasc,DTNASC,group,02102014,8579
sinasc,DTNASC,group,02102015,8134
sinasc,DTNASC,group,02102016,5239
sinasc,DTNASC,group,02102017,8675
sinasc,DTNASC,group,02102018,8445
sinasc,DTNASC,group,02102019,7977
sinasc,DTNASC,group,02112010,5335
sinasc,DTNASC,group,02112011,5641
sinasc,DTNASC,group,02112012,5680
sinasc,DTNASC,group,02112013,5396
sinasc,DTNASC,group,02112014,5345
sinasc,DTNASC,group,02112015,5677
sinasc,DTNASC,group,02112016,5630
sinasc,DTNASC,group,02112017,5918
sinasc,DTNASC,group,02112018,6043
sinasc,DTNASC,group,02112019,5448
sinasc,DTNASC,group,02122010,7564
sinasc,DTNASC,group,02122011,7837
sinasc,DTNASC,group,02122012,5730
sinasc,DTNASC,group,02122013,8427
sinasc,DTNASC,group,02122014,8427
sinasc,DTNASC,group,02122015,8337
sinasc,DTNASC,group,02122016,7137
sinasc,DTNASC,group,02122017,6582
sinasc,DTNASC,group,02122018,5849
sinasc,DTNASC,group,02122019,8091
sinasc,DTNASC,group,03012010,6292
sinasc,DTNASC,group,03012011,8857
sinasc,DTNASC,group,03012012,8538
sinasc,DTNASC,group,03012013,8954
sinasc,DTNASC,group,03012014,8818
sinasc,DTNASC,group,03012015,7212
sinasc,DTNASC,group,03012016,6297
sinasc,DTNASC,group,03012017,7827
sinasc,DTNASC,group,03012018,9186
sinasc,DTNASC,group,03012019,8876
sinasc,DTNASC,group,03022010,8641
sinasc,DTNASC,group,03022011,8484
sinasc,DTNASC,group,03022012,8582
sinasc,DTNASC,group,03022013,6022
sinasc,DTNASC,group,03022014,9309
sinasc,DTNASC,group,03022015,9305
sinasc,DTNASC,group,03022016,9054
sinasc,DTNASC,group,03022017,8068
sinasc,DTNASC,group,03022018,7074
sinasc,DTNASC,group,03022019,6305
sinasc,DTNASC,group,03032010,9219
sinasc,DTNASC,group,03032011,9942
sinasc,DTNASC,group,03032012,7649
sinasc,DTNASC,group,03032013,6300
sinasc,DTNASC,group,03032014,7740
sinasc,DTNASC,group,03032015,9809
sinasc,DTNASC,group,03032016,9177
sinasc,DTNASC,group,03032017,9200
sinasc,DTNASC,group,03032018,7663
sinasc,DTNASC,group,03032019,6422
sinasc,DTNASC,group,03042010,6928
sinasc,DTNASC,group,03042011,6595
sinasc,DTNASC,group,03042012,9524
sinasc,DTNASC,group,03042013,9180
sinasc,DTNASC,group,03042014,9246
sinasc,DTNASC,group,03042015,7285
sinasc,DTNASC,group,03042016,6498
sinasc,DTNASC,group,03042017,9434
sinasc,DTNASC,group,03042018,9433
sinasc,DTNASC,group,03042019,8908
sinasc,DTNASC,group,03052010,9218
sinasc,DTNASC,group,03052011,9422
sinasc,DTNASC,group,03052012,9037
sinasc,DTNASC,group,03052013,8999
sinasc,DTNASC,group,03052014,7230
sinasc,DTNASC,group,03052015,6661
sinasc,DTNASC,group,03052016,9276
sinasc,DTNASC,group,03052017,9626
sinasc,DTNASC,group,03052018,9502
sinasc,DTNASC,group,03052019,8559
sinasc,DTNASC,group,03062010,7387
sinasc,DTNASC,group,03062011,8785
sinasc,DTNASC,group,03062012,6015
sinasc,DTNASC,group,03062013,9338
sinasc,DTNASC,group,03062014,8856
sinasc,DTNASC,group,03062015,9589
sinasc,DTNASC,group,03062016,8785
sinasc,DTNASC,group,03062017,7340
sinasc,DTNASC,group,03062018,6399
sinasc,DTNASC,group,03062019,8924
sinasc,DTNASC,group,03072010,7005
sinasc,DTNASC,group,03072011,6209
sinasc,DTNASC,group,03072012,8692
sinasc,DTNASC,group,03072013,8546
sinasc,DTNASC,group,03072014,9070
sinasc,DTNASC,group,03072015,8569
sinasc,DTNASC,group,03072016,6017
sinasc,DTNASC,group,03072017,9312
sinasc,DTNASC,group,03072018,8717
sinasc,DTNASC,group,03072019,8235
sinasc,DTNASC,group,03082010,8080
sinasc,DTNASC,group,03082011,8189
sinasc,DTNASC,group,03082012,7978
sinasc,DTNASC,group,03082013,6500
sinasc,DTNASC,group,03082014,5905
sinasc,DTNASC,group,03082015,8923
sinasc,DTNASC,group,03082016,8205
sinasc,DTNASC,group,03082017,8546
sinasc,DTNASC,group,03082018,8252
sinasc,DTNASC,group,03082019,6596
sinasc,DTNASC,group,03092010,7843
sinasc,DTNASC,group,03092011,6342
sinasc,DTNASC,group,03092012,9216
sinasc,DTNASC,group,03092013,8767
sinasc,DTNASC,group,03092014,8721
sinasc,DTNASC,group,03092015,9048
sinasc,DTNASC,group,03092016,6550
sinasc,DTNASC,group,03092017,6043
sinasc,DTNASC,group,03092018,8843
sinasc,DTNASC,group,03092019,8397
sinasc,DTNASC,group,03102010,5583
sinasc,DTNASC,group,03102011,8389
sinasc,DTNASC,group,03102012,8504
sinasc,DTNASC,group,03102013,8107
sinasc,DTNASC,group,03102014,8115
sinasc,DTNASC,group,03102015,6811
sinasc,DTNASC,group,03102016,8084
sinasc,DTNASC,group,03102017,8381
sinasc,DTNASC,group,03102018,8202
sinasc,DTNASC,group,03102019,7749
sinasc,DTNASC,group,03112010,8140
sinasc,DTNASC,group,03112011,7924
sinasc,DTNASC,group,03112012,6256
sinasc,DTNASC,group,03112013,5592
sinasc,DTNASC,group,03112014,8654
sinasc,DTNASC,group,03112015,8824
sinasc,DTNASC,group,03112016,7366
sinasc,DTNASC,group,03112017,7646
sinasc,DTNASC,group,03112018,6630
sinasc,DTNASC,group,03112019,5598
sinasc,DTNASC,group,03122010,7771
sinasc,DTNASC,group,03122011,6295
sinasc,DTNASC,group,03122012,8341
sinasc,DTNASC,group,03122013,8115
sinasc,DTNASC,group,03122014,8462
sinasc,DTNASC,group,03122015,8321
sinasc,DTNASC,group,03122016,5932
sinasc,DTNASC,group,03122017,5787
sinasc,DTNASC,group,03122018,8484
sinasc,DTNASC,group,03122019,7604
sinasc,DTNASC,group,04012010,8831
sinasc,DTNASC,group,04012011,8749
sinasc,DTNASC,group,04012012,8558
sinasc,DTNASC,group,04012013,8791
sinasc,DTNASC,group,04012014,6968
sinasc,DTNASC,group,04012015,6267
sinasc,DTNASC,group,04012016,9098
sinasc,DTNASC,group,04012017,7869
sinasc,DTNASC,group,04012018,9078
sinasc,DTNASC,group,04012019,8768
sinasc,DTNASC,group,04022010,8564
sinasc,DTNASC,group,04022011,8399
sinasc,DTNASC,group,04022012,6736
sinasc,DTNASC,group,04022013,9261
sinasc,DTNASC,group,04022014,9115
sinasc,DTNASC,group,04022015,9040
sinasc,DTNASC,group,04022016,9230
sinasc,DTNASC,group,04022017,6801
sinasc,DTNASC,group,04022018,6192
sinasc,DTNASC,group,04022019,8857
sinasc,DTNASC,group,04032010,9173
sinasc,DTNASC,group,04032011,9455
sinasc,DTNASC,group,04032012,6443
sinasc,DTNASC,group,04032013,9544
sinasc,DTNASC,group,04032014,6785
sinasc,DTNASC,group,04032015,9506
