database,variavel,type,label,records
sih,NUM_FILHOS,group,6,5
sih,NUM_FILHOS,group,7,1
sih,PROC_REA,count,PROC_REA,17109256
sih,PROC_REA,count,,0
sih,PROC_REA,group,0310010039,10598480
sih,PROC_REA,group,0411010034,6510776
sih,RACA_COR,count,RACA_COR,17109256
sih,RACA_COR,count,,0
sih,RACA_COR,group,01,4061972
sih,RACA_COR,group,02,561680
sih,RACA_COR,group,03,7130205
sih,RACA_COR,group,04,221607
sih,RACA_COR,group,05,65351
sih,RACA_COR,group,99,5068441
sih,ano_internacao,count,ano_internacao,17109256
sih,ano_internacao,count,,0
sih,ano_internacao,group,2010,1801127
sih,ano_internacao,group,2011,1776115
sih,ano_internacao,group,2012,1711812
sih,ano_internacao,group,2013,1692874
sih,ano_internacao,group,2014,1724368
sih,ano_internacao,group,2015,1732111
sih,ano_internacao,group,2016,1638354
sih,ano_internacao,group,2017,1677895
sih,ano_internacao,group,2018,1689742
sih,ano_internacao,group,2019,1664858
sih,def_car_int,count,def_car_int,17109256
sih,def_car_int,count,,0
sih,def_car_int,group,Eletivo,619994
sih,def_car_int,group,Out tp lesões e envenen por agent quím físicos,2
sih,def_car_int,group,Urgência,16489260
sih,def_cbo,count,def_cbo,17042863
sih,def_cbo,count,,66393
sih,def_cbo,group,ABATEDOR,1
sih,def_cbo,group,ACABADOR DE CALCADOS,1
sih,def_cbo,group,ADMINISTRADOR,10
sih,def_cbo,group,ADMINISTRADOR DE EDIFICIOS,1
sih,def_cbo,group,AGENTE COMUNITARIO DE SAUDE  AGENTE DE SAUDE VISITADOR DE,8
sih,def_cbo,group,AGENTE DE SAUDE PUBLICA  AGENTE DE SANEAMENTO AGENTE SANIT,2
sih,def_cbo,group,ARTESAO COM MATERIAL RECICLAVEL,1
sih,def_cbo,group,EMPREGADO DOMESTICO DIARISTA,1
sih,def_cbo,group,MEDICO CLINICO,22
sih,def_cbo,group,MEDICO CLINICO  CLINICO GERAL MEDICO CLINICO GERAL MEDICO,1
sih,def_cbo,group,MEDICO GINECOLOGISTA E OBSTETRA,172
sih,def_cbo,group,Não Informado,17042642
sih,def_cbo,group,REPRESENTANTE COMERCIAL AUTONOMO,1
sih,def_cbo,group,,0
sih,def_idade_18,count,def_idade_18,17109256
sih,def_idade_18,count,,0
sih,def_idade_18,group,1-4a,37
sih,def_idade_18,group,15-49a,16908801
sih,def_idade_18,group,5-14a,197809
sih,def_idade_18,group,50e+a,2319
sih,def_idade_18,group,<1a,290
sih,def_idade_anos,count,def_idade_anos,17109256
sih,def_idade_anos,count,,0
sih,def_idade_anos,group,0,290
sih,def_idade_anos,group,1,10
sih,def_idade_anos,group,10,577
sih,def_idade_anos,group,105,1
sih,def_idade_anos,group,11,1421
sih,def_idade_anos,group,12,6204
sih,def_idade_anos,group,13,38062
sih,def_idade_anos,group,14,151336
sih,def_idade_anos,group,15,364630
sih,def_idade_anos,group,16,607540
sih,def_idade_anos,group,17,808620
sih,def_idade_anos,group,18,957536
sih,def_idade_anos,group,19,1059099
sih,def_idade_anos,group,2,12
sih,def_idade_anos,group,20,1081913
sih,def_idade_anos,group,21,1073583
sih,def_idade_anos,group,22,1043271
sih,def_idade_anos,group,23,990916
sih,def_idade_anos,group,24,945769
sih,def_idade_anos,group,25,894584
sih,def_idade_anos,group,26,838929
sih,def_idade_anos,group,27,786075
sih,def_idade_anos,group,28,733630
sih,def_idade_anos,group,29,677870
sih,def_idade_anos,group,3,6
sih,def_idade_anos,group,30,628530
sih,def_idade_anos,group,31,564092
sih,def_idade_anos,group,32,500741
sih,def_idade_anos,group,33,438803
sih,def_idade_anos,group,34,384999
sih,def_idade_anos,group,35,334408
sih,def_idade_anos,group,36,284750
sih,def_idade_anos,group,37,235199
sih,def_idade_anos,group,38,190914
sih,def_idade_anos,group,39,151461
sih,def_idade_anos,group,4,9
sih,def_idade_anos,group,40,115107
sih,def_idade_anos,group,41,82395
sih,def_idade_anos,group,42,56028
sih,def_idade_anos,group,43,35262
sih,def_idade_anos,group,44,20730
sih,def_idade_anos,group,45,10973
sih,def_idade_anos,group,46,5522
sih,def_idade_anos,group,47,2592
sih,def_idade_anos,group,48,1385
sih,def_idade_anos,group,49,945
sih,def_idade_anos,group,5,6
sih,def_idade_anos,group,50,352
sih,def_idade_anos,group,51,274
sih,def_idade_anos,group,52,263
sih,def_idade_anos,group,53,202
sih,def_idade_anos,group,54,133
sih,def_idade_anos,group,55,135
sih,def_idade_anos,group,56,129
sih,def_idade_anos,group,57,149
sih,def_idade_anos,group,58,163
sih,def_idade_anos,group,59,181
sih,def_idade_anos,group,6,10
sih,def_idade_anos,group,60,170
sih,def_idade_anos,group,61,10
sih,def_idade_anos,group,62,9
sih,def_idade_anos,group,63,7
sih,def_idade_anos,group,64,9
sih,def_idade_anos,group,65,4
sih,def_idade_anos,group,66,4
sih,def_idade_anos,group,67,6
sih,def_idade_anos,group,68,11
sih,def_idade_anos,group,69,7
sih,def_idade_anos,group,7,6
sih,def_idade_anos,group,70,5
sih,def_idade_anos,group,71,9
sih,def_idade_anos,group,72,5
sih,def_idade_anos,group,73,5
sih,def_idade_anos,group,74,5
sih,def_idade_anos,group,75,6
sih,def_idade_anos,group,76,2
sih,def_idade_anos,group,77,5
sih,def_idade_anos,group,78,5
sih,def_idade_anos,group,79,3
sih,def_idade_anos,group,8,3
sih,def_idade_anos,group,80,2
sih,def_idade_anos,group,81,3
sih,def_idade_anos,group,82,4
sih,def_idade_anos,group,83,4
sih,def_idade_anos,group,84,2
sih,def_idade_anos,group,85,1
sih,def_idade_anos,group,86,5
sih,def_idade_anos,group,87,6
sih,def_idade_anos,group,88,4
sih,def_idade_anos,group,89,1
sih,def_idade_anos,group,9,184
sih,def_idade_anos,group,90,2
sih,def_idade_anos,group,91,3
sih,def_idade_anos,group,92,2
sih,def_idade_anos,group,93,2
sih,def_idade_anos,group,94,3
sih,def_idade_anos,group,96,3
sih,def_idade_anos,group,98,3
sih,def_idade_bas,count,def_idade_bas,0
sih,def_idade_bas,count,,17109256
sih,def_idade_bas,group,,0
sih,def_idade_dias,count,def_idade_dias,217
sih,def_idade_dias,count,,17109039
sih,def_idade_dias,group,0.0,169
sih,def_idade_dias,group,1.0,5
sih,def_idade_dias,group,10.0,3
sih,def_idade_dias,group,11.0,2
sih,def_idade_dias,group,12.0,4
sih,def_idade_dias,group,13.0,2
sih,def_idade_dias,group,14.0,1
sih,def_idade_dias,group,16.0,3
sih,def_idade_dias,group,17.0,3
sih,def_idade_dias,group,18.0,1
sih,def_idade_dias,group,19.0,2
sih,def_idade_dias,group,2.0,3
sih,def_idade_dias,group,20.0,4
sih,def_idade_dias,group,21.0,1
sih,def_idade_dias,group,23.0,1
sih,def_idade_dias,group,24.0,1
sih,def_idade_dias,group,25.0,1
sih,def_idade_dias,group,26.0,1
sih,def_idade_dias,group,27.0,1
sih,def_idade_dias,group,28.0,1
sih,def_idade_dias,group,29.0,1
sih,def_idade_dias,group,3.0,2
sih,def_idade_dias,group,4.0,1
sih,def_idade_dias,group,5.0,1
sih,def_idade_dias,group,7.0,1
sih,def_idade_dias,group,9.0,2
sih,def_idade_dias,group,,0
sih,def_idade_meses,count,def_idade_meses,73
sih,def_idade_meses,count,,17109183
sih,def_idade_meses,group,1.0,20
sih,def_idade_meses,group,11.0,2
sih,def_idade_meses,group,2.0,14
sih,def_idade_meses,group,3.0,12
sih,def_idade_meses,group,4.0,7
sih,def_idade_meses,group,5.0,7
sih,def_idade_meses,group,6.0,4
sih,def_idade_meses,group,7.0,2
sih,def_idade_meses,group,8.0,1
sih,def_idade_meses,group,9.0,4
sih,def_idade_meses,group,,0
sih,def_idade_pub,count,def_idade_pub,0
sih,def_idade_pub,count,,17109256
sih,def_idade_pub,group,,0
sih,def_instru,count,def_instru,17109256
sih,def_instru,count,,0
sih,def_instru,group,1º grau,93
sih,def_instru,group,2º grau,129
sih,def_instru,group,3º grau,6
sih,def_instru,group,Analfabeto,6
sih,def_instru,group,None,17109022
sih,def_morte,count,def_morte,17109256
sih,def_morte,count,,0
sih,def_morte,group,Com óbito,3632
sih,def_morte,group,Sem óbito,17105624
sih,def_num_filhos,count,def_num_filhos,17109256
sih,def_num_filhos,count,,0
sih,def_num_filhos,group,1 filho,37
sih,def_num_filhos,group,2 filhos,87
sih,def_num_filhos,group,3 filhos,72
sih,def_num_filhos,group,4 filhos,22
sih,def_num_filhos,group,5 filhos,9
sih,def_num_filhos,group,6 a 9 filhos,6
sih,def_num_filhos,group,Sem filhos/Não inform,17109023
sih,def_procedimento_realizado,count,def_procedimento_realizado,17109256
sih,def_procedimento_realizado,count,,0
sih,def_procedimento_realizado,group,PARTO CESARIANO,6510776
sih,def_procedimento_realizado,group,PARTO NORMAL,10598480
sih,def_raca_cor,count,def_raca_cor,17109256
sih,def_raca_cor,count,,0
sih,def_raca_cor,group,Amarela,7130205
sih,def_raca_cor,group,Branca,4061972
sih,def_raca_cor,group,Indígena,65351
sih,def_raca_cor,group,None,5068441
sih,def_raca_cor,group,Parda,221607
sih,def_raca_cor,group,Preta,561680
sih,def_reg_metr_int,count,def_reg_metr_int,8024868
sih,def_reg_metr_int,count,,9084388
sih,def_reg_metr_int,group,Agreste - AL,99659
sih,def_reg_metr_int,group,Alto Vale do Itajaí - SC,25209
sih,def_reg_metr_int,group,Aracaju - SE,126904
sih,def_reg_metr_int,group,Baixada Santista - SP,147054
sih,def_reg_metr_int,group,Belo Horizonte - MG,317865
sih,def_reg_metr_int,group,Belém - PA,288643
sih,def_reg_metr_int,group,Campina Grande - PB,103861
sih,def_reg_metr_int,group,Campinas - SP,182878
sih,def_reg_metr_int,group,Capital - RR,45302
sih,def_reg_metr_int,group,Carbonífera - SC,30800
sih,def_reg_metr_int,group,Cariri - CE,74833
sih,def_reg_metr_int,group,Central - RR,492
sih,def_reg_metr_int,group,Chapecó - SC,31432
sih,def_reg_metr_int,group,Colar Belo Horizonte - MG,50101
sih,def_reg_metr_int,group,Curitiba - PR,252490
sih,def_reg_metr_int,group,Entorno DF/GO/MG,174020
sih,def_reg_metr_int,group,Entorno Vale Cuiabá - MT,3642
sih,def_reg_metr_int,group,Expan Alto V. Itajaí - SC,2038
sih,def_reg_metr_int,group,Expan Carbonífera - SC,15963
sih,def_reg_metr_int,group,Expan Chapecó - SC,4052
sih,def_reg_metr_int,group,Expan Feira Santana - BA,7421
sih,def_reg_metr_int,group,Expan Florianópolis - SC,8858
sih,def_reg_metr_int,group,Expan Foz do Itajaí - SC,124
sih,def_reg_metr_int,group,Expan Lages - SC,12245
sih,def_reg_metr_int,group,Expan Norte/Nordeste - SC,57121
sih,def_reg_metr_int,group,Expan Tubarão - SC,13660
sih,def_reg_metr_int,group,Expan Vale do Itajaí - SC,11068
sih,def_reg_metr_int,group,Feira de Santana - BA,114584
sih,def_reg_metr_int,group,Florianópolis - SC,72043
sih,def_reg_metr_int,group,Fortaleza - CE,355118
sih,def_reg_metr_int,group,Foz do Rio Itajaí - SC,60165
sih,def_reg_metr_int,group,Grande Goiânia - GO,181251
sih,def_reg_metr_int,group,Grande São Luís - MA,118062
sih,def_reg_metr_int,group,Grande Teresina - PI/MA,161262
sih,def_reg_metr_int,group,Grande Vitória - ES,151243
sih,def_reg_metr_int,group,Guarabira - PB,23878
sih,def_reg_metr_int,group,João Pessoa - PB,147558
sih,def_reg_metr_int,group,Jundiaí - SP,50395
sih,def_reg_metr_int,group,Lages - SC,21825
sih,def_reg_metr_int,group,Litoral Norte - RS,32432
sih,def_reg_metr_int,group,Londrina - PR,51734
sih,def_reg_metr_int,group,Macapá - AP,110061
sih,def_reg_metr_int,group,Maceió - AL,157599
sih,def_reg_metr_int,group,Manaus - AM,345432
sih,def_reg_metr_int,group,Maringá - PR,34597
sih,def_reg_metr_int,group,Natal - RN,147975
sih,def_reg_metr_int,group,Nordeste - RS,47232
sih,def_reg_metr_int,group,Norte/Nordeste - SC,32459
sih,def_reg_metr_int,group,Patos - PB,21931
sih,def_reg_metr_int,group,Petrolina/Juazeiro -PE/BA,87436
sih,def_reg_metr_int,group,Porto Alegre - RS,354922
sih,def_reg_metr_int,group,Recife - PE,257959
sih,def_reg_metr_int,group,Rio de Janeiro - RJ,755154
sih,def_reg_metr_int,group,Salvador - BA,270626
sih,def_reg_metr_int,group,Sudoeste Maranhense - MA,25744
sih,def_reg_metr_int,group,Sul - RS,56258
sih,def_reg_metr_int,group,Sul do Estado - RR,357
sih,def_reg_metr_int,group,São Paulo - SP,1515418
sih,def_reg_metr_int,group,Tubarão - SC,4285
sih,def_reg_metr_int,group,Vale do Aço - MG,44809
sih,def_reg_metr_int,group,Vale do Itajaí - SC,35646
sih,def_reg_metr_int,group,Vale do Rio Cuiabá - MT,89683
sih,def_reg_metr_int,group,,0
sih,def_reg_metr_res,count,def_reg_metr_res,7610891
sih,def_reg_metr_res,count,,9498365
sih,def_reg_metr_res,group,Agreste - AL,85456
sih,def_reg_metr_res,group,Alto Vale do Itajaí - SC,11810
sih,def_reg_metr_res,group,Aracaju - SE,84405
sih,def_reg_metr_res,group,Baixada Santista - SP,144490
sih,def_reg_metr_res,group,Belo Horizonte - MG,314970
sih,def_reg_metr_res,group,Belém - PA,243115
sih,def_reg_metr_res,group,Campina Grande - PB,78973
sih,def_reg_metr_res,group,Campinas - SP,184087
sih,def_reg_metr_res,group,Capital - RR,33902
sih,def_reg_metr_res,group,Carbonífera - SC,29789
sih,def_reg_metr_res,group,Cariri - CE,65621
sih,def_reg_metr_res,group,Central - RR,2334
sih,def_reg_metr_res,group,Chapecó - SC,25974
sih,def_reg_metr_res,group,Colar Belo Horizonte - MG,40434
sih,def_reg_metr_res,group,Colar Vale do Aço - MG,14131
sih,def_reg_metr_res,group,Curitiba - PR,251505
sih,def_reg_metr_res,group,Entorno DF/GO/MG,187876
sih,def_reg_metr_res,group,Entorno Vale Cuiabá - MT,9658
sih,def_reg_metr_res,group,Expan Alto V. Itajaí - SC,14406
sih,def_reg_metr_res,group,Expan Carbonífera - SC,17354
sih,def_reg_metr_res,group,Expan Chapecó - SC,4133
sih,def_reg_metr_res,group,Expan Feira Santana - BA,17209
sih,def_reg_metr_res,group,Expan Florianópolis - SC,13017
sih,def_reg_metr_res,group,Expan Foz do Itajaí - SC,10464
sih,def_reg_metr_res,group,Expan Lages - SC,15705
sih,def_reg_metr_res,group,Expan Norte/Nordeste - SC,60679
sih,def_reg_metr_res,group,Expan Tubarão - SC,14485
sih,def_reg_metr_res,group,Expan Vale do Itajaí - SC,16949
sih,def_reg_metr_res,group,Feira de Santana - BA,85777
sih,def_reg_metr_res,group,Florianópolis - SC,67455
sih,def_reg_metr_res,group,Fortaleza - CE,335130
sih,def_reg_metr_res,group,Foz do Rio Itajaí - SC,49765
sih,def_reg_metr_res,group,Grande Goiânia - GO,173749
sih,def_reg_metr_res,group,Grande São Luís - MA,113862
sih,def_reg_metr_res,group,Grande Teresina - PI/MA,129027
sih,def_reg_metr_res,group,Grande Vitória - ES,152272
sih,def_reg_metr_res,group,Guarabira - PB,22639
sih,def_reg_metr_res,group,João Pessoa - PB,124529
sih,def_reg_metr_res,group,Jundiaí - SP,49578
sih,def_reg_metr_res,group,Lages - SC,16044
sih,def_reg_metr_res,group,Litoral Norte - RS,31020
sih,def_reg_metr_res,group,Londrina - PR,48492
sih,def_reg_metr_res,group,Macapá - AP,91696
sih,def_reg_metr_res,group,Maceió - AL,123311
sih,def_reg_metr_res,group,Manaus - AM,340807
sih,def_reg_metr_res,group,Maringá - PR,34993
sih,def_reg_metr_res,group,Natal - RN,113289
sih,def_reg_metr_res,group,Nordeste - RS,45101
sih,def_reg_metr_res,group,Norte/Nordeste - SC,27371
sih,def_reg_metr_res,group,Patos - PB,19225
sih,def_reg_metr_res,group,Petrolina/Juazeiro -PE/BA,82184
sih,def_reg_metr_res,group,Porto Alegre - RS,340382
sih,def_reg_metr_res,group,Recife - PE,240914
sih,def_reg_metr_res,group,Rio de Janeiro - RJ,757247
sih,def_reg_metr_res,group,Salvador - BA,259173
sih,def_reg_metr_res,group,Sudoeste Maranhense - MA,21181
sih,def_reg_metr_res,group,Sul - RS,52286
sih,def_reg_metr_res,group,Sul do Estado - RR,1760
sih,def_reg_metr_res,group,São Paulo - SP,1517102
sih,def_reg_metr_res,group,Tubarão - SC,2766
sih,def_reg_metr_res,group,Vale do Aço - MG,32374
sih,def_reg_metr_res,group,Vale do Itajaí - SC,32500
sih,def_reg_metr_res,group,Vale do Rio Cuiabá - MT,82959
sih,def_reg_metr_res,group,,0
sih,def_rsaud_int,count,def_rsaud_int,16809328
sih,def_rsaud_int,count,,299928
sih,def_rsaud_int,group,10ª Região Sanitária,9583
sih,def_rsaud_int,group,1ª Região Sanitária,157930
sih,def_rsaud_int,group,2ª Região Sanitária,8107
sih,def_rsaud_int,group,3ª Região Sanitária,23652
sih,def_rsaud_int,group,4ª Região Sanitária,6965
sih,def_rsaud_int,group,5ª Região Sanitária,22887
sih,def_rsaud_int,group,6ª Região Sanitária,24964
sih,def_rsaud_int,group,7ª Região Sanitária,78397
sih,def_rsaud_int,group,8ª Região Sanitária,25328
sih,def_rsaud_int,group,9ª Região Sanitária,40654
sih,def_rsaud_int,group,Acaraú,25488
sih,def_rsaud_int,group,Acre,56534
sih,def_rsaud_int,group,Afogados da Ingazeira,25561
sih,def_rsaud_int,group,Alagoinhas,40774
sih,def_rsaud_int,group,Alegrete,40159
sih,def_rsaud_int,group,Alfenas,35089
sih,def_rsaud_int,group,Alta Floresta,8474
sih,def_rsaud_int,group,Altamira,50068
sih,def_rsaud_int,group,Alto Solimões,20636
sih,def_rsaud_int,group,Alto Uruguai Catarinense,9240
sih,def_rsaud_int,group,Alto Vale do Itajaí,27247
sih,def_rsaud_int,group,Alto Vale do Rio do Peixe,30652
sih,def_rsaud_int,group,Amargosa,9297
sih,def_rsaud_int,group,Amazonas,57983
sih,def_rsaud_int,group,Apucarana,22037
sih,def_rsaud_int,group,Aquidauana,15294
sih,def_rsaud_int,group,Aracaju,116727
sih,def_rsaud_int,group,Aracati,13473
sih,def_rsaud_int,group,Araguaia-Tocantins,4192
sih,def_rsaud_int,group,Araraquara,58176
sih,def_rsaud_int,group,Araçatuba,43634
sih,def_rsaud_int,group,Arcoverde,43915
sih,def_rsaud_int,group,Açailândia,27794
sih,def_rsaud_int,group,Bacabal,25022
sih,def_rsaud_int,group,Bagé,15339
sih,def_rsaud_int,group,Baixada Cuiabana,91526
sih,def_rsaud_int,group,Baixada Litorânea,52077
sih,def_rsaud_int,group,Baixada Santista,147054
sih,def_rsaud_int,group,Baixo Amazonas,39055
sih,def_rsaud_int,group,Balsas,27902
sih,def_rsaud_int,group,Barbacena,30475
sih,def_rsaud_int,group,Barcarena,63711
sih,def_rsaud_int,group,Barra do Corda,36806
sih,def_rsaud_int,group,Barra do Garças,10942
sih,def_rsaud_int,group,Barreiras,61246
sih,def_rsaud_int,group,Barretos,26665
sih,def_rsaud_int,group,Baturité,12643
sih,def_rsaud_int,group,Bauru,117272
sih,def_rsaud_int,group,Baía da Ilha Grande,18682
sih,def_rsaud_int,group,Belo Horizonte,332252
sih,def_rsaud_int,group,Belém,235191
sih,def_rsaud_int,group,Bico do Papagaio,14223
sih,def_rsaud_int,group,Boquira,14799
sih,def_rsaud_int,group,Brasiléia,9923
sih,def_rsaud_int,group,Brejo Santo,21901
sih,def_rsaud_int,group,Breves,45466
sih,def_rsaud_int,group,Brumado,21776
sih,def_rsaud_int,group,Cachoeira do Sul,14207
sih,def_rsaud_int,group,Cachoeiro do Itapemirim,49121
sih,def_rsaud_int,group,Caetité,18806
sih,def_rsaud_int,group,Cametá,36038
sih,def_rsaud_int,group,Camocim,17775
sih,def_rsaud_int,group,Campinas,272076
sih,def_rsaud_int,group,Campo Grande,107738
sih,def_rsaud_int,group,Campo Mourão,25489
sih,def_rsaud_int,group,Canindé,19452
sih,def_rsaud_int,group,Cantão,10490
sih,def_rsaud_int,group,Capanema,64566
sih,def_rsaud_int,group,Capim Dourado,40685
sih,def_rsaud_int,group,Carbonífera,34325
sih,def_rsaud_int,group,Carnaubais,15763
sih,def_rsaud_int,group,Caruaru,91051
sih,def_rsaud_int,group,Cascavel,72606
sih,def_rsaud_int,group,Castanhal,55814
sih,def_rsaud_int,group,Caucaia,41603
sih,def_rsaud_int,group,Caxias,42553
sih,def_rsaud_int,group,Caxias do Sul,71484
sih,def_rsaud_int,group,Central,135991
sih,def_rsaud_int,group,Centro Sul,52882
sih,def_rsaud_int,group,Centro-Sul,42746
sih,def_rsaud_int,group,Chapada das Mangabeiras,23436
sih,def_rsaud_int,group,Chapadinha,47368
sih,def_rsaud_int,group,Cianorte,10970
sih,def_rsaud_int,group,Cocais,43630
sih,def_rsaud_int,group,Codó,47025
sih,def_rsaud_int,group,Colatina,51968
sih,def_rsaud_int,group,Colíder,5151
sih,def_rsaud_int,group,Conceição do Araguaia,57111
sih,def_rsaud_int,group,Cornélio Procópio,14600
sih,def_rsaud_int,group,Coronel Fabriciano,60019
sih,def_rsaud_int,group,Corumbá,17748
sih,def_rsaud_int,group,Coxim,7629
sih,def_rsaud_int,group,Crateús,23770
sih,def_rsaud_int,group,Crato,43422
sih,def_rsaud_int,group,Cruz Alta,9128
sih,def_rsaud_int,group,Cruz das Almas,24399
sih,def_rsaud_int,group,Cruzeiro do Sul,37361
sih,def_rsaud_int,group,Cultura do Cerrado,3286
sih,def_rsaud_int,group,Cáceres,16205
sih,def_rsaud_int,group,Cícero Dantas,35449
sih,def_rsaud_int,group,Dept.Epidemiologia,71016
sih,def_rsaud_int,group,Diamantina,42422
sih,def_rsaud_int,group,Diamantino,7884
sih,def_rsaud_int,group,Distrito Federal,131468
sih,def_rsaud_int,group,Divinópolis,81320
sih,def_rsaud_int,group,Dourados,33441
sih,def_rsaud_int,group,Entorno Norte,21174
sih,def_rsaud_int,group,Entorno Sul,6185
sih,def_rsaud_int,group,Entorno de Manaus,316212
sih,def_rsaud_int,group,Entre Rios,149564
sih,def_rsaud_int,group,Erechim,14135
sih,def_rsaud_int,group,Estrada de Ferro,12426
sih,def_rsaud_int,group,Estância,27225
sih,def_rsaud_int,group,Eunápolis,52856
sih,def_rsaud_int,group,Extremo Oeste,17648
sih,def_rsaud_int,group,Extremo Sudeste,2294
sih,def_rsaud_int,group,Extremo Sul Catarinense,13904
sih,def_rsaud_int,group,Feira de Santana,130585
sih,def_rsaud_int,group,Fortaleza,256979
sih,def_rsaud_int,group,Foz do Iguaçu,37806
sih,def_rsaud_int,group,Foz do Rio Itajaí,60312
sih,def_rsaud_int,group,Franca,37076
sih,def_rsaud_int,group,Francisco Beltrão,31379
sih,def_rsaud_int,group,Frederico Westphalen,14487
sih,def_rsaud_int,group,Fátima do Sul,2797
sih,def_rsaud_int,group,Gandu,36085
sih,def_rsaud_int,group,Garanhuns,61755
sih,def_rsaud_int,group,Goiana,12691
sih,def_rsaud_int,group,Governador Valadares,61929
sih,def_rsaud_int,group,Grande Florianópolis,80901
sih,def_rsaud_int,group,Grande Natal,127606
sih,def_rsaud_int,group,Grande São Paulo,1515418
sih,def_rsaud_int,group,Guanambi,28308
sih,def_rsaud_int,group,Guarapuava,49687
sih,def_rsaud_int,group,I DRS,37633
sih,def_rsaud_int,group,I ETAM,30912
sih,def_rsaud_int,group,I NRS,148093
sih,def_rsaud_int,group,I RS,124837
sih,def_rsaud_int,group,II DRS,18670
sih,def_rsaud_int,group,II ETAM,53800
sih,def_rsaud_int,group,II NRS,29240
sih,def_rsaud_int,group,II RS,1950
sih,def_rsaud_int,group,III DRS,15384
sih,def_rsaud_int,group,III ETAM,9767
sih,def_rsaud_int,group,III NRS,105871
sih,def_rsaud_int,group,IV ETAM,26807
sih,def_rsaud_int,group,IV NRS,5200
sih,def_rsaud_int,group,IX NRS,14590
sih,def_rsaud_int,group,Ibotirama,25782
sih,def_rsaud_int,group,Icó,16691
sih,def_rsaud_int,group,Iguatu,29723
sih,def_rsaud_int,group,Ijuí,16758
sih,def_rsaud_int,group,Ilhéus,31322
sih,def_rsaud_int,group,Imperatriz,44199
sih,def_rsaud_int,group,Irati,16210
sih,def_rsaud_int,group,Irecê,53459
sih,def_rsaud_int,group,Itabaiana,30875
sih,def_rsaud_int,group,Itaberaba,26972
sih,def_rsaud_int,group,Itabira,37950
sih,def_rsaud_int,group,Itabuna,60585
sih,def_rsaud_int,group,Itapecuru Mirim,44301
sih,def_rsaud_int,group,Itapetinga,19205
sih,def_rsaud_int,group,Itapipoca,30705
sih,def_rsaud_int,group,Ituiutaba,12968
sih,def_rsaud_int,group,Ivaiporã,11953
sih,def_rsaud_int,group,Jacarezinho,21339
sih,def_rsaud_int,group,Jacobina,44201
sih,def_rsaud_int,group,Januária,47407
sih,def_rsaud_int,group,Jardim,11968
sih,def_rsaud_int,group,Jequié,57095
sih,def_rsaud_int,group,Juara,4391
sih,def_rsaud_int,group,Juazeiro,67105
sih,def_rsaud_int,group,Juazeiro do Norte,41642
sih,def_rsaud_int,group,Juiz de Fora,50132
sih,def_rsaud_int,group,Juína,12931
sih,def_rsaud_int,group,Lagarto,23103
sih,def_rsaud_int,group,Laguna,16479
sih,def_rsaud_int,group,Lajeado,18130
sih,def_rsaud_int,group,Leopoldina,14743
sih,def_rsaud_int,group,Limoeiro,46484
sih,def_rsaud_int,group,Limoeiro do Norte,15813
sih,def_rsaud_int,group,Lobo Guará,6836
sih,def_rsaud_int,group,Londrina,52975
sih,def_rsaud_int,group,Manhumirim,43536
sih,def_rsaud_int,group,Marabá,141498
sih,def_rsaud_int,group,Maracanaú,56482
sih,def_rsaud_int,group,Marajó,20570
sih,def_rsaud_int,group,Maringá,39022
sih,def_rsaud_int,group,Marília,70669
sih,def_rsaud_int,group,Meio Oeste,15327
sih,def_rsaud_int,group,Metropolitana,252490
sih,def_rsaud_int,group,Metropolitana I,669119
sih,def_rsaud_int,group,Metropolitana II,86204
sih,def_rsaud_int,group,Miracema,4849
sih,def_rsaud_int,group,Montes Claros,106029
sih,def_rsaud_int,group,Mundo Novo,2430
sih,def_rsaud_int,group,Médio Amazonas,23175
sih,def_rsaud_int,group,Médio Araguaia,1141
sih,def_rsaud_int,group,Médio Norte,48793
sih,def_rsaud_int,group,Médio Paraíba,47696
sih,def_rsaud_int,group,Médio Vale do Itajaí,46691
sih,def_rsaud_int,group,Naviraí,15850
sih,def_rsaud_int,group,Nordeste,50877
sih,def_rsaud_int,group,Nordeste I,3198
sih,def_rsaud_int,group,Nordeste II,6921
sih,def_rsaud_int,group,Noroeste,8145
sih,def_rsaud_int,group,Norte,60483
sih,def_rsaud_int,group,Nossa Senhora da Glória,9362
sih,def_rsaud_int,group,Nossa Senhora do Socorro,19702
sih,def_rsaud_int,group,Nova Andradina,9782
sih,def_rsaud_int,group,Oeste,21765
sih,def_rsaud_int,group,Oeste I,5166
sih,def_rsaud_int,group,Oeste II,3189
sih,def_rsaud_int,group,Osório,33790
sih,def_rsaud_int,group,Ouricuri,49170
sih,def_rsaud_int,group,Palmares,73017
sih,def_rsaud_int,group,Palmeira das Missões,7089
sih,def_rsaud_int,group,Paranaguá,27484
sih,def_rsaud_int,group,Paranavaí,24800
sih,def_rsaud_int,group,Paranaíba,12183
sih,def_rsaud_int,group,Passo Fundo,48223
sih,def_rsaud_int,group,Passos,28254
sih,def_rsaud_int,group,Pato Branco,26603
sih,def_rsaud_int,group,Patos de Minas,30001
sih,def_rsaud_int,group,Paulo Afonso,21939
sih,def_rsaud_int,group,Pedra Azul,33043
sih,def_rsaud_int,group,Pedreiras,24302
sih,def_rsaud_int,group,Peixoto de Azevedo,10543
sih,def_rsaud_int,group,Pelotas,70339
sih,def_rsaud_int,group,Petrolina,44690
