res_cod_municipio,int_cod_municipio,records
261360,261220,8
261390,260120,8
261410,260960,8
261430,261110,8
261470,260310,8
261485,260940,8
261510,261160,8
261530,260400,8
261540,260600,8
261560,261160,8
261590,261640,8
261600,261080,8
261618,261180,8
261620,261000,8
261630,260005,8
270135,270210,8
270240,261100,8
270310,270430,8
270310,270670,8
270340,270430,8
270490,270030,8
270610,270430,8
270670,270880,8
270720,270430,8
270860,270030,8
270895,270640,8
270930,270830,8
280067,280480,8
280070,280450,8
280140,280480,8
280170,280350,8
280200,280130,8
280520,280350,8
280520,410940,8
280550,280480,8
280600,280450,8
280710,280480,8
290030,291050,8
290035,280290,8
290100,290730,8
290100,291480,8
290135,292460,8
290195,291570,8
290220,292740,8
290320,530010,8
290380,292080,8
290390,292905,8
290405,292190,8
290600,291085,8
290600,291770,8
290650,291080,8
290670,291040,8
290760,291535,8
290810,290910,8
290830,292900,8
290930,530010,8
291030,292740,8
291160,292870,8
291170,292020,8
291180,293135,8
291250,290460,8
291320,291955,8
291330,292630,8
291340,290390,8
291460,291535,8
291460,292560,8
291460,293360,8
291500,292190,8
291540,291210,8
291560,292550,8
291610,293290,8
291685,292880,8
291735,292905,8
291770,292460,8
291780,292960,8
291800,291480,8
291880,290100,8
291920,290730,8
291920,291470,8
291980,290410,8
292000,291800,8
292010,293310,8
292140,292460,8
292145,290280,8
292190,291460,8
292205,290530,8
292285,290130,8
292400,261220,8
292510,291350,8
292590,292800,8
292595,291470,8
292660,292400,8
292665,291640,8
292760,280290,8
292820,292905,8
292840,291110,8
292880,292520,8
292937,292010,8
292940,291880,8
292970,280030,8
292990,291080,8
293010,292980,8
293020,291460,8
293135,290080,8
293220,293230,8
293300,292580,8
293320,293290,8
293330,320530,8
293340,292740,8
293345,290970,8
310010,314810,8
310130,316370,8
310150,314390,8
310230,313620,8
310270,313330,8
310510,315150,8
310560,310620,8
310560,316250,8
310620,313130,8
310620,314870,8
310620,316800,8
310640,311830,8
310670,312410,8
310690,310620,8
310825,310860,8
310855,315120,8
311090,311550,8
311330,313670,8
311600,315790,8
311690,317010,8
311710,310200,8
311780,313240,8
311860,315460,8
311970,315420,8
312020,310620,8
312080,310490,8
312230,312610,8
312250,316840,8
312250,316870,8
312370,316840,8
312400,314390,8
312610,312230,8
312620,520800,8
312735,310730,8
312740,350970,8
312750,316280,8
312770,312160,8
312870,314790,8
313120,310620,8
313130,312770,8
313140,317020,8
313220,311660,8
313360,311050,8
313505,317090,8
313520,530010,8
313530,310620,8
313630,314700,8
313630,315120,8
313665,313380,8
313695,291170,8
313720,312610,8
313900,315170,8
313910,312080,8
313970,310620,8
314000,315210,8
314100,314330,8
314140,310170,8
314220,311530,8
314467,320090,8
314520,313920,8
314620,313270,8
314840,315680,8
315170,315250,8
315180,310950,8
315213,310860,8
315270,310560,8
315400,310620,8
315430,311840,8
315430,312770,8
315520,310560,8
315530,313380,8
315560,313510,8
315560,314330,8
315640,317020,8
315680,316710,8
315690,310400,8
315920,315250,8
315970,311150,8
316000,313840,8
316045,315220,8
316180,314710,8
316230,316740,8
316265,310860,8
316350,310620,8
316500,310620,8
316800,314330,8
316840,311340,8
316860,310620,8
316860,312770,8
316970,314180,8
316980,315170,8
317020,314810,8
317107,313250,8
320010,320460,8
320010,320520,8
320040,320530,8
320050,320280,8
320060,320130,8
320115,320500,8
320115,320520,8
320150,320080,8
320170,320140,8
320240,320450,8
320270,320500,8
320270,320530,8
320290,320500,8
320290,320530,8
320310,320310,8
320340,320380,8
320340,320480,8
320350,320490,8
320370,320140,8
320410,320405,8
320420,320530,8
320455,320506,8
320455,320520,8
320490,320100,8
320501,320305,8
330020,330490,8
330025,330023,8
330030,330395,8
330030,330510,8
330100,330090,8
330120,310150,8
330150,330340,8
330170,330240,8
330180,330290,8
330190,210350,8
330227,330260,8
330240,330170,8
330330,330190,8
330340,330050,8
330340,330240,8
330380,330455,8
330455,240810,8
330455,250750,8
330455,330190,8
330455,330452,8
330455,330600,8
330460,330240,8
330475,330240,8
330490,330130,8
330490,330510,8
330510,330240,8
330520,330025,8
330530,330210,8
350160,353340,8
350280,353010,8
350290,354530,8
350440,352710,8
350450,355030,8
350550,355710,8
350580,354140,8
350620,351820,8
350650,351110,8
350660,352310,8
350760,350950,8
350850,351050,8
350860,354990,8
350970,351050,8
351040,291470,8
351140,354640,8
351150,352230,8
351300,355060,8
351520,354980,8
351620,354340,8
351830,352440,8
351870,290160,8
351880,261160,8
351880,351380,8
351980,353300,8
352042,354260,8
352050,352390,8
352050,352590,8
352180,350600,8
352210,355030,8
352260,353070,8
352400,352050,8
352700,355160,8
352720,355030,8
352730,350950,8
353060,261220,8
353060,351060,8
353205,352930,8
353330,355710,8
353580,352180,8
353710,350760,8
353730,352480,8
353760,351350,8
353760,355030,8
353780,353790,8
353800,354990,8
353860,353240,8
353910,355030,8
353990,353140,8
354040,355710,8
354070,350320,8
354100,351380,8
354110,353890,8
354160,350600,8
354340,355030,8
354430,351360,8
354660,355710,8
354750,355330,8
354780,353440,8
354870,354100,8
354880,261000,8
354920,355710,8
354990,220840,8
355030,221130,8
355030,231330,8
355030,261220,8
355030,292900,8
355030,317010,8
355030,330510,8
355030,350250,8
355030,350750,8
355030,351830,8
355030,355100,8
355140,350590,8
355150,350590,8
355220,351760,8
355300,352240,8
355320,353900,8
355330,350950,8
355350,353780,8
355380,354640,8
355430,291080,8
355450,351150,8
355490,354980,8
355500,354640,8
355650,355030,8
410140,410180,8
410180,410400,8
410180,411820,8
410480,410345,8
410560,412810,8
410620,410620,8
410690,355030,8
410690,420910,8
410765,411915,8
410820,410345,8
410895,411990,8
410940,412770,8
411125,412220,8
411190,410370,8
411520,410430,8
411690,314330,8
411690,411840,8
411730,412170,8
411760,412820,8
411770,410400,8
411840,411520,8
412010,410690,8
412065,530010,8
412180,411180,8
412310,410190,8
412420,412420,8
412540,410190,8
412750,410490,8
420140,421660,8
420250,420460,8
420420,420430,8
420425,421170,8
420500,420420,8
420520,420430,8
420540,420910,8
420820,421480,8
420870,420460,8
420900,420480,8
420900,421950,8
420915,420915,8
420980,421660,8
421000,420200,8
421050,420420,8
421060,421320,8
421120,420140,8
421180,420430,8
421340,420780,8
421415,420640,8
421450,421530,8
421567,421780,8
421580,420890,8
421670,420080,8
421870,420280,8
421880,421810,8
421885,420420,8
421890,421660,8
430020,431750,8
430057,430790,8
430064,431410,8
430066,431130,8
430120,430300,8
430160,431560,8
430200,432260,8
430240,431140,8
430280,430460,8
430280,431440,8
430360,430360,8
430360,431010,8
430370,430430,8
430420,430460,8
430470,431020,8
430510,431410,8
430550,431400,8
430642,431410,8
430645,430645,8
430660,431440,8
430680,430460,8
430680,431140,8
430690,431680,8
430730,431590,8
430760,430060,8
430760,431080,8
430810,431490,8
430850,432020,8
431010,430460,8
431020,431490,8
431100,430160,8
431177,431490,8
431179,431490,8
431244,432160,8
431290,431410,8
431320,431900,8
431490,420200,8
431490,431340,8
431515,431490,8
431575,431600,8
431690,431750,8
431710,431440,8
431710,432240,8
431810,430040,8
431900,432240,8
431930,430370,8
431950,431870,8
432120,431010,8
432145,430460,8
432180,431750,8
432185,431270,8
432185,432195,8
432220,431120,8
432285,431260,8
500270,500790,8
500370,500240,8
500390,500260,8
500460,500568,8
500580,500410,8
500580,500790,8
500600,500620,8
500770,500795,8
500795,500430,8
510025,510279,8
510125,510340,8
510140,510340,8
510190,510263,8
510263,510170,8
510267,510480,8
510300,510300,8
510337,510517,8
510340,510790,8
510345,510795,8
510410,510790,8
510410,510792,8
510480,510267,8
510510,510517,8
510515,510517,8
510520,510340,8
510525,510622,8
510618,510330,8
510630,510700,8
510642,510792,8
510682,510675,8
510785,510706,8
510790,510525,8
510795,510170,8
520010,530010,8
520055,520870,8
520060,520490,8
520140,521770,8
520145,520410,8
520260,520870,8
520280,520130,8
520310,520340,8
520400,520400,8
520420,520780,8
520551,521730,8
520810,530010,8
520870,170210,8
520870,172100,8
520870,210900,8
520880,521000,8
520910,521150,8
520915,520870,8
520993,520870,8
521040,520085,8
521100,521220,8
521210,520870,8
521270,522068,8
521377,520870,8
521405,522020,8
521490,530010,8
521810,521810,8
521878,520870,8
521880,520440,8
522145,520870,8
110005,110020,7
110008,110004,7
110012,110025,7
110014,110004,7
110020,120020,7
110028,110030,7
110033,110011,7
110045,110012,7
110050,110004,7
110050,110020,7
110090,110004,7
110090,110012,7
110090,110020,7
110120,110012,7
110150,110014,7
110160,110002,7
110170,110025,7
130070,130260,7
130090,130260,7
130150,120040,7
130160,130420,7
130220,130260,7
130250,130406,7
130430,130340,7
140017,140047,7
150010,150240,7
150020,150240,7
150034,150215,7
150040,292600,7
150060,150140,7
150060,150420,7
150085,150420,7
150095,150800,7
150100,150619,7
150130,150330,7
150140,150230,7
150145,130260,7
150175,150745,7
150180,150070,7
150195,210290,7
150200,150080,7
150200,150790,7
150220,150442,7
150240,150220,7
150307,150620,7
150309,150420,7
150370,150506,7
150370,150810,7
150390,150530,7
150400,150130,7
150400,150330,7
150405,150345,7
150460,150080,7
150490,150080,7
150495,150170,7
150503,150805,7
150503,510410,7
150506,150553,7
150553,150405,7
150553,210530,7
150590,150080,7
150600,130260,7
150680,150510,7
150770,150490,7
150775,150616,7
150795,150810,7
150800,150230,7
150803,150090,7
150805,150503,7
150840,150553,7
160005,160005,7
160030,160015,7
170210,150420,7
170300,210530,7
170310,171320,7
170390,170930,7
170755,171610,7
170900,170930,7
170900,172100,7
170930,171610,7
170950,171610,7
171090,171050,7
171515,171820,7
171575,521308,7
171820,170210,7
172110,170950,7
172120,210530,7
210010,210010,7
210043,210820,7
210090,210320,7
210090,211010,7
210090,211130,7
210095,210060,7
210095,210810,7
210095,210900,7
210120,221100,7
210140,221100,7
210150,211110,7
210160,210043,7
210160,210480,7
210220,211130,7
210232,210540,7
210235,210550,7
210320,221100,7
210355,210540,7
210370,210130,7
210380,210360,7
210380,210450,7
210380,211130,7
210400,210300,7
210409,210530,7
210465,210047,7
210480,210095,7
210500,210940,7
210535,210570,7
210570,210820,7
210590,210870,7
210592,220390,7
210596,210120,7
210630,210667,7
210632,210735,7
210635,210095,7
210670,221120,7
210680,210312,7
210720,211260,7
210725,210410,7
210830,211400,7
210845,210120,7
210850,210830,7
210890,211223,7
210920,210110,7
210923,210735,7
210927,211130,7
210990,210043,7
210990,210540,7
211000,211300,7
211065,210043,7
211110,211130,7
211120,211280,7
211130,210830,7
211130,210990,7
211130,211300,7
211140,210360,7
211150,210460,7
211157,210405,7
211163,210596,7
211223,210360,7
211223,221100,7
211300,210360,7
211300,211130,7
220020,220330,7
220025,221100,7
220100,220700,7
220115,220890,7
220130,220440,7
220160,221130,7
220205,220550,7
220230,220590,7
220230,221000,7
220270,231340,7
220277,220390,7
220460,221060,7
220552,220290,7
220580,220120,7
220590,220230,7
220605,221100,7
220620,220550,7
220620,220840,7
220690,220800,7
220785,221100,7
220790,220770,7
220795,220700,7
220820,260110,7
220865,221100,7
220865,260020,7
220930,291080,7
220935,221100,7
220955,220390,7
220960,220350,7
221038,220330,7
221038,221130,7
221039,221100,7
221060,292600,7
221100,210350,7
221100,220370,7
221100,221060,7
221110,220620,7
230010,230830,7
230100,230350,7
230110,230350,7
230125,230930,7
230240,231140,7
230260,230020,7
230290,230765,7
230290,231160,7
230350,230110,7
230350,410480,7
230370,231290,7
230380,230550,7
230423,230580,7
230423,231230,7
230440,231220,7
230510,230428,7
230523,230960,7
230630,230765,7
230650,230765,7
230700,230765,7
230730,230440,7
230730,231400,7
230750,230730,7
230870,230523,7
230945,230765,7
231030,220800,7
231040,230428,7
231090,230440,7
231100,230930,7
231100,231230,7
231120,230190,7
231180,230870,7
231230,230440,7
231290,230640,7
231300,230870,7
231310,231180,7
231330,231030,7
231360,230450,7
231375,230765,7
231380,230630,7
231395,230900,7
231410,230260,7
240110,240060,7
240230,240050,7
240260,240450,7
240320,240800,7
240450,241200,7
240470,240080,7
240490,241410,7
240510,241200,7
240610,240800,7
240670,240800,7
240690,240690,7
240700,240810,7
240710,240050,7
240720,240020,7
240725,240725,7
240740,240810,7
240800,240230,7
240810,240670,7
240820,240710,7
240895,240050,7
240895,240450,7
241200,240450,7
241290,240710,7
241350,241120,7
241400,240325,7
241445,240050,7
241460,240060,7
241500,241150,7
250090,250150,7
250140,250630,7
250240,250700,7
250290,250750,7
250355,251650,7
250440,250400,7
250460,250690,7
250520,251370,7
250530,251230,7
250640,250630,7
250660,250400,7
250730,250190,7
250750,240810,7
250750,250890,7
250750,251080,7
250870,240050,7
250890,250690,7
250940,250680,7
250970,251550,7
250990,250750,7
250990,260890,7
250990,260970,7
251000,250400,7
251140,250750,7
251203,241410,7
251210,250430,7
251270,250750,7
251276,250400,7
251280,250750,7
251335,261390,7
251410,261090,7
251455,251080,7
251455,261570,7
251470,250400,7
251490,250400,7
251510,250600,7
260060,260960,7
260060,261000,7
260080,260950,7
260120,260280,7
260120,261090,7
260140,261420,7
260140,270730,7
260220,261070,7
260280,260940,7
260290,260950,7
260300,260980,7
260300,261520,7
260310,261310,7
260310,261450,7
260350,260480,7
260370,260960,7
260390,261220,7
260410,261090,7
260410,261370,7
260415,260960,7
260470,260790,7
260540,261450,7
260570,260392,7
260600,270630,7
260610,261070,7
260670,260310,7
260670,261160,7
260765,260890,7
260780,250750,7
260790,261530,7
260800,260940,7
260805,260120,7
260810,261620,7
260830,261160,7
260840,260370,7
260890,261070,7
260890,261620,7
260900,250690,7
260900,260620,7
260915,260280,7
260915,260790,7
260915,261160,7
260930,260392,7
260940,261070,7
260950,261420,7
260960,261220,7
260970,260540,7
260970,260910,7
261080,261160,7
261100,261220,7
261110,260980,7
261110,261560,7
261120,260010,7
261120,261000,7
261130,260950,7
261160,260140,7
261160,260370,7
261160,260570,7
261160,330455,7
261190,261485,7
261200,260640,7
261210,260790,7
261220,261390,7
261240,260010,7
261245,260960,7
261245,261090,7
261245,261560,7
261250,261450,7
261255,260515,7
261255,261245,7
261290,261640,7
261310,260170,7
261320,260960,7
261450,261000,7
261460,260600,7
261460,261160,7
261470,260940,7
261485,261370,7
261570,260410,7
261580,261080,7
261600,260010,7
261600,261000,7
261618,260410,7
261620,260960,7
261630,260900,7
261640,260290,7
261640,261180,7
261650,261180,7
270010,270430,7
270040,270860,7
270080,270430,7
270100,270140,7
270150,280570,7
270170,270770,7
270210,270300,7
270250,270430,7
270260,270410,7
270330,270030,7
270370,270630,7
270430,270730,7
270450,260960,7
270510,270380,7
270800,270070,7
270830,260370,7
270860,270140,7
280020,292660,7
280040,280480,7
280310,280350,7
280470,280290,7
280600,280350,7
280660,280130,7
290010,291950,7
290010,292990,7
290020,290160,7
290035,290780,7
290130,291930,7
290130,292720,7
290170,292740,7
290260,290070,7
290280,292050,7
290310,291480,7
290323,291310,7
290340,292740,7
290350,293180,7
290360,290070,7
290390,293330,7
290470,290470,7
290490,293290,7
290510,292525,7
290510,292980,7
290510,293010,7
290570,290730,7
290630,291072,7
290640,292740,7
290660,291733,7
290670,293180,7
290682,292150,7
290682,292740,7
290710,293015,7
290770,292660,7
290820,292930,7
290850,292860,7
290930,292905,7
290950,291670,7
290960,292310,7
290970,291955,7
290990,260570,7
291005,290070,7
291030,291080,7
291060,290860,7
291072,291480,7
291077,292810,7
291080,290730,7
291080,291470,7
291085,292460,7
291090,291640,7
291100,290560,7
291120,293220,7
291190,292130,7
291230,291800,7
291300,291440,7
291360,290800,7
291370,291060,7
291420,292050,7
291450,290840,7
291460,290760,7
291465,291180,7
291480,291800,7
291500,290130,7
291700,292740,7
291735,290910,7
291750,291460,7
291810,292740,7
291820,293290,7
291830,291290,7
291845,292550,7
291900,292740,7
291920,292520,7
291950,290520,7
291960,292010,7
291980,290320,7
291990,292660,7
292020,291733,7
292060,293290,7
292130,291190,7
292170,291080,7
292170,291470,7
292205,291840,7
292210,290530,7
292210,293340,7
292220,293290,7
292225,292370,7
292265,290680,7
292275,293350,7
292285,292740,7
292310,291080,7
292350,290530,7
292350,292190,7
292400,292740,7
292440,290270,7
292450,293260,7
292467,293350,7
292540,291710,7
292560,291310,7
292580,292265,7
292593,292740,7
292640,293360,7
292650,292650,7
292650,292740,7
292700,280480,7
292740,330170,7
292805,291072,7
292805,291080,7
292810,290610,7
292840,290270,7
292870,290730,7
292900,312770,7
292937,292740,7
292970,292660,7
292990,293080,7
293000,293260,7
293010,291700,7
293015,292905,7
293020,291850,7
293030,290390,7
293100,291720,7
293100,292190,7
293110,292740,7
293120,291920,7
293300,292610,7
310050,317180,7
310060,310620,7
310190,311440,7
310220,313130,7
310260,313820,7
310270,316860,7
310285,316860,7
310380,311430,7
310390,310740,7
310400,310620,7
310430,310200,7
310445,410150,7
310530,310950,7
310540,313620,7
310620,311830,7
310620,313330,7
310620,314070,7
310620,314800,7
310670,317120,7
310700,310740,7
310710,313820,7
310820,314800,7
310900,316720,7
311040,313350,7
311090,316370,7
311230,316970,7
311320,313670,7
311450,314560,7
311530,316990,7
311535,310540,7
311547,315560,7
311550,313820,7
311610,310340,7
311700,315700,7
311800,310560,7
311810,310620,7
311830,313670,7
312200,312770,7
312200,313670,7
312210,311840,7
312250,312770,7
312390,316250,7
312570,310620,7
312610,313820,7
312770,315430,7
312800,312770,7
312830,314790,7
312930,313090,7
312930,316870,7
313030,310420,7
313030,312230,7
313240,315250,7
313300,313240,7
313310,316370,7
313360,311060,7
313480,314790,7
313490,352260,7
313550,310030,7
313560,311880,7
313580,314140,7
313640,312090,7
313780,311070,7
313830,315140,7
313835,314180,7
313880,312470,7
313925,315220,7
313930,313505,7
313940,313950,7
313960,310620,7
313960,320210,7
314000,313190,7
314015,310900,7
314090,315210,7
314140,316860,7
314225,314330,7
314260,312360,7
314300,314410,7
314330,313510,7
314330,314200,7
314390,330170,7
314490,312770,7
314500,314800,7
314500,315770,7
314530,310340,7
314610,314590,7
314630,313330,7
314640,313630,7
314640,316935,7
314700,317100,7
314810,310620,7
314920,315770,7
314930,316720,7
314940,313860,7
314990,315990,7
314995,316870,7
315015,315210,7
315080,311800,7
315250,310160,7
315560,315700,7
315710,310620,7
315790,310620,7
315830,317070,7
315990,314990,7
316110,313520,7
316120,315990,7
316200,310160,7
316280,312800,7
316290,316990,7
316340,313620,7
316520,310490,7
316600,310560,7
316640,312080,7
316660,312320,7
316860,293135,7
316860,314850,7
316910,412770,7
316930,310620,7
316940,313240,7
316940,314790,7
316960,310375,7
316960,315280,7
316970,311230,7
317010,210300,7
317020,520510,7
317107,311230,7
317120,311860,7
317170,313240,7
320110,320280,7
320115,320130,7
320120,320130,7
320120,320380,7
320130,315430,7
320130,320060,7
320220,320150,7
320220,320520,7
320245,313950,7
320245,320370,7
320245,320520,7
320250,320150,7
320250,320500,7
320290,320010,7
320313,320530,7
320410,320320,7
320420,320240,7
320455,320450,7
320500,312770,7
320506,320190,7
320530,320140,7
320530,320490,7
330020,330240,7
330025,330020,7
330080,330170,7
330090,291480,7
330100,291480,7
330100,330170,7
330185,330190,7
330205,330090,7
330227,330200,7
330240,330100,7
330250,330190,7
330290,330455,7
330320,330555,7
330330,330045,7
330330,330550,7
330350,330240,7
330350,330620,7
330370,313670,7
330430,330510,7
330455,330420,7
330555,330260,7
330560,330452,7
330560,330455,7
330575,330045,7
330575,330455,7
330580,330250,7
330610,313670,7
330610,330455,7
330615,330205,7
330615,330310,7
350010,352900,7
350070,351450,7
350190,352470,7
350230,351230,7
350240,350130,7
350260,354980,7
350280,352480,7
350470,353890,7
350550,351110,7
350570,350920,7
350570,355280,7
350610,354340,7
350635,353060,7
350710,353860,7
350860,353800,7
350870,310950,7
350870,353080,7
350945,355220,7
350950,220840,7
350950,353180,7
351040,350950,7
351100,500830,7
351110,354980,7
351230,355450,7
351340,350860,7
351490,350950,7
351512,354120,7
351540,354640,7
351630,350570,7
351640,510025,7
351670,352210,7
351670,352710,7
351700,352900,7
351740,412770,7
351750,251230,7
351770,354940,7
351800,354980,7
351850,350750,7
351850,355400,7
351907,355620,7
351920,352900,7
351930,350320,7
352010,317010,7
352010,351620,7
352044,355710,7
352100,355400,7
352120,354260,7
352210,353760,7
352215,320120,7
352220,320130,7
352220,353440,7
352230,350750,7
352250,355060,7
352300,350210,7
352310,351380,7
352440,355030,7
352520,350760,7
352520,350950,7
352590,352340,7
352710,350600,7
352930,350320,7
352980,351410,7
353060,354990,7
353160,354140,7
353230,355540,7
353270,353140,7
353420,353300,7
353440,352220,7
353460,354140,7
353640,355510,7
353650,351907,7
353670,352530,7
353710,355240,7
353730,351110,7
353730,354160,7
353760,353620,7
353800,350250,7
353800,355480,7
353830,354770,7
353850,351340,7
353980,351880,7
354070,352930,7
354070,354340,7
354130,354150,7
354280,352240,7
354290,351930,7
354340,353700,7
354380,350580,7
354410,354870,7
354420,351070,7
354560,350370,7
354710,351440,7
354730,351300,7
354730,351380,7
354780,260280,7
354850,352210,7
354910,352930,7
354925,354980,7
354960,355410,7
355030,221100,7
355030,251140,7
355030,353010,7
355030,353870,7
355040,221100,7
355060,320150,7
355070,355030,7
355110,355220,7
355230,350210,7
355250,354870,7
355255,353740,7
355330,353080,7
355410,351050,7
355410,352720,7
355470,351410,7
410040,260290,7
410330,410150,7
410440,411990,7
410480,530010,7
410550,411520,7
410685,410760,7
410690,420200,7
410730,412625,7
410765,411820,7
410775,411170,7
410830,412350,7
411070,411990,7
411090,355430,7
411180,353470,7
411370,410190,7
411390,412820,7
411450,410440,7
411520,411820,7
411570,410400,7
411720,410660,7
411770,410490,7
411780,411070,7
411850,410840,7
411920,410700,7
411980,410450,7
411990,411140,7
411995,410400,7
412340,410590,7
412382,411670,7
412440,412035,7
412510,412560,7
412550,411990,7
412575,412545,7
412667,410980,7
412770,410880,7
412795,410480,7
412796,412385,7
420030,420690,7
420060,420230,7
420200,421660,7
420213,421030,7
420240,240940,7
420253,420010,7
420280,420540,7
420285,420690,7
420290,420590,7
420445,421950,7
420460,421660,7
420515,420750,7
420540,420930,7
420550,420900,7
420580,410960,7
420590,420200,7
420610,420700,7
420630,420240,7
420665,420410,7
420700,420960,7
420765,421950,7
420810,410400,7
420850,420690,7
420880,420940,7
420890,421010,7
420920,420430,7
420960,421900,7
421010,420910,7
421090,420420,7
421105,420550,7
421125,420700,7
421190,420200,7
421250,420320,7
421340,420430,7
421420,420420,7
421430,420070,7
421460,421530,7
421460,421780,7
421470,421320,7
421480,420200,7
421520,420080,7
421520,421050,7
421545,421120,7
421550,420550,7
421565,420540,7
421600,421210,7
421660,420930,7
421710,421490,7
421720,420430,7
421775,420420,7
421790,420430,7
421840,420460,7
421900,421870,7
421920,421920,7
430055,431410,7
430140,430780,7
430165,430210,7
430237,432140,7
430310,430060,7
430450,431880,7
430462,431410,7
430463,430310,7
430463,431760,7
430469,431300,7
430510,420930,7
430510,430463,7
430512,431420,7
430515,431410,7
430600,431020,7
430607,431490,7
430610,431750,7
430640,430460,7
430660,431710,7
430692,431410,7
430750,432100,7
430810,430790,7
430910,430210,7
430920,432150,7
431010,431340,7
431020,430040,7
431030,432080,7
431040,431720,7
431080,430460,7
431113,431110,7
431160,432020,7
431170,432090,7
431215,431490,7
431235,431410,7
431330,430210,7
431335,430510,7
431370,431750,7
431405,431010,7
431417,431450,7
431460,430160,7
431490,431410,7
431505,431720,7
431640,431490,7
431645,431410,7
431645,431490,7
431670,431410,7
431690,430300,7
431690,431410,7
431720,431490,7
431780,431020,7
431805,431400,7
431820,430440,7
431870,430060,7
431880,431490,7
431950,431340,7
432000,430060,7
432030,431410,7
432120,432160,7
432130,430300,7
432150,430060,7
432180,431490,7
432218,431410,7
432250,431410,7
432250,431490,7
432252,431490,7
432254,430790,7
432270,430300,7
500190,354130,7
500210,500370,7
500220,500500,7
500270,500370,7
500350,412810,7
500500,230190,7
500500,500370,7
500625,500470,7
500635,410880,7
500790,500370,7
500795,500060,7
500797,500200,7
510180,510340,7
510270,510180,7
510325,110013,7
510325,510517,7
510340,500270,7
510340,510250,7
510345,510340,7
510345,510600,7
510390,510760,7
510410,510560,7
510455,510642,7
510562,510340,7
510619,510025,7
510627,510680,7
510730,510350,7
510792,510340,7
510792,510525,7
510805,510790,7
510835,510500,7
520005,352730,7
520015,520130,7
520060,522000,7
520082,521800,7
520140,522020,7
520235,521020,7
520310,520725,7
520396,522068,7
520420,520870,7
520440,521565,7
520470,520110,7
520490,521760,7
520495,520870,7
520530,520870,7
520590,520110,7
520630,520140,7
520753,521120,7
520830,520870,7
520830,521830,7
520870,220320,7
520870,291470,7
521020,520440,7
521020,521565,7
521170,520140,7
521170,521640,7
521230,520140,7
521250,522200,7
521280,520470,7
521290,521290,7
521295,520890,7
521380,231290,7
521560,520110,7
521600,521150,7
521900,520140,7
521940,510760,7
521945,520870,7
521980,520830,7
522005,520780,7
522140,521910,7
522140,522045,7
522185,520870,7
522205,521770,7
522220,522068,7
110004,110015,6
110004,110030,6
110006,110003,6
110007,110020,6
110008,110150,6
110013,110009,6
110014,110149,6
110020,110004,6
110020,110030,6
110025,110015,6
110025,110032,6
110029,110004,6
110030,110006,6
110030,110015,6
110080,110002,6
110092,110005,6
110092,110028,6
120001,120038,6
120035,120040,6
120040,160030,6
130070,120020,6
130110,130250,6
130180,150140,6
130260,500270,6
130330,130310,6
130370,130423,6
140045,130260,6
150040,150770,6
150060,510560,6
150080,150170,6
150080,150405,6
150095,150230,6
150140,330170,6
150157,150013,6
150178,150420,6
150293,150812,6
150293,210232,6
150307,150170,6
150330,150400,6
150340,150080,6
150345,150442,6
150360,150140,6
150360,150619,6
150375,150680,6
150380,150553,6
150420,150175,6
150420,150240,6
150420,150277,6
150420,150295,6
150420,150795,6
150420,210047,6
150442,150650,6
150460,150130,6
150520,150080,6
150540,150760,6
150549,170210,6
150553,130260,6
150553,150277,6
150553,150613,6
150553,150620,6
150553,210100,6
150555,150616,6
150563,150553,6
150590,150140,6
150618,150380,6
150618,150660,6
150618,210530,6
150680,150442,6
150680,150619,6
150720,150550,6
150760,150220,6
150770,150130,6
150770,150520,6
150775,330600,6
150803,150442,6
150812,150240,6
150812,150405,6
150840,150775,6
160020,160010,6
160055,160060,6
170070,171820,6
170100,170255,6
170310,292530,6
170382,172120,6
170460,171820,6
170510,171610,6
170550,150270,6
170610,170950,6
170650,170230,6
170650,172120,6
170820,522020,6
170950,171660,6
171150,172100,6
171180,170930,6
171250,171320,6
171320,170930,6
171330,171330,6
171620,520490,6
171630,170550,6
171884,522020,6
172000,172100,6
172025,171660,6
172100,150270,6
172100,520490,6
210005,221100,6
210010,210330,6
210060,210200,6
210083,210860,6
210140,210610,6
210160,210820,6
210170,220770,6
210193,210890,6
210193,211223,6
210200,211000,6
210220,211220,6
210230,211130,6
210232,210300,6
210275,211223,6
210320,211260,6
210320,220770,6
210330,210440,6
210350,211070,6
210360,210540,6
210360,221100,6
210400,210360,6
210440,210560,6
210460,221100,6
210465,211130,6
210467,210990,6
210530,150420,6
210530,170210,6
210530,210350,6
210535,210530,6
210590,211130,6
210596,210820,6
210600,210845,6
210632,210990,6
210635,211300,6
210670,210360,6
210700,210060,6
210710,210540,6
210780,210460,6
210790,211070,6
210800,211130,6
210860,211170,6
210900,170255,6
210910,210360,6
210910,210440,6
210940,210320,6
210955,210405,6
210960,210540,6
210970,210610,6
210990,221100,6
211000,210005,6
211000,210540,6
211010,210170,6
211027,292740,6
211085,210542,6
211102,211130,6
211110,210300,6
211130,210047,6
211130,210170,6
211130,210290,6
211130,210710,6
211130,210940,6
211140,211223,6
211153,150420,6
211170,210745,6
211176,210060,6
211240,210083,6
211240,210290,6
211260,210080,6
211270,211040,6
211280,210540,6
211280,320530,6
211285,210550,6
211400,210087,6
220095,221100,6
220155,220800,6
220220,220040,6
220225,220450,6
220255,230440,6
220265,220200,6
220275,220510,6
