res_cod_municipio,int_cod_municipio,records
314465,315700,2
314467,311000,2
314467,314480,2
314470,310670,2
314480,310540,2
314480,311830,2
314480,317120,2
314510,316470,2
314520,291230,2
314520,310020,2
314520,311880,2
314520,312560,2
314520,313270,2
314520,315200,2
314520,316720,2
314530,313700,2
314535,313270,2
314537,292360,2
314537,314330,2
314560,310670,2
314560,316250,2
314585,310620,2
314590,270800,2
314590,510760,2
314600,316370,2
314600,350950,2
314610,314560,2
314625,312780,2
314650,314790,2
314670,316990,2
314675,291560,2
314700,310350,2
314700,312860,2
314700,314310,2
314700,520510,2
314710,261160,2
314710,311230,2
314710,314330,2
314710,315200,2
314750,314750,2
314760,313300,2
314770,312230,2
314780,310120,2
314780,313670,2
314790,310160,2
314800,313750,2
314800,315340,2
314800,316935,2
314800,355030,2
314800,530010,2
314810,313505,2
314810,314700,2
314810,315120,2
314860,315120,2
314860,317180,2
314870,315660,2
314875,315490,2
314890,312610,2
314910,315250,2
314915,313930,2
314915,315120,2
314920,314500,2
314920,314800,2
314930,310670,2
314930,315460,2
314970,313220,2
314970,316040,2
314980,315770,2
315020,310620,2
315020,315490,2
315030,313670,2
315050,310230,2
315050,314790,2
315053,311340,2
315057,290390,2
315057,315120,2
315057,316420,2
315060,311450,2
315080,315210,2
315120,310730,2
315120,310860,2
315120,316720,2
315120,317020,2
315140,310670,2
315140,313380,2
315140,316860,2
315150,172100,2
315150,310860,2
315150,312610,2
315150,354340,2
315180,313240,2
315180,315250,2
315180,316470,2
315180,320240,2
315180,351390,2
315180,355080,2
315190,313130,2
315200,310670,2
315200,312670,2
315210,313670,2
315210,320500,2
315217,313270,2
315217,313580,2
315240,312770,2
315250,260660,2
315250,313820,2
315250,315170,2
315250,316930,2
315250,350950,2
315260,313300,2
315280,316250,2
315310,313670,2
315330,310620,2
315340,317020,2
315350,316720,2
315390,314610,2
315390,330220,2
315415,311330,2
315415,313670,2
315420,310620,2
315420,313670,2
315430,310620,2
315440,310280,2
315445,150745,2
315460,313170,2
315460,313760,2
315460,315120,2
315470,310620,2
315500,313670,2
315530,312980,2
315540,316990,2
315550,291535,2
315560,315220,2
315570,313170,2
315580,310620,2
315630,312320,2
315660,313470,2
315670,230690,2
315670,311830,2
315670,316720,2
315690,314800,2
315690,316720,2
315700,310340,2
315700,313580,2
315710,313330,2
315710,313650,2
315720,313620,2
315725,312770,2
315727,313860,2
315733,310560,2
315750,312800,2
315760,317040,2
315765,310620,2
315765,313700,2
315770,210540,2
315780,270430,2
315780,292740,2
315780,310350,2
315780,315460,2
315790,313950,2
315790,314090,2
315790,314800,2
315810,291072,2
315810,312560,2
315810,315660,2
315830,310160,2
315830,310710,2
315840,314390,2
315850,260790,2
315850,312090,2
315850,314930,2
315880,313820,2
315890,311330,2
315890,312200,2
315890,313770,2
315910,311320,2
315930,313860,2
315960,313820,2
315970,312470,2
315990,310150,2
316020,310620,2
316030,312560,2
316030,316860,2
316050,314750,2
316050,315800,2
316060,316720,2
316070,330490,2
316100,313170,2
316110,313470,2
316110,316800,2
316120,311450,2
316120,312230,2
316120,314390,2
316190,315720,2
316200,316370,2
316240,310620,2
316250,310590,2
316250,313670,2
316250,313820,2
316250,315420,2
316260,316840,2
316265,310620,2
316270,210900,2
316280,311680,2
316280,316250,2
316292,310900,2
316292,312980,2
316292,314560,2
316292,314650,2
316310,316720,2
316320,315210,2
316340,310620,2
316340,317130,2
316370,313240,2
316370,313820,2
316370,330170,2
316370,330455,2
316380,310620,2
316390,314790,2
316410,310060,2
316440,315960,2
316447,310620,2
316460,260370,2
316460,270300,2
316470,172100,2
316470,314790,2
316490,313310,2
316500,313820,2
316520,317070,2
316530,310490,2
316540,315250,2
316540,355410,2
316555,313270,2
316590,313250,2
316590,316710,2
316620,330170,2
316640,310490,2
316670,291280,2
316680,312950,2
316680,316680,2
316700,310490,2
316710,316720,2
316720,312090,2
316720,312230,2
316720,314800,2
316720,320530,2
316760,310620,2
316760,313670,2
316760,314390,2
316800,315700,2
316805,310620,2
316810,314800,2
316830,317120,2
316860,313670,2
316860,313920,2
316860,314630,2
316860,320320,2
316870,310620,2
316870,313170,2
316880,291560,2
316880,310560,2
316880,315420,2
316900,172100,2
316900,313670,2
316900,315580,2
316910,315250,2
316920,313670,2
316930,316370,2
316935,261220,2
316940,311160,2
316950,311840,2
316960,521150,2
316970,312770,2
316970,313580,2
316990,310620,2
317000,315120,2
317005,316840,2
317005,330490,2
317010,210596,2
317010,221100,2
317010,310350,2
317010,310400,2
317010,311860,2
317010,315120,2
317010,315770,2
317010,530010,2
317020,210594,2
317020,230830,2
317020,250700,2
317020,293330,2
317020,310375,2
317020,310730,2
317020,311180,2
317020,312670,2
317020,312950,2
317020,313420,2
317020,330170,2
317020,352410,2
317020,520540,2
317020,521150,2
317020,521770,2
317040,260790,2
317040,291360,2
317040,310860,2
317040,520870,2
317043,314800,2
317050,310620,2
317052,314700,2
317052,520800,2
317057,310620,2
317057,314520,2
317070,315180,2
317070,316940,2
317075,317020,2
317080,310620,2
317100,310010,2
317100,317020,2
317103,310860,2
317107,312160,2
317107,314180,2
317115,313940,2
317120,291560,2
317120,316110,2
317120,316720,2
317160,313330,2
317170,310490,2
317170,317070,2
320010,320280,2
320010,320490,2
320013,320500,2
320016,320500,2
320030,320503,2
320030,330250,2
320050,320340,2
320070,320340,2
320070,330170,2
320080,320010,2
320080,320130,2
320080,320245,2
320090,150553,2
320090,312770,2
320090,313170,2
320090,320130,2
320090,330020,2
320090,330170,2
320110,330220,2
320110,330490,2
320115,313770,2
320115,320120,2
320115,320170,2
320120,313770,2
320120,320370,2
320120,320520,2
320120,330490,2
320130,261160,2
320130,320210,2
320130,320245,2
320130,330285,2
320130,354780,2
320140,320530,2
320150,310110,2
320150,315430,2
320150,320060,2
320150,320130,2
320150,320240,2
320150,320320,2
320150,320460,2
320160,320305,2
320170,320120,2
320170,320530,2
320180,311330,2
320190,320245,2
320200,330240,2
320210,313180,2
320210,314430,2
320210,320130,2
320220,320450,2
320225,320130,2
320225,320320,2
320230,316250,2
320240,320245,2
320240,320506,2
320240,351880,2
320245,313940,2
320245,320190,2
320245,320230,2
320255,320370,2
320260,240325,2
320260,320240,2
320260,320520,2
320260,320530,2
320265,320370,2
320280,320520,2
320290,291072,2
320300,320130,2
320310,320140,2
320310,320230,2
320310,320380,2
320313,320130,2
320316,320130,2
320316,320290,2
320316,320500,2
320320,290560,2
320320,320240,2
320320,320305,2
320320,330070,2
320320,355030,2
320330,312770,2
320330,315430,2
320330,320210,2
320332,320380,2
320332,320530,2
320334,241220,2
320335,320520,2
320340,320140,2
320340,320450,2
320340,330070,2
320340,330170,2
320340,330240,2
320350,320320,2
320350,320520,2
320360,280290,2
320370,320130,2
320370,320190,2
320370,320480,2
320380,320280,2
320390,320410,2
320400,310110,2
320400,315430,2
320400,320530,2
320405,314430,2
320405,320500,2
320405,320520,2
320405,330550,2
320410,320100,2
320410,320300,2
320420,320420,2
320425,291560,2
320425,320390,2
320435,290560,2
320435,293135,2
320435,312770,2
320435,320490,2
320440,320340,2
320450,320150,2
320450,320280,2
320465,312560,2
320470,291560,2
320480,320020,2
320480,320490,2
320490,293135,2
320490,313130,2
320490,320405,2
320490,330240,2
320490,330510,2
320490,355030,2
320500,220840,2
320500,292740,2
320500,314430,2
320500,320320,2
320500,320410,2
320500,330240,2
320500,431490,2
320500,530010,2
320501,320490,2
320506,320010,2
320506,320370,2
320510,330170,2
320515,320490,2
320515,320500,2
320517,320450,2
320520,270140,2
320520,313770,2
320520,315430,2
320520,320040,2
320520,320060,2
320520,320080,2
320520,320245,2
320520,320410,2
320520,320460,2
320520,320506,2
320530,313770,2
320530,320010,2
320530,320320,2
320530,330170,2
330010,330080,2
330010,330420,2
330010,330510,2
330015,330100,2
330015,330455,2
330020,330270,2
330020,330510,2
330023,210070,2
330023,330130,2
330023,330330,2
330023,330490,2
330025,330170,2
330030,311340,2
330030,330260,2
330040,330620,2
330040,351340,2
330040,530010,2
330045,320500,2
330045,330420,2
330045,330600,2
330050,330110,2
330050,330330,2
330060,330170,2
330060,330455,2
330060,330550,2
330070,330045,2
330070,355030,2
330080,330550,2
330090,330100,2
330090,330240,2
330095,330455,2
330100,330080,2
330100,330220,2
330100,330285,2
330100,330452,2
330100,330550,2
330100,355030,2
330110,330240,2
330110,330455,2
330110,330550,2
330115,330090,2
330115,330480,2
330115,330490,2
330120,330550,2
330130,330170,2
330130,330490,2
330130,330510,2
330140,330455,2
330150,330110,2
330150,330130,2
330150,330550,2
330150,352690,2
330170,130260,2
330170,330070,2
330170,330190,2
330170,330452,2
330170,330630,2
330170,355030,2
330180,330555,2
330185,330130,2
330187,330130,2
330187,330430,2
330190,330520,2
330200,330490,2
330205,330240,2
330210,330240,2
330210,330340,2
330220,314390,2
330220,330130,2
330220,330230,2
330220,330415,2
330220,330490,2
330225,330040,2
330225,330390,2
330227,355030,2
330230,330240,2
330240,270430,2
330240,330023,2
330240,330070,2
330240,330330,2
330240,330430,2
330240,330510,2
330245,330340,2
330250,330070,2
330250,330452,2
330260,330550,2
330270,330020,2
330270,330025,2
330270,330070,2
330270,330080,2
330270,330360,2
330270,330510,2
330280,330045,2
330280,330170,2
330285,313130,2
330285,330260,2
330285,330490,2
330290,330510,2
330290,330610,2
330300,330240,2
330300,330490,2
330310,172100,2
330310,330240,2
330320,330130,2
330320,330400,2
330320,330490,2
330330,330040,2
330330,330070,2
330330,330130,2
330330,330185,2
330330,330400,2
330330,330430,2
330330,330580,2
330340,330210,2
330340,330350,2
330340,330550,2
330350,330290,2
330350,330415,2
330350,330490,2
330360,330030,2
330360,330320,2
330370,330290,2
330370,330550,2
330380,330400,2
330385,330455,2
330390,313670,2
330390,330130,2
330390,330260,2
330390,330320,2
330390,330400,2
330395,330510,2
330395,330610,2
330400,291480,2
330400,330040,2
330400,330045,2
330400,330395,2
330400,330610,2
330411,330630,2
330412,330030,2
330414,320280,2
330414,330200,2
330414,330550,2
330420,261160,2
330420,330010,2
330420,330600,2
330420,351570,2
330430,320150,2
330430,330070,2
330430,330260,2
330430,410430,2
330440,330555,2
330450,330455,2
330450,330630,2
330452,311330,2
330452,330090,2
330452,330350,2
330452,330480,2
330452,330620,2
330455,172100,2
330455,210350,2
330455,210420,2
330455,210870,2
330455,220050,2
330455,230125,2
330455,231290,2
330455,231360,2
330455,231395,2
330455,240050,2
330455,250890,2
330455,251140,2
330455,251530,2
330455,261410,2
330455,280030,2
330455,291080,2
330455,292465,2
330455,293135,2
330455,293330,2
330455,313770,2
330455,314390,2
330455,320245,2
330455,320380,2
330455,330020,2
330455,330040,2
330455,330100,2
330455,330300,2
330455,330340,2
330455,330390,2
330455,330630,2
330455,352590,2
330455,353440,2
330455,410690,2
330455,500270,2
330460,330590,2
330470,330240,2
330470,330300,2
330475,320120,2
330475,330023,2
330480,330170,2
330480,410940,2
330490,261160,2
330490,330320,2
330490,330350,2
330490,330415,2
330490,330555,2
330510,330070,2
330510,330200,2
330510,330227,2
330510,330330,2
330510,330390,2
330510,330550,2
330515,330340,2
330540,330390,2
330550,330045,2
330550,330490,2
330555,330630,2
330560,330070,2
330560,330415,2
330560,330510,2
330580,315410,2
330580,330350,2
330580,330415,2
330580,330452,2
330580,330600,2
330590,330110,2
330600,330170,2
330600,330330,2
330600,330350,2
330600,330555,2
330600,330610,2
330610,221100,2
330610,291480,2
330610,330320,2
330615,330410,2
330615,330415,2
330620,330023,2
330620,330370,2
330630,260790,2
330630,330170,2
350010,351440,2
350010,351600,2
350010,353060,2
350030,354970,2
350030,355170,2
350040,315180,2
350050,350190,2
350050,352590,2
350070,352530,2
350100,350940,2
350110,355710,2
350115,352250,2
350130,354240,2
350160,260720,2
350160,291470,2
350160,351280,2
350160,352690,2
350160,354980,2
350160,500270,2
350170,352930,2
350180,354980,2
350190,250440,2
350190,350160,2
350190,355030,2
350190,355160,2
350210,293330,2
350210,351110,2
350210,355030,2
350230,355010,2
350250,310120,2
350270,352390,2
350270,410690,2
350275,260280,2
350275,350920,2
350275,354730,2
350275,355700,2
350280,351820,2
350280,352044,2
350280,352710,2
350300,352010,2
350310,351140,2
350310,352530,2
350320,261160,2
350320,320240,2
350320,351380,2
350320,354290,2
350330,352670,2
350330,352690,2
350330,353870,2
350330,353930,2
350330,354390,2
350330,354890,2
350340,350750,2
350340,353670,2
350370,313960,2
350380,350160,2
350390,350635,2
350390,351830,2
350390,354880,2
350390,354990,2
350400,351000,2
350400,352900,2
350400,355030,2
350410,350160,2
350410,350250,2
350410,350900,2
350410,352340,2
350410,353240,2
350410,355240,2
350420,353010,2
350420,355710,2
350450,352710,2
350490,330440,2
350490,351050,2
350510,350650,2
350510,354160,2
350520,353670,2
350520,355030,2
350530,352710,2
350550,354340,2
350560,354020,2
350570,261260,2
350570,290160,2
350570,350900,2
350570,351880,2
350570,353060,2
350590,270300,2
350600,290160,2
350600,352900,2
350600,353890,2
350600,354140,2
350600,355070,2
350600,355220,2
350610,352044,2
350610,352480,2
350610,355170,2
350630,350400,2
350630,350600,2
350630,350750,2
350630,352090,2
350635,210520,2
350635,351050,2
350635,354100,2
350640,350640,2
350640,354160,2
350650,350280,2
350650,352260,2
350650,354160,2
350650,355030,2
350670,354890,2
350680,350320,2
350680,350750,2
350700,350750,2
350700,354520,2
350710,352590,2
350730,350750,2
350730,352290,2
350730,355070,2
350740,353350,2
350745,350750,2
350750,292400,2
350750,313670,2
350750,351230,2
350760,350410,2
350760,354100,2
350760,355240,2
350770,350210,2
350770,350650,2
350790,351110,2
350790,351410,2
350800,352230,2
350810,352480,2
350810,353260,2
350810,354140,2
350850,350760,2
350850,352720,2
350870,353070,2
350880,352530,2
350920,260370,2
350920,290160,2
350920,291470,2
350930,351110,2
350950,210100,2
350950,211150,2
350950,231410,2
350950,260280,2
350950,291760,2
350950,313130,2
350950,330170,2
350950,330455,2
350950,350750,2
350950,351060,2
350950,352340,2
350950,352930,2
350950,353070,2
350950,353200,2
350950,353440,2
350950,354140,2
350950,354780,2
350950,354850,2
350950,355710,2
350950,411370,2
350950,421200,2
350950,500270,2
350960,350900,2
350960,352400,2
350970,313240,2
350970,352720,2
351000,355630,2
351015,354640,2
351015,355720,2
351020,150170,2
351020,351760,2
351020,500270,2
351040,351907,2
351040,353180,2
351060,260370,2
351060,260700,2
351060,290160,2
351060,310860,2
351060,352210,2
351060,352220,2
351060,353010,2
351060,353800,2
351060,354100,2
351080,355330,2
351100,355710,2
351100,500270,2
351110,353390,2
351150,261220,2
351150,352530,2
351150,353870,2
351150,355030,2
351160,316720,2
351160,351150,2
351160,355450,2
351170,260370,2
351190,210594,2
351190,353460,2
351200,350610,2
351200,354980,2
351210,317020,2
351220,250440,2
351220,311230,2
351220,355240,2
351240,353870,2
351250,355710,2
351280,210300,2
351290,355260,2
351300,150140,2
351300,261160,2
351300,330550,2
351300,354100,2
351310,353080,2
351330,353550,2
351340,351840,2
351350,261160,2
351370,353930,2
351380,210540,2
351380,211010,2
351380,211300,2
351380,220840,2
351380,260280,2
351380,291810,2
351380,292400,2
351380,293080,2
351380,330170,2
351380,330490,2
351380,330555,2
351380,352210,2
351380,352220,2
351380,352250,2
351380,353440,2
351380,355280,2
351390,352930,2
351390,355170,2
351400,350320,2
351410,260370,2
351410,350530,2
351410,350790,2
351410,352290,2
351410,354640,2
351420,354980,2
351430,350320,2
351430,351930,2
351440,353540,2
351440,500830,2
351450,350750,2
351450,352530,2
351480,355030,2
351490,353180,2
351492,354980,2
351495,353390,2
351500,261100,2
351500,290550,2
351500,290680,2
351500,291470,2
351500,350390,2
351500,353620,2
351500,354780,2
351510,350920,2
351510,354780,2
351515,350330,2
351515,353650,2
351515,355030,2
351518,352260,2
351519,240940,2
351535,355410,2
351560,350370,2
351570,220840,2
351570,350570,2
351570,351380,2
351570,354780,2
351570,354880,2
351580,354140,2
351590,354980,2
351620,316470,2
351620,353430,2
351620,354980,2
351620,355170,2
351630,351060,2
351630,351380,2
351630,352220,2
351630,510340,2
351640,354100,2
351640,510270,2
351650,350640,2
351660,350600,2
351670,350390,2
351700,351700,2
351700,353730,2
351760,350270,2
351790,354980,2
351800,352480,2
351800,355710,2
351810,354140,2
351820,351110,2
351820,352710,2
351820,354980,2
351830,351060,2
351850,352240,2
351870,211250,2
351870,261160,2
351870,330455,2
351870,351880,2
351880,130260,2
351880,210350,2
351880,210540,2
351880,210594,2
351880,221060,2
351880,230310,2
351880,240325,2
351880,250700,2
351880,260300,2
351880,260700,2
351880,260720,2
351880,270430,2
351880,292970,2
351880,310860,2
351880,312670,2
351880,330240,2
351880,330455,2
351880,350160,2
351880,350900,2
351880,351050,2
351880,351060,2
351880,351630,2
351880,351870,2
351880,352940,2
351880,353240,2
351880,353760,2
351880,355070,2
351880,355280,2
351890,352480,2
351907,260875,2
351907,261160,2
351907,352050,2
351907,354520,2
351940,250010,2
351940,251230,2
351940,351110,2
351960,261220,2
351960,354340,2
351970,350570,2
351970,351060,2
351970,352220,2
351970,353440,2
351970,354520,2
352030,291360,2
352030,352210,2
352040,291470,2
352044,354140,2
352050,211010,2
352050,292335,2
352050,330200,2
352050,350760,2
352050,352210,2
352050,355240,2
352070,355710,2
352080,352900,2
352090,350600,2
352130,351740,2
352130,352410,2
352140,350950,2
352140,352670,2
352140,353870,2
352140,354580,2
352150,354980,2
352160,351440,2
352170,350750,2
352170,352320,2
352190,352190,2
352190,353350,2
352200,350600,2
352200,350750,2
352210,351880,2
352210,353620,2
352210,354260,2
352220,291470,2
352220,320530,2
352220,351380,2
352220,352250,2
352220,353620,2
352230,351760,2
352230,353620,2
352230,353870,2
352240,351020,2
352240,352230,2
352240,411990,2
352250,220620,2
352250,291470,2
352250,350920,2
352250,351500,2
352250,352210,2
352250,352220,2
352250,354100,2
352260,350320,2
352260,352930,2
352260,355030,2
352260,355170,2
352270,355170,2
352280,352240,2
352300,354980,2
352310,220840,2
352310,330170,2
352310,351050,2
352310,351060,2
352310,352220,2
352310,352720,2
352310,355280,2
352310,412770,2
352330,354100,2
352330,355030,2
352330,355100,2
352340,211250,2
352360,355040,2
352390,351760,2
352400,350760,2
352400,350840,2
352400,350960,2
352400,355670,2
352430,355030,2
352440,351050,2
352440,353060,2
352470,210540,2
352470,350160,2
352470,352590,2
352480,351550,2
352480,355030,2
352510,330240,2
352520,354780,2
352530,354640,2
352540,352410,2
352570,355710,2
352580,351670,2
352590,210300,2
352590,210540,2
352590,210680,2
352590,290160,2
352590,350570,2
352590,351060,2
352590,351880,2
352590,352390,2
352590,353650,2
352590,354140,2
352590,355670,2
352610,354100,2
352620,353440,2
352630,351840,2
352630,355030,2
352640,353010,2
352640,354260,2
352650,355710,2
352660,320490,2
352660,355410,2
352670,291470,2
352670,352690,2
352670,355240,2
352690,261220,2
352690,354390,2
352700,350190,2
352700,355210,2
352710,350750,2
352720,350850,2
352720,351340,2
352720,351360,2
352725,353260,2
352730,240940,2
352730,291470,2
352730,355240,2
352760,350590,2
352760,355090,2
352770,210580,2
352800,351910,2
352820,312770,2
352820,352480,2
352840,350920,2
352840,351300,2
352840,352230,2
352840,352250,2
352850,351060,2
352850,352250,2
352880,354140,2
352885,251230,2
352890,352900,2
352900,354640,2
352910,520110,2
352920,410430,2
352940,240325,2
352940,261480,2
352940,350570,2
352940,351880,2
352940,354850,2
352940,355100,2
352960,351110,2
352965,351550,2
352965,354980,2
352970,351740,2
352990,351500,2
353010,220580,2
353010,291750,2
353010,350600,2
353010,351110,2
353010,351820,2
353010,355710,2
353030,352480,2
353030,352710,2
353030,355710,2
353050,351390,2
353050,353070,2
353050,354340,2
353050,355240,2
353060,240940,2
353060,291470,2
353060,350250,2
353060,350570,2
353060,351050,2
353060,353800,2
353060,500270,2
353080,355170,2
353090,354340,2
353110,354780,2
353130,352430,2
353140,351110,2
353150,354980,2
353190,351110,2
353190,351620,2
353190,353430,2
353200,350190,2
353230,311230,2
353284,354980,2
353286,355010,2
353290,350610,2
353300,291470,2
353300,350550,2
353310,351440,2
353340,354580,2
353360,351620,2
353380,354640,2
353390,352010,2
353430,355170,2
353440,220840,2
353440,261160,2
353440,313520,2
353440,316800,2
353440,330490,2
353440,354850,2
353440,355540,2
353440,411820,2
353470,350750,2
353470,352900,2
353470,354140,2
353480,355510,2
353510,355260,2
353520,351550,2
353530,350400,2
353530,354640,2
353540,500270,2
353550,352710,2
353550,354980,2
353560,354500,2
353570,172100,2
353580,355030,2
353590,220770,2
353590,354040,2
353600,350010,2
353600,352710,2
353600,354640,2
353610,314330,2
353625,351550,2
353630,260370,2
353640,354150,2
353650,355620,2
353657,350070,2
353670,352710,2
353670,352800,2
353670,353470,2
353670,354140,2
353670,354640,2
353690,354980,2
353710,350160,2
353730,350600,2
353730,350650,2
353740,350420,2
353740,351110,2
353740,353260,2
353760,352220,2
353760,355280,2
353770,355710,2
353780,260790,2
353780,261160,2
353800,351840,2
353800,352260,2
353810,171820,2
353810,355260,2
353820,350190,2
353820,350950,2
353850,351840,2
353850,353800,2
353860,350950,2
353860,355410,2
353870,350320,2
353870,352690,2
353870,354390,2
353880,352530,2
353890,350880,2
353890,352900,2
353900,350610,2
353900,354980,2
353910,350920,2
353910,352390,2
353920,354240,2
353930,354070,2
353930,354890,2
353940,353670,2
353960,355710,2
353980,351830,2
353980,353620,2
354000,353470,2
354010,350600,2
354010,352530,2
354020,352930,2
354025,317043,2
354030,354980,2
354060,260280,2
354060,354990,2
354070,353930,2
354070,355170,2
354100,292740,2
354100,351880,2
354105,350600,2
354120,316990,2
354120,350130,2
354140,320520,2
354140,354130,2
354190,351840,2
354200,355500,2
354210,291470,2
354210,350950,2
354220,350580,2
354220,500620,2
354270,353630,2
354280,352230,2
354320,354540,2
354330,351060,2
354330,353060,2
354340,210810,2
354340,211250,2
354340,291560,2
354340,330170,2
354340,351870,2
354340,352710,2
354340,354940,2
354350,412410,2
354370,352930,2
354390,291470,2
354390,292440,2
354390,313770,2
354400,350950,2
354425,130260,2
354450,354980,2
354490,350590,2
354500,352310,2
354500,354990,2
354510,352900,2
354510,354140,2
354510,354640,2
354520,350750,2
354520,350840,2
354520,351040,2
354520,351060,2
354520,351380,2
354520,351630,2
354520,355060,2
354530,352250,2
354530,355030,2
354540,350400,2
354550,354425,2
354550,355430,2
354570,355710,2
354580,351880,2
354580,352340,2
354580,352590,2
354580,353340,2
354620,350330,2
354620,350950,2
354625,354340,2
354625,355170,2
354630,354890,2
354640,351450,2
354640,355030,2
354650,354340,2
354660,351110,2
354670,291470,2
354670,350950,2
354680,351060,2
354680,351380,2
354680,355410,2
354700,351170,2
354730,220320,2
354730,250440,2
354730,350960,2
354730,351640,2
354730,351880,2
354730,352220,2
354730,352390,2
354730,355280,2
354750,350320,2
354770,354150,2
354780,150550,2
354780,210800,2
354780,220770,2
354780,220840,2
354780,260915,2
354780,290160,2
354780,291470,2
354780,291535,2
354780,293320,2
354780,310860,2
354780,330200,2
354780,350570,2
354780,350920,2
354780,352220,2
354780,354140,2
354780,354850,2
354790,350940,2
354810,354910,2
354840,350640,2
354840,354160,2
354850,250690,2
354850,261220,2
354870,220320,2
354870,240050,2
354870,260280,2
354870,260370,2
354870,261220,2
354870,270680,2
354870,330170,2
354870,352210,2
354870,352220,2
354870,353060,2
354870,354850,2
354870,355100,2
354870,411990,2
354870,430350,2
354870,500270,2
354880,291470,2
354880,292740,2
354880,355280,2
354890,350600,2
354890,411840,2
354900,314560,2
354900,354980,2
354900,355710,2
354910,150130,2
354910,355240,2
354925,351690,2
354930,354140,2
354940,350950,2
354960,350250,2
354970,355030,2
354980,220770,2
354980,350320,2
354980,351110,2
354980,353475,2
354990,210540,2
354990,220770,2
354990,220830,2
354990,311550,2
354990,315250,2
354990,350950,2
354990,350960,2
354990,350970,2
354990,351830,2
354990,353440,2
354990,354870,2
354990,500270,2
354995,351060,2
355010,350600,2
355020,355030,2
355020,355700,2
355030,150550,2
355030,150613,2
355030,210200,2
355030,210350,2
355030,211010,2
355030,211290,2
355030,220230,2
355030,220290,2
355030,230365,2
355030,230870,2
355030,240810,2
355030,240940,2
355030,260060,2
355030,260080,2
355030,260200,2
355030,260300,2
355030,260570,2
355030,260600,2
355030,261000,2
355030,261350,2
355030,270800,2
355030,290070,2
355030,290460,2
355030,290550,2
355030,291120,2
355030,291800,2
355030,291955,2
355030,292970,2
355030,293135,2
355030,311830,2
355030,312510,2
355030,312560,2
355030,313270,2
355030,314000,2
355030,314710,2
355030,314870,2
355030,317020,2
355030,317070,2
355030,320040,2
355030,320280,2
355030,320506,2
355030,320530,2
355030,330330,2
355030,330380,2
355030,330420,2
355030,330600,2
355030,350190,2
355030,350220,2
355030,350450,2
355030,350580,2
355030,350700,2
355030,351340,2
355030,352400,2
355030,352410,2
355030,352600,2
355030,352690,2
355030,352900,2
355030,354070,2
355030,354390,2
355030,354520,2
355030,354530,2
355030,354640,2
355030,354890,2
355030,354910,2
355030,355240,2
355030,355710,2
355030,410240,2
355030,410690,2
355030,420320,2
355030,420540,2
355030,510840,2
355040,352530,2
355050,354640,2
355060,351970,2
355070,231410,2
355070,293330,2
355070,352210,2
355070,354100,2
355090,353630,2
355100,250690,2
355100,270680,2
355100,351380,2
355100,351880,2
355100,353620,2
355100,355070,2
355150,353630,2
355160,353080,2
355170,350610,2
355190,355710,2
355200,350250,2
355210,355030,2
355210,355240,2
355220,251230,2
355220,290160,2
355220,291470,2
355220,330170,2
355220,330285,2
355220,350570,2
355220,350700,2
355220,350950,2
355220,351020,2
355220,354990,2
355220,411990,2
355230,351110,2
355230,354980,2
355230,355710,2
355240,210270,2
355240,220840,2
355240,230130,2
355240,312770,2
355240,350840,2
355240,352400,2
355240,352470,2
355240,352590,2
355240,353870,2
355240,355540,2
355250,352250,2
355255,355230,2
355270,351910,2
355270,353290,2
355280,260530,2
355280,320130,2
355280,352250,2
355280,352590,2
355280,353620,2
355320,352430,2
355330,350940,2
355330,354910,2
355360,350870,2
355365,350550,2
355365,410480,2
355370,210232,2
355370,352430,2
355370,354890,2
355380,350600,2
355380,352530,2
355380,353470,2
355400,350950,2
355400,351020,2
355400,352250,2
355410,350950,2
355430,354150,2
355440,355680,2
355450,351380,2
355450,353870,2
355450,354990,2
355460,354640,2
355465,355400,2
355470,350750,2
355480,350970,2
355500,350760,2
355500,354980,2
355510,354150,2
355540,315250,2
355540,330010,2
355540,355030,2
355590,350600,2
355590,354160,2
355610,352480,2
355620,350160,2
355620,350760,2
355620,351830,2
355620,355030,2
355630,354980,2
355640,354890,2
355660,292250,2
355670,291760,2
355670,350760,2
355670,352590,2
355670,355240,2
355680,351110,2
355680,354340,2
355680,354980,2
355700,352240,2
355700,354990,2
355710,352480,2
355710,355030,2
410040,320130,2
410040,410040,2
410040,411520,2
410050,410690,2
410060,410480,2
410060,410590,2
410060,411520,2
410090,412625,2
410100,410480,2
410100,410690,2
410120,410420,2
410140,355030,2
410140,411915,2
410140,412240,2
410150,317130,2
410150,410420,2
410150,411310,2
410160,352320,2
410160,410700,2
410160,411940,2
410160,412710,2
410180,320130,2
410180,410430,2
410180,410765,2
410180,411070,2
410180,411320,2
410180,412535,2
410190,410370,2
410200,410820,2
410200,410840,2
410240,352900,2
410240,411990,2
410250,411840,2
410250,412625,2
410260,412035,2
410270,411180,2
410280,412240,2
410290,411070,2
410300,320150,2
410300,411220,2
410304,410400,2
410310,410420,2
410315,421720,2
410320,411310,2
410320,412580,2
410320,412625,2
410340,411190,2
410345,410200,2
410345,412250,2
410360,354540,2
410360,412780,2
410370,220620,2
410390,411840,2
410400,410180,2
410400,410420,2
410405,410442,2
410405,412090,2
410420,410180,2
410420,410400,2
410420,411915,2
410420,412550,2
410425,410400,2
410430,411680,2
410430,412550,2
410440,412385,2
410442,410400,2
