CNES,records
2515989,2600
2674513,2594
2449439,2590
3024571,2589
7244339,2587
2658372,2585
3421597,2584
2081717,2583
2772752,2581
2590182,2580
2323559,2575
2570076,2572
2278286,2569
3010104,2569
2664984,2567
2301601,2563
2804042,2562
2379163,2559
7356439,2558
2676435,2554
2790610,2553
2688565,2545
2391570,2535
3171353,2535
2452804,2532
2791692,2531
2639254,2530
2395274,2525
2397714,2525
2442531,2525
2760649,2519
2246813,2515
4020510,2512
2296152,2511
2534231,2509
2012839,2508
7306504,2508
6137504,2507
2304155,2506
2674785,2505
2686929,2505
2538342,2499
2376776,2498
2729504,2498
8007209,2497
3053423,2495
2575957,2491
0019003,2487
2016354,2486
3574261,2484
5144175,2480
2340038,2479
2722380,2477
2197693,2474
2305534,2468
2008106,2466
2448807,2466
2305097,2459
3040119,2459
2248247,2458
2080842,2457
2016540,2455
2389584,2454
2391449,2454
5968496,2454
2752603,2449
2119455,2448
5022118,2448
2761254,2446
2810069,2444
2460432,2442
2678578,2440
2806231,2440
0000183,2439
2288915,2438
2168243,2434
2646439,2431
2331101,2428
2719290,2427
2410141,2421
2645157,2420
2531771,2415
3988732,2414
5749018,2414
2013282,2412
4005759,2411
2372517,2410
2079364,2403
3185591,2403
2647095,2399
2121808,2395
2200481,2395
2517019,2394
3369293,2394
2594366,2392
7368704,2392
5874645,2389
2143127,2385
6440630,2385
2098547,2384
2703025,2382
7459750,2382
3792595,2381
2318172,2380
2081067,2377
2460017,2377
2117096,2375
2776022,2375
2109034,2372
7373120,2370
2003570,2368
3142531,2366
2394545,2365
2382466,2364
2427176,2359
2808633,2355
2475847,2350
2558262,2347
2091267,2341
3636364,2337
2017660,2336
2386879,2335
2570300,2335
2673800,2333
2764792,2331
2662876,2323
2121387,2317
2795620,2316
2560984,2313
2781700,2313
2526239,2311
2707659,2302
2461234,2301
2081784,2298
2601591,2295
2090333,2294
2508176,2294
2419653,2287
2442019,2283
2613751,2283
2410834,2280
2460335,2279
2119439,2276
2498790,2274
2246767,2272
3019012,2272
2537850,2271
2645378,2270
2649497,2270
2796384,2270
2717379,2264
2381303,2263
2515067,2261
2302748,2260
2387131,2259
6048692,2258
2710463,2256
2817950,2256
4029801,2256
2712059,2255
2267802,2254
2483998,2254
4032594,2252
2250829,2249
2397269,2244
2082438,2236
2431823,2236
2099233,2230
3048675,2226
2309602,2225
2413922,2224
2426099,2224
2139146,2218
2234394,2218
2761009,2217
2323540,2216
2523310,2216
2582465,2215
2140063,2214
2371618,2214
2796473,2214
2799820,2211
7151888,2209
2308061,2208
2695839,2208
2324172,2207
4020405,2207
5025729,2206
2765098,2203
2080478,2201
2646404,2196
2435802,2195
2570890,2193
0026050,2184
2210924,2179
2751011,2177
6236367,2171
2081113,2168
2794144,2168
5395674,2165
2778505,2160
2338181,2158
2461838,2157
7105088,2156
2382474,2153
3053857,2152
2586061,2150
2143852,2146
2517523,2146
2647036,2146
2149419,2145
2576341,2144
2638924,2142
2361027,2140
2483548,2140
2312107,2139
2461153,2138
2675951,2137
5498465,2128
3537234,2126
2098407,2124
2207664,2124
2078546,2115
2508222,2114
2329484,2113
2702703,2112
2081105,2111
2082659,2111
3607372,2110
2312158,2109
2443198,2102
0018694,2099
2483424,2099
2792451,2097
2772973,2096
2490935,2095
2653230,2091
3024628,2091
2699966,2088
2381125,2086
2595125,2086
3039250,2085
2613549,2083
5060761,2083
2638983,2081
3332217,2081
2079518,2074
2499975,2073
2703505,2070
2448173,2064
2078449,2061
2761114,2061
6146376,2059
2460580,2057
2227673,2053
5525047,2053
2120402,2048
9627812,2046
2127695,2044
3146529,2044
2244292,2043
2344254,2043
2453363,2043
2126796,2041
2286289,2036
2616181,2034
2088525,2031
2318687,2030
2392887,2029
2142627,2027
2536838,2026
2558416,2026
6424457,2026
2008858,2025
2557843,2024
2387263,2023
2292386,2021
3345866,2019
2383942,2018
3654796,2018
2587734,2016
2378213,2014
3030415,2013
2465108,2012
2680513,2004
2518996,2002
2139057,1998
2244322,1994
2598183,1989
2791684,1989
2604426,1988
2024624,1983
2371707,1983
3014509,1981
2089564,1980
2529769,1980
2016419,1979
2461765,1974
2425599,1972
2092638,1971
2672111,1970
2244225,1969
2585057,1969
5950619,1969
2084201,1967
2100703,1967
2443031,1967
2381990,1965
2696002,1964
2516284,1961
2167379,1957
2227908,1955
6757960,1954
2276267,1953
2772329,1953
2561336,1952
2751569,1949
2414465,1947
2715309,1947
2079178,1946
2149710,1946
2590271,1946
2638894,1944
2549263,1942
2344858,1940
9262199,1938
2309580,1937
2393395,1937
2081385,1936
2761238,1932
7947984,1931
2710447,1927
2658542,1925
2401665,1922
2499029,1922
2302330,1919
2677040,1918
2365022,1916
6945368,1910
2081156,1907
2083027,1907
2365103,1906
2582554,1906
2442604,1905
2743388,1905
2323605,1904
2529777,1901
2499037,1900
2135949,1899
2506572,1894
2493330,1889
2519593,1889
4028511,1887
2443023,1878
2760681,1878
4054695,1875
2721643,1869
2639165,1868
5621674,1868
6559476,1866
2076934,1865
2339706,1865
2620111,1861
2639092,1858
2430517,1856
2083248,1855
2227770,1855
2412276,1855
2595265,1854
2509245,1852
2680971,1850
2819899,1845
2372819,1844
2769603,1841
2241226,1837
2646773,1836
2563460,1833
2013568,1832
2330083,1831
2646617,1829
4054954,1823
2082942,1818
2464101,1815
3356868,1815
2225328,1814
2249510,1806
2563487,1806
2524996,1804
2121719,1802
2522489,1802
2079461,1801
2479710,1798
2173565,1797
2766876,1794
2250772,1792
2815214,1792
2536935,1791
2708922,1791
9365230,1789
2600854,1783
2205009,1781
2178982,1777
2538571,1777
2577283,1776
2691558,1774
2676575,1773
2516381,1771
2280051,1770
2102773,1769
2292084,1769
2376873,1769
2755173,1768
5915104,1767
2697548,1766
2588188,1764
2083264,1761
2290456,1761
2461897,1761
2703084,1761
2589281,1760
2703017,1758
2313669,1757
2484676,1757
2737531,1757
2428784,1754
2485729,1754
2796376,1752
2082306,1751
2095912,1749
2515598,1749
2364883,1748
2656159,1747
9194258,1747
2144166,1744
2475227,1742
3482146,1741
2098156,1740
2309513,1740
2600730,1740
3070328,1739
3556239,1735
2337509,1733
2441977,1733
0018813,1732
2121409,1731
2735962,1731
2377616,1729
2703378,1729
2762544,1729
2092980,1726
2016567,1724
2337495,1724
2598221,1724
5618347,1721
2319276,1720
2114143,1718
2241102,1718
2614472,1718
2753804,1718
2391724,1717
2535157,1716
2144042,1715
2713497,1715
2454750,1709
2703351,1709
2146096,1708
2764830,1708
2093227,1707
2516292,1707
2549905,1707
2311445,1703
6210937,1703
2803984,1701
2365405,1700
5077680,1699
2276186,1697
2228580,1696
2601397,1696
2549328,1694
4051181,1692
5240085,1692
2733633,1690
2774216,1687
2328968,1685
2585375,1685
7254628,1683
7019661,1682
2777592,1680
2802473,1680
2117479,1677
2675811,1677
2715163,1672
2413043,1670
2080265,1669
2016478,1668
2079399,1667
2307510,1667
4051165,1666
2463059,1665
2722372,1664
0000356,1663
2808587,1663
2646358,1662
2323931,1660
2349574,1660
2301296,1659
2639211,1659
2374439,1658
2281589,1656
2652099,1656
2523051,1654
2599643,1653
2678233,1653
2310805,1651
2392399,1649
2679469,1649
2753979,1648
2620464,1647
2441888,1646
2395266,1645
2233347,1644
2547317,1644
2437023,1643
2387700,1642
3191737,1641
2172836,1638
2236354,1636
2712016,1634
2436205,1633
2016672,1627
2161702,1627
2192128,1627
2525259,1621
2760940,1621
2079283,1620
2318644,1620
2334801,1619
2441969,1619
2412985,1618
2611481,1615
6370888,1614
2080508,1611
2600714,1611
2442450,1610
2601117,1610
2135914,1608
5069149,1608
2620421,1604
2753774,1604
2246791,1603
2601400,1603
2271281,1602
2576430,1600
2601567,1600
2080524,1598
2796430,1597
2652706,1596
2260050,1595
2474506,1595
2729547,1594
2340526,1592
3526569,1590
2449552,1588
4025148,1588
2801582,1587
3028593,1587
2584573,1586
2613417,1586
2664151,1586
2270692,1584
2144557,1583
8001510,1583
2314061,1582
2776030,1581
2357445,1578
7149328,1578
2257467,1577
2080621,1576
2017679,1575
2181029,1575
2582538,1575
2442671,1571
2534517,1571
2078406,1570
2726688,1569
2172852,1568
2554429,1566
3039420,1565
2271141,1564
2515369,1560
2321122,1556
2079348,1555
2381206,1555
2387514,1555
2679477,1555
2620006,1551
2080370,1549
3021203,1549
0000025,1547
6347223,1547
2241137,1544
2708914,1544
2547090,1542
9461493,1540
2516276,1539
4022807,1539
2312069,1538
2338440,1538
2234424,1537
2400901,1536
2119447,1535
2572443,1535
2678322,1535
2660202,1534
2715228,1534
2348179,1532
2738120,1531
2760630,1531
2761467,1529
2708906,1527
3012611,1526
9590676,1526
2392968,1525
2702975,1524
0000063,1523
2120542,1523
2082934,1522
2151839,1521
2438410,1519
2764806,1518
2471795,1516
3582647,1516
2507803,1514
2028239,1513
2639319,1513
2345374,1511
3141330,1508
2119501,1507
2337754,1507
9153535,1507
6201059,1505
2735989,1504
2535165,1503
2678624,1503
3500594,1503
3286096,1500
2493195,1495
2753960,1493
2397056,1491
2577798,1490
2783797,1490
2638959,1489
2801558,1489
2505886,1487
2571757,1487
3032825,1486
5586488,1486
2531933,1485
7755333,1485
2197014,1482
7938861,1482
2228734,1479
2269384,1479
2328542,1477
2760738,1473
4023536,1473
5307864,1470
3354423,1467
4026675,1467
2340585,1466
2430118,1465
2102579,1464
2687089,1463
2395479,1461
2375761,1460
2474336,1460
2011859,1458
2376261,1457
2703092,1455
2534916,1453
2365251,1452
2764784,1449
2461900,1448
7486596,1447
2508915,1446
2004259,1444
2687046,1444
2371197,1443
2467348,1441
2570092,1440
2139626,1439
2396998,1439
2729423,1438
6006914,1435
2283808,1431
2802074,1428
2206382,1427
2415623,1425
2498731,1425
2337525,1418
2017652,1416
2447274,1415
3019608,1415
2790637,1414
2009161,1413
2653125,1412
2729539,1412
2024438,1410
2109980,1409
2124289,1409
2135884,1409
2694603,1408
3386023,1399
5886201,1397
2244098,1396
2340593,1395
2082462,1392
2536587,1389
2372487,1388
2627256,1387
2524805,1382
2412241,1381
2571811,1381
9631526,1381
2748231,1380
0000080,1379
0003972,1378
2324040,1378
2507048,1375
2330946,1373
2016648,1372
2246902,1369
8013926,1369
2738171,1368
2375680,1367
2602636,1363
5332419,1362
2694301,1361
2639238,1360
3018520,1358
2602172,1354
2461099,1353
2484269,1352
2767937,1352
2445204,1351
3008045,1350
0000226,1349
3005402,1349
3452263,1349
2760797,1347
2307707,1346
2311305,1346
3556441,1345
2000393,1344
2601575,1344
2523132,1343
2708345,1342
2083973,1338
2597586,1334
2268051,1332
3404242,1332
2089645,1331
2731444,1331
7354606,1331
8005877,1330
2304538,1329
2472937,1328
2573172,1326
3049434,1326
6600476,1326
2646633,1324
4001958,1324
7539797,1324
2354845,1322
2740540,1319
2766167,1319
2722356,1318
2343185,1317
2324261,1315
2793466,1315
2474859,1313
2587785,1313
2179172,1311
2507137,1311
2431106,1309
6355099,1309
2700204,1307
2005360,1306
2395916,1301
2053519,1300
2311674,1300
2651505,1300
2324075,1295
2016249,1292
2478293,1292
2499339,1291
2009242,1290
2301504,1289
2121514,1287
2747693,1287
2777754,1287
3049450,1286
3812553,1284
7943733,1283
2376806,1281
5354706,1281
2602571,1280
2318695,1279
2535130,1277
2815966,1276
2778831,1275
3008436,1275
9151583,1274
2505843,1271
2376768,1268
2427184,1267
7914075,1267
2208067,1266
2479478,1266
9275134,1265
2082810,1264
2079356,1263
2260069,1262
3104257,1262
2304848,1261
3166597,1261
3795292,1258
2118335,1257
4024222,1255
0000156,1254
2024772,1254
2205866,1254
0000257,1252
2316366,1249
2100363,1247
2011166,1246
2582627,1243
2311992,1242
2733285,1242
2084023,1240
2760991,1240
2793903,1240
2080567,1239
2099217,1239
2536900,1238
2392895,1237
2147947,1236
2561298,1236
2000083,1235
7768400,1235
2246910,1234
4033418,1234
2592509,1230
2098474,1229
2741962,1229
2531798,1228
2151642,1226
2588242,1226
2446413,1222
2340194,1221
3271110,1219
2526492,1215
2283794,1212
2534940,1212
2646595,1211
2389398,1208
2343525,1207
2195224,1206
2090171,1205
2708000,1203
7981457,1203
2118858,1202
2383489,1202
0014133,1198
2655845,1197
5288541,1197
3232514,1195
5510341,1195
2331500,1194
3044831,1192
2760827,1191
2118092,1190
2525062,1188
2371065,1187
2412845,1183
7152566,1183
2556510,1182
2166305,1181
2403242,1180
4022750,1178
2172860,1175
2314428,1174
2441535,1174
2009625,1172
2011891,1172
2583712,1172
2009528,1171
2228556,1170
7905602,1170
2167727,1168
2117568,1167
2703394,1163
2646447,1158
2244128,1157
2602652,1157
6312314,1157
2323621,1155
2419246,1154
2003856,1152
2390868,1152
4007514,1150
2631180,1148
7695004,1147
2592363,1146
2753766,1145
2018152,1144
2078686,1142
2708930,1142
2678500,1141
2364921,1140
2464268,1140
2616114,1137
4033043,1136
2292270,1135
2550555,1134
2320541,1132
2391791,1132
2328755,1131
2711877,1131
3005860,1131
2524848,1129
4023463,1129
2418304,1127
2450151,1126
2567466,1126
0000046,1125
2532891,1125
2808560,1125
2527391,1124
2585766,1123
3134423,1123
7405464,1123
2317958,1122
2205882,1121
2413671,1121
2382482,1118
2615738,1117
2241072,1114
2585340,1114
2675536,1114
2703068,1113
4032829,1113
6603378,1112
2705494,1110
2375990,1104
2561352,1103
2695855,1103
2454475,1102
2733560,1102
2333864,1101
7901127,1101
6277578,1100
2461625,1099
2372479,1098
2543443,1098
2080451,1097
2267454,1097
2252023,1096
2081431,1091
2246783,1087
2666626,1086
2139103,1084
2794136,1083
2569701,1081
2490218,1080
2492911,1080
2577429,1080
7250401,1079
2311313,1076
2742055,1076
2316668,1074
2769875,1073
2515466,1072
2275228,1070
2312298,1069
2122618,1066
2483033,1066
2573415,1066
2342642,1065
2452979,1064
2344491,1063
2102854,1062
2791714,1060
2304295,1056
2417456,1056
2252058,1055
2603748,1055
2810123,1055
2151855,1054
2639203,1052
2262010,1050
2506122,1050
2615800,1049
2644827,1046
2672839,1043
2146495,1041
2352559,1041
2819147,1041
2312115,1040
2523787,1040
2715171,1039
2180731,1036
2570777,1032
2448416,1031
2080915,1028
2466694,1028
2550350,1026
2010380,1025
2442701,1025
2560240,1025
3030121,1025
2270056,1023
2495414,1023
2514621,1022
2081997,1020
2311607,1018
2462559,1018
2615762,1018
2655918,1017
2801590,1016
9324003,1016
2799812,1015
2413507,1014
4011325,1014
2259982,1012
2507315,1012
2738333,1012
3427862,1012
3513351,1012
4022262,1012
2442817,1010
2444259,1010
2796341,1010
2019728,1006
2139138,1005
2452774,1003
2233428,1002
2704390,1002
2482894,999
2127733,998
0000125,996
2535742,996
2722410,995
6592961,995
2433788,992
2761173,992
2304953,991
2019736,990
2615991,989
2760916,989
2799766,986
2546000,985
2777576,985
3028429,983
2374757,982
2711915,982
7773250,982
2348470,980
2665352,979
2026074,978
2098938,978
2271451,977
3249336,977
2079909,976
2573075,974
2751046,974
2613298,970
2587793,969
3401146,968
2179628,966
2241218,966
3013162,966
9031103,966
6697054,965
2514435,964
3193993,961
2472791,959
2715279,959
2777665,958
2324334,957
2587777,957
7481063,956
2001594,955
2390078,955
2463067,955
2478285,955
2558300,954
2081989,953
2382687,952
2775964,952
2079437,951
2418630,951
2534886,951
3211649,951
5412293,948
2705923,941
2443171,938
7022042,938
2221985,937
2344408,936
2096005,935
2781719,935
2471590,933
2621622,933
2639106,932
2676680,932
2297442,930
2515423,930
2476827,929
2461390,927
2288230,926
2365375,924
2554011,924
2167573,921
2182610,920
6148425,920
2704633,919
2278170,917
2363682,916
2536781,916
2621606,916
5075416,916
3156516,914
2183560,913
2016656,912
2397609,912
2761068,912
2744392,911
2398400,910
6390463,909
2443139,908
3759148,908
5685834,907
2308908,905
2344033,904
2509040,902
2613301,902
2078430,900
2312093,899
2808501,899
2535637,898
2353296,897
7667299,897
2081245,895
2804638,895
4012526,895
2411245,894
7137818,893
3208419,891
2388685,890
2638851,890
2747685,890
3937127,890
4026608,889
2255936,888
2103230,887
2371332,887
2092093,886
2694298,886
2082667,885
2811278,885
2733315,884
2080206,883
9624325,883
2512149,882
2507870,880
2638967,880
2115077,879
2386321,878
2392801,878
2561891,878
7070179,878
0011738,877
2626667,876
2356430,875
2498456,875
2719339,875
2655780,874
2244268,871
2382490,869
2511215,869
2738201,869
5580331,869
2526379,868
2753995,867
2745402,865
2283832,864
2711397,864
2733684,864
2716593,863
2259869,860
2571358,860
2304767,859
2364824,859
2374749,858
2754002,858
2000970,857
2408139,857
2528282,857
2516144,856
2558327,854
2715384,854
3587010,854
2079852,853
2446782,853
2082756,851
2329387,851
7110693,851
7278608,851
6014194,850
6254160,849
2498227,848
2616513,848
2638940,848
2079402,847
2081164,843
2335506,843
2559188,842
2775921,842
7305303,841
9755128,840
3358860,839
2053500,838
2083124,837
2615819,835
3271137,835
2453142,834
2682710,834
4032691,834
2263297,833
2442027,833
2591340,833
3541037,828
2235412,825
3034984,825
6611044,825
3890457,824
2272113,823
2809990,823
7117485,823
2714485,822
2340607,821
2414058,820
2722429,820
2361671,819
2764873,819
2249626,818
6659772,817
2523515,816
3378691,815
2244330,814
2546116,814
2267810,813
2516594,813
2599899,812
2654709,811
4057058,811
2081660,810
2490773,809
2478277,807
2811626,807
2716291,806
2081598,805
2318660,805
2476266,805
2494167,804
2561441,804
2706709,804
2246872,803
2327961,803
2376652,802
2441268,801
2101270,800
2638975,800
4032837,800
2079429,799
2515431,799
7254032,799
2157063,798
2463334,798
5237033,798
2535238,797
2715201,797
2442388,796
2270927,795
2587823,795
2279509,794
2365057,794
2450631,793
2471604,793
2515601,792
2526557,791
2346826,789
2482525,787
2384086,786
2535963,786
2585367,786
4021460,786
2072513,782
2465027,781
2328119,780
2461641,780
2589265,779
2272369,778
2377462,776
2081296,775
2080109,773
2655896,773
2572826,772
2675579,772
2750538,772
2324199,771
2547104,771
2081946,770
2003910,769
2334216,769
3738698,769
2538229,768
2457326,767
4003039,766
6389104,766
2337517,765
3629538,765
2078988,764
2414864,763
4033256,761
2241129,758
2348497,755
2143895,754
2532522,754
0000296,753
2383985,753
2441802,753
2478994,753
2573318,753
2252252,752
2376598,752
4056612,749
0018600,748
2167565,748
2575973,748
2331020,747
2395509,747
0000030,746
2079666,746
2562146,746
2686813,745
2517116,743
2760959,742
2346869,741
2550938,741
2719010,741
2436930,740
2234408,739
4020383,739
2102595,738
2753928,738
2760711,736
2123711,735
2378183,735
2378809,734
3050157,734
2300885,733
2660369,733
7456530,733
2715368,732
5597501,732
2296276,731
2324121,731
2372460,730
2572370,730
2080273,729
2383691,729
4018044,729
2146479,728
2252082,728
2355841,727
7894260,727
2160951,726
2236338,726
2257564,726
2532883,725
3049442,725
2655969,724
3003590,724
7223676,724
2695243,723
4051203,723
2738252,722
2327953,721
2532638,721
3034445,721
2091100,720
6131913,720
2715260,719
2013495,718
3401928,718
2722364,717
3284360,716
2422077,715
2386038,714
2418479,714
6931561,714
2078600,711
2535270,711
2800527,711
3689522,711
4028856,711
2613522,710
9016554,709
2425432,708
3106225,708
4055470,707
2452987,706
2476398,706
2504944,705
2526093,705
2084120,704
2492342,704
6366317,704
2546671,703
3046303,702
5851351,702
2307049,701
2527685,700
3142701,697
3180387,697
5616387,697
2135140,696
2389592,696
2471663,696
2711982,696
3003361,696
2268515,694
2757672,694
2377632,693
2460912,693
2781751,690
2259931,689
2655837,688
5353947,688
0000221,687
3134563,687
2613387,686
0000601,683
2146088,683
2350289,681
2584832,681
2378116,680
2479419,680
2453126,679
2746298,679
2370328,678
2525453,678
2510936,675
2558580,675
2781743,675
2079224,674
2744384,674
3673979,674
9149511,674
2563479,673
3203565,673
2252295,672
2420120,671
2798239,671
4007905,671
2333988,670
2519526,670
2511223,669
2599996,669
2676125,667
5017327,667
7532024,667
3015874,666
2053462,665
2134292,662
2590166,662
2168421,661
4022416,660
6447074,660
2519445,657
2374579,656
2646471,656
2776014,655
2228653,654
2334275,654
3912140,653
6232094,653
0000486,652
2601761,651
6267238,651
2259850,650
2333015,650
2586088,650
2252139,647
2799782,647
2733552,646
2808544,645
2799464,644
2246937,643
2331004,643
2364980,642
2444798,641
2460564,641
2469340,641
2078724,640
2561018,640
6186343,640
2483408,639
6722857,639
2760975,638
2080966,637
4051920,637
2535408,636
5654319,636
0017779,635
2263890,634
2456648,634
2457911,634
2801566,634
4010825,633
2123231,631
2438151,631
2733641,631
3277755,631
2686910,630
6919162,629
6025692,627
7411367,627
2338432,626
3176355,626
2295016,625
2250721,624
3331342,624
2178850,623
2233355,623
2100371,622
2336758,622
2796775,622
0007900,620
2127903,620
4053885,619
9923837,618
2290499,617
7474261,615
2383578,613
2391163,613
2426056,613
2677377,612
2349566,611
2585030,611
7112890,611
2096617,610
2611201,610
2438003,608
2531836,608
3312216,607
3157725,606
2767678,604
2571080,603
2235447,602
2465086,602
2602202,602
2312387,601
7077378,600
2021765,599
2450755,599
2492881,599
2687011,599
2413299,598
2442191,598
2134306,596
2556642,596
8002959,596
2382938,595
2702827,594
2291320,592
7628749,592
3819590,591
2427133,590
2466627,590
7648693,590
5171946,589
2168626,588
2550679,587
2571218,587
3672379,587
6426131,587
2621584,586
4008847,586
2311356,584
2004488,583
2244314,583
3588572,583
2140179,582
2703076,582
2448645,581
2781832,581
2810115,579
2691892,578
2442205,577
2569671,577
9659366,577
2323206,575
2570084,575
2646366,574
2741997,574
2444704,573
4052536,573
2442361,572
2081326,571
2602881,570
2328100,569
6446132,569
2518058,568
2377160,567
2078112,566
2080907,566
2318059,564
2268868,563
2733390,563
2423928,562
2396211,561
2652722,561
2722313,561
2719894,560
2413663,559
2543079,558
2554097,558
2646625,558
2382377,557
2457555,557
2600609,557
2334755,556
9135499,555
2248212,554
2300486,554
3010317,554
2476649,552
2649500,551
2485249,550
2729490,550
2585227,547
2769549,547
2285681,546
2760886,546
2442728,545
2571439,545
2726637,545
2791730,545
3521788,545
7174446,545
2308789,542
2252163,541
2375966,541
2531208,541
2102404,540
2415658,540
2114267,539
2244152,539
3111369,539
2148463,536
2299836,536
2473844,536
2161583,535
2437643,535
2571714,535
2686740,534
2729407,533
2354454,531
2582430,531
2644835,531
2252074,529
4055683,529
7225423,529
2289296,527
2712024,527
2319284,526
2365219,525
7428626,525
2507102,523
2510782,522
2573466,522
2337568,520
2551918,520
2000024,518
2395584,518
2711346,517
2261103,516
2232170,515
2442752,515
2546736,515
2613697,515
2696010,513
2435454,512
5585422,512
3405702,511
2301911,510
2733536,509
5166292,509
2308126,508
2441500,508
2378108,507
2330970,506
2752638,504
2328534,503
9680500,503
2401258,502
7602588,502
0000547,501
2560992,501
2220482,499
2081148,498
2377330,498
2515458,498
2560976,497
2300435,496
2738279,496
3913880,496
2748436,495
2490781,494
2733358,494
2250802,493
2518457,492
2724308,492
2757664,492
2263882,491
0000267,489
2021218,488
4055861,487
2540355,485
2104741,484
2371294,484
2796767,484
3010902,484
2564769,483
2598191,483
2630524,483
0000491,482
2394723,482
7303068,482
2733617,481
4051513,481
2570378,480
2241110,479
2374366,478
2472244,478
2702614,478
5160863,478
2752646,477
0000099,476
2571978,476
3435075,473
0000217,472
2396343,472
2676109,472
3191087,472
2375958,470
2127725,469
2566141,469
9373306,469
2017997,468
2121697,468
2314037,468
2638908,468
2507455,467
4020278,467
2515229,466
2698374,466
3651665,466
2378175,463
9546146,462
2000725,461
2312166,461
2560836,461
2569531,461
7744129,461
2638886,460
2705710,460
2729563,460
2738236,460
2402394,459
2561409,459
2235366,458
2441845,457
2771985,457
2729415,456
3226018,456
2108933,455
2372622,455
2479893,455
2712067,455
7453124,451
2079380,450
2414376,450
9087958,450
2527677,449
2596784,447
2409283,446
2507420,446
2349361,445
2593874,445
2729512,444
2250675,443
2458772,443
2757702,443
2352524,442
2537958,442
9601503,442
2013509,441
2299569,441
2558351,441
2228564,440
2552353,440
2361949,439
2475278,438
2523299,438
3250415,438
2316161,437
2328429,437
2394782,437
4041690,437
7349823,437
2474425,436
2753812,436
2026112,435
2507676,434
2442698,433
5091829,432
2265885,431
2741970,431
7982291,431
2729466,429
2081288,425
2083213,425
2318652,425
2538083,425
2657007,425
2457342,424
2507161,424
2516500,424
2380188,423
2519569,422
2105438,421
2715287,420
2442426,419
2680394,418
2694719,418
2144573,417
2082608,416
3022935,416
5468361,415
0000269,414
2760908,414
3101126,413
3913163,413
2711389,412
9917322,412
2399814,410
2414848,410
2480050,410
2570416,410
2080222,409
2562200,409
7201109,409
0006564,408
2689863,408
2381885,407
2493578,407
2554755,407
2000997,405
3881695,405
2263092,403
2694204,403
3403416,403
2232014,402
2494930,402
2380846,401
2524163,400
2646560,400
2651343,400
2409550,398
2476274,397
2507358,397
2534460,397
2101432,396
2249502,396
2457571,396
2519496,396
2381974,394
2517698,394
2771276,394
2323281,393
2461714,393
2338114,392
2414651,392
2740567,392
2081334,391
2339722,391
2483688,391
2715295,391
2729520,391
7035055,391
2711370,387
2298104,386
2238810,385
2472783,384
2733293,384
5599504,384
2484919,383
2146487,382
2322730,382
2447126,382
2432706,381
2775948,381
4056604,381
6653391,381
2296608,380
2810093,380
5858208,380
2320045,379
2146444,378
2236346,378
2206552,377
2536331,377
2308576,376
3503259,375
2384256,374
3013146,374
9130454,374
2515415,373
2755246,373
2162377,372
2081121,371
2453592,371
2609673,371
2703033,371
3142663,371
2800047,370
3149153,370
2082284,369
2442930,365
2546124,365
2600935,365
2582066,364
2715252,364
9578986,364
2163071,362
2180758,360
2602059,360
2738228,360
2819120,360
2457512,359
2520583,359
2082071,356
2674548,356
6311059,356
2534754,355
0025399,354
2351048,354
2587645,354
2090376,353
2516071,353
2707942,352
3566013,352
2333902,351
2761262,350
2762536,350
2585634,349
3001083,348
3812545,348
2398443,347
2408023,347
2557088,347
2470020,346
9613137,346
2010887,344
2378876,344
2382911,343
2575655,343
3016986,343
2536021,342
2561468,342
2576511,342
2764822,342
2250713,341
9639659,341
2328798,340
2352761,340
2576910,340
2686880,340
2244349,339
2118076,338
2334356,338
0000187,337
2080362,337
2342715,337
2535793,335
2561050,335
2761017,335
2328976,334
2733501,333
3485536,333
2635798,332
3838307,332
2247046,331
3585409,331
2382709,329
2584808,328
3019519,327
3048551,327
2300850,325
2471302,325
2724359,325
2771268,323
2381958,322
2464225,322
2321963,321
2602210,321
6025668,321
2019671,320
2563355,320
2799456,320
3017230,320
2382644,319
2428881,319
3008576,319
2386674,318
2635364,318
2715244,318
2356279,317
2457458,317
2469499,317
2676516,317
9344314,315
2376946,314
2471191,314
7743629,314
2382369,313
2611465,313
2693739,313
2765632,313
6485235,311
2252007,310
2600390,310
2801779,310
5493323,310
2084074,309
2493829,309
2237849,308
2535181,308
2808528,308
6047831,308
3430383,306
6921434,306
9696733,305
6663834,304
2554771,303
2691469,303
7554613,302
2408236,301
0010561,300
2244101,300
2760835,299
3465799,299
2079550,298
2562162,297
2613409,297
4052617,296
2514281,294
2079712,293
2090724,293
2161575,293
2328011,293
2382237,293
2484617,292
2722321,291
2438178,290
2293862,288
2316080,288
5294568,288
2378795,287
2058243,286
2343738,286
6179703,286
2747022,285
6612555,285
2334038,284
2483939,284
2273357,283
7780745,283
2184680,282
2415445,282
2659999,282
6495427,282
2563347,281
6428037,281
2234386,280
2808625,280
2810034,280
2340402,278
2478307,277
2605449,277
5792959,276
9160124,275
3017680,273
2687119,272
3095541,272
5701929,272
6499198,272
2152991,271
2303167,270
2602598,270
2400359,269
2534797,269
2799103,269
5442095,269
2534878,268
3461289,268
2777711,267
2465159,266
2733323,266
4026756,266
6126642,265
7502451,265
2328445,264
2479427,264
2118319,263
2244233,263
2507056,263
2646498,263
6829228,262
2305623,261
6575560,261
2082497,260
2437627,260
2332809,259
2563363,259
2564238,259
2531046,258
6363326,258
2395452,257
2491311,257
2238802,256
2370905,256
2525658,256
