CNES,records
6600476,1159
2166305,1158
2529769,1158
2499339,1156
2012553,1153
2412985,1151
4033418,1151
2505843,1148
2801558,1148
2323621,1146
2790637,1143
2351633,1142
2392895,1142
2735962,1142
9275134,1142
2536900,1140
2009528,1138
2095912,1137
2646633,1136
2554429,1135
2708914,1133
3028593,1133
2090171,1130
2524848,1130
7278608,1128
2412845,1125
2019728,1119
2760991,1118
2112175,1117
2679477,1108
2135949,1107
2024772,1104
2172860,1104
2419653,1104
6032524,1104
2260069,1102
2344491,1101
2154749,1100
2526492,1100
2395479,1094
2448807,1090
0006564,1089
4023463,1089
2318695,1086
2703068,1086
2428784,1083
2598221,1082
2571811,1081
2639238,1081
2279525,1077
2572443,1076
2740540,1076
2328755,1074
2028239,1073
2711877,1070
2760827,1069
2082810,1067
2703394,1066
2009242,1063
2490218,1061
2461900,1060
2515768,1059
2615738,1056
2733285,1056
2769875,1056
3795292,1056
7496788,1055
2126796,1049
2801590,1048
2686953,1047
2311305,1046
2631180,1045
5618347,1043
2687046,1042
2738333,1039
2019736,1037
2307510,1033
2320541,1031
2483033,1028
2311992,1027
2616114,1027
2585340,1025
2413671,1022
2270056,1019
2135884,1017
2304155,1017
2121409,1012
2241226,1012
2304295,1011
2427427,1010
2777576,1009
4022262,1006
2010380,1003
2417456,1003
2799766,1001
2372479,1000
2232189,995
2343185,995
2364921,994
2523787,994
2352559,991
2676044,990
2000083,988
2283328,987
2722410,987
2018152,986
2461099,984
2433788,982
0002593,981
3452263,979
6006914,976
2453363,975
2598183,975
2079399,974
2397056,974
2587777,971
2708000,971
2311674,968
2646595,966
2447274,963
2310805,960
2615991,960
2080567,959
9031103,959
2282801,957
2300516,957
2304953,956
2395428,955
2647095,955
2676575,955
2317958,954
2419246,954
2613298,953
2016672,951
2534916,949
2655918,946
2122618,945
2479478,945
2451158,944
2760916,944
2741962,942
2639319,941
2535165,940
2093227,939
2760649,937
2794136,933
2708922,931
2146495,930
2775964,929
2082942,928
2534517,928
2585375,928
2017679,927
2241072,925
2139138,924
2079437,921
2375990,919
2646358,918
2796341,917
7356439,917
2390078,915
2331500,911
2639009,908
2761467,908
2777665,908
2233347,907
2307707,906
2267713,905
2507803,905
0000396,904
2708906,903
2715279,903
2766167,902
2147947,901
3759148,901
2655845,900
2575957,899
2711915,898
2414058,895
2644827,894
2509040,893
2638967,893
2098474,891
2810123,891
2388685,890
2331012,889
2492911,889
2665352,889
2383489,888
2381184,887
2348470,886
2017660,884
2560240,881
2733560,881
2819147,881
2365375,880
2526379,879
0018694,878
2241102,877
2374749,877
2115077,875
2471795,875
2738201,873
2761173,872
2000970,871
5307864,870
7137818,870
2080451,869
2715171,869
2344408,867
2474859,865
2271141,864
2374757,862
2471590,862
2221985,861
2592363,859
2753995,859
2799812,857
2011859,856
2427184,855
2003856,854
2016443,854
2246791,854
2252198,853
2361027,851
2364824,851
2520168,851
2791714,850
2127733,849
2599899,849
4032829,848
2576341,847
2461625,846
2413507,844
2603748,843
2457555,841
2438410,840
2371332,838
2371065,834
2639106,834
2651505,834
2638851,832
2519429,828
2100363,827
2567466,827
2117568,826
2386321,825
2478293,824
8013926,824
2182610,823
2324334,823
2081431,821
2767937,820
3003590,820
2079402,818
4012526,818
2376806,815
2180731,814
2311313,814
2329387,814
2656159,814
5395674,811
2342642,809
2550350,809
2613387,809
2457326,807
2498227,807
2705923,804
2722429,804
2511223,802
2715384,802
2167573,801
3246558,801
4032691,801
6277578,801
2024438,800
2498456,800
2639203,798
2356430,796
2775921,793
2719010,792
5412293,792
2017652,791
2135140,791
2742055,791
2384086,790
2365057,789
2442019,787
2764873,787
2363682,786
2646447,786
2343525,785
2003910,784
2482894,783
4021460,783
5597501,783
2461641,780
2244098,778
2396998,777
2571358,777
2711397,776
2638975,774
7117485,774
2807076,772
2585367,771
2715201,771
4033043,771
2263890,770
2103532,769
2534940,769
2536781,766
2613301,765
2714485,764
2620421,763
2716593,763
2312069,761
2744392,758
2811278,757
2328119,755
2800527,754
2072513,753
2376768,753
2001020,752
2083973,752
2324040,752
2016478,749
2528282,748
2331020,747
2616513,747
2304910,746
2377462,746
2167565,745
2346826,745
2019701,739
2348497,739
2570777,739
2731444,739
2082756,738
2561891,737
2708930,737
2081660,736
7250401,736
7481063,736
3738698,735
2442450,734
2279509,733
2697041,732
6679528,732
2263882,730
6592961,723
2016656,722
2527693,722
2078422,720
2694298,720
2079852,719
2389592,719
2118092,716
2526557,716
5240085,716
2561352,715
4007514,714
6014194,714
4028856,712
2507137,710
2526093,710
2645378,710
2495414,709
2686813,709
2562146,707
2751046,706
4033256,706
2292270,705
3134423,705
2745402,704
2476398,703
2246910,702
2676125,701
2355841,700
2514435,697
2563479,697
4054954,697
2638940,695
2695243,695
2613522,694
2711982,694
7667299,694
2346869,693
4032837,693
2408139,690
3249336,688
2660369,687
2532522,685
2561441,685
2781859,685
2079429,684
2494167,684
6426131,681
2554011,679
2081598,678
2758091,678
2682710,677
2327961,675
2747685,675
2752603,675
2233428,673
2717379,673
2016249,672
4020383,672
2757672,671
2262010,668
2311607,665
2444798,665
2525453,665
3005860,665
3500594,665
6366317,665
2613417,663
2750538,663
2127903,662
2441969,661
2395916,660
2575973,660
2558300,659
2771276,659
2584832,658
3134563,658
2308908,657
2442728,657
3980057,656
2273438,654
2532883,652
2479419,651
2558327,648
2753928,647
2760975,646
2510936,645
4010825,644
2244330,643
2587823,643
2316013,642
2783797,642
7305303,639
2411245,638
2079224,636
2799782,633
2123231,632
2808544,632
2377632,631
7456530,631
2304767,630
2344033,629
2478277,629
4007905,628
2482525,625
2378116,624
2398400,623
2483408,621
2715260,621
2179628,620
2586088,619
2766876,619
4018044,619
2414864,618
2117290,617
2167727,617
2715368,617
2452987,616
4022416,616
2236338,614
2300885,613
2471663,613
7070179,613
2376652,612
2081296,611
2418630,609
3587010,609
2257467,605
2425432,605
2527685,605
2602881,605
7316607,605
2808633,604
2767678,603
2081989,600
3358860,598
2423928,597
2102595,596
2374579,594
2492881,594
2546671,594
2527391,593
2660202,593
2260050,590
2382490,590
2469340,588
2080966,587
2602202,585
2466694,584
2493829,583
0007900,582
2157063,582
2781751,581
2507129,580
7223676,580
2382687,579
6603378,579
2523515,578
2476266,576
6267238,576
2333864,575
2173565,574
2234394,574
2350289,574
2531798,573
2307049,571
2441268,570
2592509,570
9923837,570
7474261,569
2276186,566
2561018,566
2611201,566
2365235,565
2478994,565
2652706,565
2081245,564
2102404,564
2585766,564
2738171,564
6232094,564
2134292,562
2140179,560
2324199,560
2535742,558
2535238,557
2413663,556
2372460,555
2143895,554
2677377,554
2168421,553
2168626,553
2349566,553
2205009,551
2550938,551
2573172,551
2276267,550
2703378,550
2312115,549
2450755,549
2706709,548
2776014,547
6919162,546
2572370,545
9431667,545
2558580,544
2748029,543
3208419,543
2444704,542
2446782,541
2585030,541
2100371,538
2148463,537
2457911,537
2134306,536
2161583,536
6025692,536
2646625,534
2103230,533
2644835,533
2461390,532
2382482,531
2655969,531
6697054,530
2228556,528
2246813,528
2391996,528
2798239,528
2801566,526
2012804,523
2004488,522
2318660,520
2442531,520
2711346,519
2311356,518
2178850,517
2334216,517
2464101,517
2719894,516
0017779,515
2283808,514
2626667,514
2401258,513
2686910,513
2082659,512
2473844,511
2435454,509
2454475,509
2722364,509
3386023,509
6011926,509
9135499,508
4051181,507
2376598,506
2442191,505
2485249,505
2589265,505
2092093,504
2123711,503
2300435,502
2442388,501
2510782,500
2370328,495
2333589,494
2573466,494
2591340,494
2554097,493
2476649,492
2319284,490
5661714,490
2512149,489
2328534,488
7768400,488
2465086,486
2719339,485
2571978,484
2127725,483
2760886,483
2272601,482
2517698,482
2375966,481
2572826,481
3010902,481
2437643,480
2104741,479
2573318,477
2011891,476
4033116,476
2079909,475
2324121,474
2330970,473
2161702,471
2492342,471
2598191,471
3040119,471
3312216,470
7201109,470
2413299,469
6446132,469
2402394,468
2808560,467
5585422,467
2318059,466
2757664,464
2560976,463
4053885,463
2436930,462
2460564,462
2301911,461
2746298,461
2712067,460
2733358,460
2078112,459
2371294,458
2395509,458
2099217,456
2702614,456
2716291,454
2741997,454
7257406,454
2535270,453
2601761,453
2415658,452
2269988,450
2354454,450
2460912,450
2547104,449
2702827,449
2016567,448
2757702,448
2353296,447
2427133,447
2246937,446
2559188,446
2705710,445
6277039,444
2535637,443
2733684,442
2259982,441
2333988,441
2564769,441
2724308,441
2414376,440
2538229,440
2769549,440
2686740,438
9601503,438
2283794,437
2414848,437
2381206,434
2535963,434
2543079,434
2450631,433
2703076,432
5095824,432
2228653,431
2257564,431
2561409,431
2726637,431
2472791,430
2376261,429
2291320,428
2000725,427
2328429,427
2593874,427
2080370,426
2514621,426
2515229,426
2808501,424
2520028,423
2646471,423
2722313,423
2235412,422
2312166,422
4003039,422
2535793,421
2571080,421
2613697,420
2638908,420
2372622,419
2600609,419
2741970,419
4008847,419
2080621,418
2233355,417
2081326,416
2676680,415
2799464,415
2543443,411
2655780,410
2573415,409
2013495,408
2380188,408
2383691,408
2252058,405
2333015,405
2748436,405
6499198,403
2397609,402
2472244,399
4055683,399
2352524,398
3588572,398
2392801,395
2726734,395
2796775,395
2312387,394
4041690,394
2382377,393
2738279,392
2394782,391
2475278,391
2733390,391
2546736,390
3913163,390
3378691,389
9680500,389
2383985,388
2320045,387
2328100,387
2374366,387
2752646,387
2769603,387
2079356,385
2096617,385
2312093,385
2395584,385
2523299,384
2378183,383
2599996,383
2053500,382
2423944,382
2630524,382
2652722,381
6447074,381
2250772,380
2378809,380
2729466,380
2101432,378
2712024,378
2312182,377
2644681,376
2571439,375
2146487,374
2228580,374
2733536,373
2761262,373
3250415,373
5599504,373
2479893,372
2527677,372
2674548,372
2775948,372
2078015,370
2655896,370
4051203,370
2740567,369
2017997,368
2080222,368
2810069,368
2365219,367
2377160,364
2733617,363
2476274,362
2554755,362
2560836,362
2777819,362
2288230,359
2550679,359
2457342,356
7982291,356
2206552,355
2241129,355
2386038,355
2246872,354
2083213,353
2232014,353
2483688,353
2000997,352
2715252,352
2490781,351
0012505,349
2493578,347
4020278,346
2261103,345
2761017,345
2236346,344
2414074,344
2546116,344
2569671,344
6421822,344
7254628,344
2520583,343
2561468,341
2228564,340
2386674,340
2560992,340
2602059,340
2753766,340
2760959,340
3226018,340
2232170,339
2438151,339
2327953,338
2351048,338
2562200,338
2000024,337
2408023,337
2703033,336
2538083,335
2687011,335
2752638,334
2764822,334
2160951,333
2781719,333
2010887,331
2457571,331
2461714,331
2724359,331
2752611,331
2507358,330
2517019,330
2557088,330
2590182,330
2463989,327
2602210,327
2016648,326
2810115,323
2272113,322
2666626,321
2321963,320
2507420,320
2144573,319
2378108,319
2744384,318
2018098,317
2552353,317
2596784,317
2658542,317
3142663,316
9659366,315
2380846,313
2361949,312
2409283,312
2484919,312
2715295,311
2378175,310
2534754,310
2570416,310
2585227,309
2691892,309
4056604,308
2463334,307
2561050,307
2267454,306
2314037,306
2396343,306
2235366,305
2250675,305
6653391,305
2108933,304
2418304,303
2600935,303
2259931,302
2453142,302
7077378,302
7210094,301
2328798,300
9917322,300
2338114,299
2376946,299
2338440,298
2432706,298
2733315,298
9578161,297
2471191,295
2428881,294
2729407,294
2729520,294
2771268,294
2531836,293
2259869,292
2693739,291
2246902,290
2378876,290
3470350,289
2195224,288
2452774,287
2234408,285
2722321,285
2781743,284
2058243,283
2484617,283
2672839,283
2383578,280
2441977,279
2573075,278
2013568,276
2729490,275
2801779,274
3001083,274
2090724,273
2118459,273
2582430,273
2378795,271
2562162,271
2753812,270
2118076,268
2335506,267
2808625,267
2252074,266
2299836,266
2328054,266
2352761,266
2715287,266
7607547,266
2602598,265
2342715,263
2590166,263
2602105,263
2082284,262
2252163,262
2469499,260
2146479,259
2082071,258
5288541,258
0018600,257
2186292,257
3827127,257
2394723,256
2531046,256
2733552,256
2391163,255
2534797,255
2563355,255
2571218,255
2796589,255
2079380,254
6078060,254
6921795,254
2343738,253
7772408,253
2118319,252
2305097,252
3513351,252
2134071,251
2334275,251
2082497,250
8002959,250
2301598,249
2799456,249
4057058,249
2334755,248
2593912,248
2672111,248
3028984,248
2506947,247
2582066,247
6695604,247
2252082,246
2021218,244
2227908,244
2526662,243
2566141,243
2328445,242
2382709,242
2601753,242
2819120,242
2244314,241
2519569,240
2551918,240
2413450,239
2507161,239
3016986,239
2766825,238
2797496,237
2109700,236
2703386,236
2445247,235
2316080,234
2524740,233
2161575,232
2241218,232
2425343,231
2758040,231
2300486,230
2491311,230
2507056,230
2479427,229
7743629,229
2525658,228
2234386,227
2364948,227
2382938,227
9613137,227
2353954,226
2448645,225
5075416,224
2442620,223
2638886,223
2702843,223
2753944,223
2244152,222
2323206,222
2611643,221
2457512,220
2646498,220
2729563,220
4022068,220
2117282,219
2246783,219
2664283,219
7628749,218
2080362,216
2563363,216
3407829,216
2333902,215
2381885,215
2558351,215
2611465,215
2660113,215
2163071,214
2392887,214
2460343,214
7043597,214
2442604,213
5882451,213
2265885,212
2252147,211
2437627,211
2511215,211
2550792,211
2733501,211
2666723,210
6425542,210
2234424,209
2384256,209
2602989,209
2349361,208
2364972,208
2733641,208
2394189,207
2414996,207
2432471,206
2711931,206
6187412,205
2146444,204
2249502,204
2810093,204
2316161,202
2374374,202
2483939,202
2555956,202
2627442,202
6670385,202
2312077,201
2376547,201
2646560,201
2394316,200
7401655,200
2482789,199
2508141,199
2080265,198
2391570,198
2490773,198
2590212,196
2711389,196
2322730,195
2719363,195
2250713,194
9515925,194
2237598,193
2377659,192
2587645,191
2799103,191
2810034,191
2136139,190
2437538,190
2437988,190
2602814,190
2665085,190
2082667,189
2753847,189
6485235,189
2412241,188
2554771,188
4026756,188
6817203,186
2293862,185
2691833,183
2760835,183
7215746,183
2194651,181
2382369,181
2753820,181
2810018,181
2206382,180
2312085,180
2356279,180
2442752,180
2765632,180
2328976,179
3485536,179
2267810,178
2569701,178
2605430,178
2437171,177
2561069,177
2602008,176
2603071,176
2605449,176
2613336,176
2707942,176
2007401,175
2072033,175
2252139,175
2426218,175
2697068,175
2687119,174
2715244,174
5446333,174
2008300,173
2349906,173
4055470,173
2025507,172
2476703,172
2715376,172
2726610,172
2426749,171
2613409,170
2331969,169
2537958,169
2563347,169
2664992,169
2375958,168
2639270,168
2139065,167
2142295,167
2333848,167
2664372,167
9016554,167
2441845,166
3461289,166
6621333,166
2729415,165
2753952,164
2184834,163
2408090,163
2572060,163
2585316,163
2102854,162
2249499,162
2526387,162
2816830,162
2122103,161
2178648,161
2591863,161
2362112,160
2403242,160
9417435,160
2378140,159
2101874,158
2161729,158
2453126,158
4032101,158
2178990,157
2509830,157
2573423,157
2621584,157
2686880,157
2705249,157
4009045,157
5729297,157
2144255,156
2437783,156
2676109,155
2514362,154
9639659,154
2160498,153
2386739,153
2402076,153
2535181,153
2184680,152
2557185,152
2733323,152
2639114,151
2760711,151
2808528,151
2272369,148
2364336,148
2712180,148
7225423,148
2546000,147
2382911,146
2526042,146
2463946,145
2735989,145
6228585,145
2478374,143
4056264,143
3023036,142
2244136,141
2372568,141
2507870,141
2630079,141
2127741,140
2476711,139
2795590,139
2810107,139
2144611,138
2478307,138
2080869,137
2419378,137
2080524,136
2442701,136
2523396,136
2534886,136
2081237,134
2262029,134
2509113,134
2146398,133
2233320,133
2421534,133
2080346,132
2084074,132
2443139,132
2499835,132
2591774,132
4052536,132
9677011,132
2691566,131
2079550,130
7502451,130
2081342,129
2409550,129
2615339,129
2392720,128
2474972,128
2650355,128
2694719,128
2738236,128
4020472,127
2080141,126
2268051,126
2186276,125
2503549,125
2622491,125
5858208,125
2303167,124
2414651,124
2437120,124
2471302,124
2715198,124
5625882,124
2249634,123
2600420,123
2090376,122
2576511,122
2729423,122
2500078,121
2703343,121
2227681,120
2571242,119
2711451,118
2791668,118
9169571,118
2001594,117
2268329,117
2437775,117
2507676,117
2733463,117
7228724,117
2228629,116
2524686,115
2553066,115
2395398,113
2472783,113
2691876,113
2249626,112
2364794,112
2398443,112
2350246,111
2381958,111
2601427,111
2639343,111
2734885,110
2745259,110
6931561,110
2151847,109
2383322,109
2766922,109
7371616,109
2346850,108
2365499,108
2452855,108
5230241,108
2316889,107
2372495,107
2556502,107
2127091,106
2380625,106
4014359,106
9491619,106
2100398,105
2603284,105
3584968,105
2082780,104
2144654,104
2381966,104
2483041,104
2733528,104
2087642,102
2290073,102
2395452,102
2547201,102
2571072,102
2438003,101
2441500,101
2144549,100
2719851,100
2114267,99
2162377,99
2307073,99
2409895,99
2413051,99
2224615,98
6452302,98
2738163,97
5540763,97
2139111,96
2244187,96
2442108,96
2507315,96
2007967,95
2474425,95
2494345,95
2557975,95
2571714,95
2315165,94
6326269,94
2660253,93
2704633,93
2781832,93
2081652,92
2237849,92
2320886,92
2324253,92
2343509,92
2383381,92
2438291,92
2570076,92
2575655,92
2584808,92
2603713,92
2715392,92
2774208,92
4051920,92
2140071,91
5701929,91
6679765,91
2019671,90
2328437,90
2407930,90
2722402,90
2098326,89
2371847,89
7354568,89
2556790,88
6569803,88
2372509,87
2438119,87
2234475,86
2244233,86
2247046,86
2702835,86
2703106,86
2753901,86
5020743,86
5050170,86
7288263,86
2438178,85
2691507,85
4052617,85
2592053,84
2766663,84
6690726,84
2127946,83
2249618,83
2259974,83
2314827,83
2380129,83
2437244,83
2644738,83
2080737,82
2244128,82
2375109,82
2026392,81
2250802,81
2328070,81
2479818,81
2602563,81
2729393,81
2760819,81
2179237,80
2252155,80
2330059,80
2333813,80
2465027,80
2475464,80
4051513,80
2235420,79
2410052,79
2442027,79
2564238,79
2738252,79
2781786,79
2213958,78
2259850,78
2374501,78
2665107,78
2738260,78
2143674,77
2378167,77
2761181,77
2252023,76
2441411,76
2564580,76
2475146,75
2649764,75
2733242,75
2238810,74
2733455,74
3017230,74
2461595,73
2577240,73
2715325,73
4026233,73
2347199,72
4025121,72
2086719,71
2126990,71
2704390,71
2382237,70
2407434,70
2710455,70
2227711,69
2336758,69
2427168,69
2433494,69
2454084,69
2562227,69
2589222,69
2658801,69
3043185,69
2080109,68
2144182,68
2381974,68
2382164,68
2587793,68
2733277,68
6813895,68
2139081,67
2407973,67
2474905,67
2512084,67
2613689,67
2729512,67
9247459,67
2234459,66
2302543,66
2409992,66
2524163,66
2733196,66
2244209,65
2380897,65
2561034,65
9177140,65
2080907,64
2352575,64
2442698,64
2500000,64
7603274,64
2437694,63
2738147,63
2796597,63
4029844,63
2365081,62
2660229,62
2695138,62
0018090,61
2299569,61
2638843,61
2720027,61
7914288,61
2483300,60
2783819,60
4014367,60
7554958,60
2227886,59
2252171,59
2774224,59
3385205,59
4013034,59
6612555,59
2250705,58
2554658,58
2602601,58
2613700,58
2781735,58
4010779,58
2328658,57
2342960,57
2364174,57
2753871,57
2374307,56
2474301,56
2799731,56
9146032,56
2760932,55
2333856,54
2639157,54
2777711,54
2270676,53
2689863,53
2228548,52
2249529,52
2328038,52
2480654,52
2538148,52
2733439,52
2023865,51
2476061,51
2261111,50
2300478,50
2410338,50
2573032,50
2757648,50
2810026,50
4014715,50
7554613,50
2009250,49
2122936,49
2306522,49
2536021,49
2437678,48
2443031,48
2649985,48
2698374,48
2747022,48
2796368,48
2083876,47
2514281,47
2553163,47
2691477,47
2753898,47
4004876,47
2148471,46
2249537,46
2261030,46
2371375,46
2409771,46
2561042,46
2605384,46
2761165,46
2781697,46
4026691,46
7476523,46
2247038,45
2320800,45
2323613,45
2373475,45
2535211,45
2659999,45
2375206,44
2442205,44
5699525,44
7360886,44
9276149,44
2091097,43
2382644,43
2429314,43
2290499,42
2655837,42
6953042,42
2373270,41
2407701,41
2439883,41
5110025,41
7239866,41
2144522,40
2499843,40
2753839,40
2817667,40
2205890,39
2380528,39
2453355,39
2474964,39
2534932,39
2808676,39
2144174,38
2342073,38
2600390,38
2601079,38
2311615,37
2364018,37
2421488,37
2438143,37
2569760,37
2646366,37
7597037,37
2321572,36
2638916,36
2639297,36
2676516,36
7175108,36
2079291,35
2093197,35
2558408,35
2572192,35
2740176,35
4024087,35
7061021,35
2202638,34
2259877,34
2274108,34
2376059,34
2377225,34
2411164,34
2733293,34
2757699,34
2760673,34
2777703,34
2082179,33
2084139,33
2499045,33
2613611,33
2613638,33
7639724,33
2407582,32
2514451,32
2519445,32
2582325,32
2680815,32
2769514,32
2020165,31
2410389,31
2437996,31
2490501,31
2572257,31
2613565,30
2613603,30
4051165,30
2122987,29
2224607,29
2252007,29
2334356,29
2377330,29
2509636,29
0000418,28
0019194,28
2081806,28
2128020,28
2328410,28
2382032,28
2436906,28
2436914,28
2533162,28
2808579,28
7511884,28
2078775,27
2079690,27
2261138,27
2352494,27
2535327,27
2676001,27
4009223,27
2103222,26
2167670,26
2235307,26
2407647,26
2436450,26
2468840,26
2475618,26
2552345,26
2582503,26
2691574,26
2707993,26
2201402,25
2263866,25
2324164,25
2337525,25
2486792,25
2561301,25
2568586,25
2588897,25
2604779,25
2635798,25
2081571,24
2361736,24
2445085,24
2460726,24
2733420,24
4009150,24
7006462,24
7401663,24
2311429,23
2407833,23
2672154,23
2752557,23
2808595,23
9154388,23
2078805,22
2179571,22
2257572,22
2265893,22
2295105,22
2305534,22
2476355,22
2476541,22
2546124,22
2639084,22
2711907,22
2816881,22
7247583,22
2241137,21
2384035,21
2629992,21
2733366,21
2753936,21
2796791,21
2146460,20
2227703,20
2337274,20
2380099,20
2441799,20
2484048,20
7685610,20
2078937,19
2142937,19
2144565,19
2263874,19
2305623,19
2317931,19
2474174,19
2615800,19
2639033,19
2664690,19
6953689,19
2000822,18
2078198,18
2093022,18
2146517,18
2168448,18
2244101,18
2261154,18
2702681,18
2733226,18
2796783,18
3139301,18
4055861,18
7006438,18
2017911,17
2079216,17
2102714,17
2127768,17
2208849,17
2249545,17
2324210,17
2508532,17
2556510,17
2572265,17
2646463,17
2679191,17
3761673,17
5004764,17
7460597,17
2202883,16
2233339,16
2252112,16
2273101,16
2322935,16
2369923,16
2796570,16
4024370,16
2164493,15
2213516,15
2235447,15
2568349,15
2694204,15
2738198,15
0014133,14
2101335,14
2265958,14
2382415,14
2407841,14
2410362,14
2442086,14
2572850,14
2652765,14
2781778,14
2781824,14
2083094,13
2127938,13
2127997,13
2241013,13
2306336,13
2322714,13
2363801,13
2397501,13
2447894,13
2475065,13
2676869,13
2729431,13
5590663,13
6957501,13
2112647,12
2136104,12
2252066,12
2263831,12
2300184,12
2302780,12
2395592,12
2560267,12
2760908,12
2766868,12
2123436,11
2241196,11
2246805,11
2310988,11
2409399,11
2432900,11
2454440,11
2507048,11
2589192,11
2021382,10
2096412,10
2129566,10
2277174,10
2437597,10
2507102,10
2535521,10
2753855,10
2099438,9
2234467,9
2412233,9
2426455,9
2441705,9
2556642,9
2638932,9
2802120,9
0015180,8
2069776,8
2109727,8
2333740,8
2334844,8
2377187,8
2390647,8
2407590,8
2443171,8
2536048,8
2550881,8
2569728,8
2571196,8
2646587,8
2707608,8
2753863,8
2762536,8
3017060,8
0000027,7
2080915,7
2146436,7
2321556,7
2337754,7
2340704,7
2343568,7
2371367,7
2381168,7
2391503,7
2509954,7
2603160,7
2810050,7
6249604,7
7486618,7
2080982,6
2135116,6
2194937,6
2328011,6
2381397,6
2391171,6
2439360,6
2442817,6
2467631,6
2534460,6
2534835,6
2536331,6
2550962,6
2733498,6
2733595,6
2771411,6
2791730,6
2810166,6
3126889,6
4008774,6
4014596,6
5442095,6
6697712,6
2081229,5
2082551,5
2120453,5
2250780,5
2270234,5
2371138,5
2396092,5
2426730,5
2461633,5
2522489,5
2566893,5
2570378,5
2586096,5
2639300,5
2667746,5
2693747,5
2729482,5
2733250,5
2743612,5
2760851,5
2761130,5
5602742,5
9563873,5
2168200,4
2252120,4
2301318,4
2348713,4
2441918,4
2442671,4
2534665,4
2585634,4
2603632,4
2613344,4
2613360,4
2635364,4
2658860,4
2748320,4
2806754,4
3384993,4
7645503,4
7693249,4
9813349,4
2079968,3
2082578,3
2098938,3
2126559,3
2135132,3
2180758,3
2227754,3
2255928,3
2257807,3
2295075,3
2379333,3
2380706,3
2408082,3
2410192,3
2417146,3
2450151,3
2494949,3
2522209,3
2570084,3
2639327,3
2653982,3
2691450,3
2717387,3
2744414,3
2753782,3
2761459,3
2778475,3
2778858,3
3226816,3
4002768,3
5863996,3
6343937,3
9024697,3
0008923,2
2058340,2
2080680,2
2080788,2
2080826,2
2088495,2
2121921,2
2235382,2
2249553,2
2252295,2
2292084,2
2315149,2
2342820,2
2344254,2
2377357,2
2380633,2
2381664,2
2394324,2
2409380,2
2415445,2
2437198,2
2462559,2
2462850,2
2465159,2
2505819,2
2515237,2
2519151,2
2557959,2
2582597,2
2602075,2
2613530,2
2628023,2
2681498,2
2691531,2
2733188,2
2761157,2
2772213,2
2778718,2
2790602,2
2791706,2
2797364,2
2808641,2
3318494,2
3987884,2
5353947,2
6053858,2
6085423,2
6559379,2
6595197,2
7424981,2
0003816,1
0004073,1
0008052,1
0015318,1
2079410,1
2080605,1
2090619,1
2147823,1
2210924,1
2233444,1
2235315,1
2246856,1
2247011,1
2249588,1
2250810,1
2261081,1
2272784,1
2285916,1
2292386,1
2295423,1
2329565,1
2361868,1
2372673,1
2376008,1
2383586,1
2390868,1
2396211,1
2410206,1
2410214,1
2442302,1
2442949,1
2443163,1
2448815,1
2470837,1
2490471,1
2507714,1
2520311,1
2521296,1
2545918,1
2570424,1
2578670,1
2588404,1
2660717,1
2664364,1
2666138,1
2679205,1
2679736,1
2695634,1
2707470,1
2715341,1
2733145,1
2743469,1
2757737,1
2772280,1
2774194,1
2786435,1
3007472,1
3009963,1
3015408,1
3021378,1
3276678,1
4009819,1
4044282,1
4069870,1
5057531,1
5284201,1
5419662,1
6483089,1
7047517,1
7320175,1
7603029,1
7621442,1
7704364,1
7743068,1
