,Arquivo,UF,Ano,Mês,Parto,Linhas,Colunas
5443,AL_2010_11_nat_1777_198.jay,AL,2010,11,nat,1777,198
5433,AL_2010_12_cir_1646_198.jay,AL,2010,12,cir,1646,198
5432,AL_2010_12_nat_1648_198.jay,AL,2010,12,nat,1648,198
5352,AL_2011_01_cir_1551_207.jay,AL,2011,1,cir,1551,207
5353,AL_2011_01_nat_1705_207.jay,AL,2011,1,nat,1705,207
5344,AL_2011_02_cir_1582_207.jay,AL,2011,2,cir,1582,207
5345,AL_2011_02_nat_1633_207.jay,AL,2011,2,nat,1633,207
5350,AL_2011_03_cir_1767_207.jay,AL,2011,3,cir,1767,207
5351,AL_2011_03_nat_1685_207.jay,AL,2011,3,nat,1685,207
5341,AL_2011_04_cir_1868_207.jay,AL,2011,4,cir,1868,207
5340,AL_2011_04_nat_1967_207.jay,AL,2011,4,nat,1967,207
5355,AL_2011_05_cir_2068_207.jay,AL,2011,5,cir,2068,207
5354,AL_2011_05_nat_1962_207.jay,AL,2011,5,nat,1962,207
5343,AL_2011_06_cir_2036_207.jay,AL,2011,6,cir,2036,207
5342,AL_2011_06_nat_1935_207.jay,AL,2011,6,nat,1935,207
5338,AL_2011_07_cir_1864_207.jay,AL,2011,7,cir,1864,207
5339,AL_2011_07_nat_2053_207.jay,AL,2011,7,nat,2053,207
5349,AL_2011_08_cir_1925_207.jay,AL,2011,8,cir,1925,207
5348,AL_2011_08_nat_1970_207.jay,AL,2011,8,nat,1970,207
5334,AL_2011_09_cir_1823_207.jay,AL,2011,9,cir,1823,207
5335,AL_2011_09_nat_1642_207.jay,AL,2011,9,nat,1642,207
5337,AL_2011_10_cir_2011_207.jay,AL,2011,10,cir,2011,207
5336,AL_2011_10_nat_1741_207.jay,AL,2011,10,nat,1741,207
5356,AL_2011_11_cir_1749_207.jay,AL,2011,11,cir,1749,207
5357,AL_2011_11_nat_1796_207.jay,AL,2011,11,nat,1796,207
5346,AL_2011_12_cir_1708_207.jay,AL,2011,12,cir,1708,207
5347,AL_2011_12_nat_1720_207.jay,AL,2011,12,nat,1720,207
5535,AL_2012_01_cir_1515_207.jay,AL,2012,1,cir,1515,207
5534,AL_2012_01_nat_1552_207.jay,AL,2012,1,nat,1552,207
5527,AL_2012_02_cir_1667_207.jay,AL,2012,2,cir,1667,207
5526,AL_2012_02_nat_1662_207.jay,AL,2012,2,nat,1662,207
5533,AL_2012_03_cir_1581_207.jay,AL,2012,3,cir,1581,207
5532,AL_2012_03_nat_1734_207.jay,AL,2012,3,nat,1734,207
5522,AL_2012_04_cir_1635_207.jay,AL,2012,4,cir,1635,207
5523,AL_2012_04_nat_1717_207.jay,AL,2012,4,nat,1717,207
5537,AL_2012_05_cir_1883_207.jay,AL,2012,5,cir,1883,207
5536,AL_2012_05_nat_1859_207.jay,AL,2012,5,nat,1859,207
5524,AL_2012_06_cir_1952_207.jay,AL,2012,6,cir,1952,207
5525,AL_2012_06_nat_1786_207.jay,AL,2012,6,nat,1786,207
5520,AL_2012_07_cir_1676_207.jay,AL,2012,7,cir,1676,207
5521,AL_2012_07_nat_1495_207.jay,AL,2012,7,nat,1495,207
5531,AL_2012_08_cir_1799_207.jay,AL,2012,8,cir,1799,207
5530,AL_2012_08_nat_1404_207.jay,AL,2012,8,nat,1404,207
5517,AL_2012_09_cir_1822_207.jay,AL,2012,9,cir,1822,207
5516,AL_2012_09_nat_1431_207.jay,AL,2012,9,nat,1431,207
5518,AL_2012_10_cir_1730_207.jay,AL,2012,10,cir,1730,207
5519,AL_2012_10_nat_1434_207.jay,AL,2012,10,nat,1434,207
5539,AL_2012_11_cir_1763_207.jay,AL,2012,11,cir,1763,207
5538,AL_2012_11_nat_1409_207.jay,AL,2012,11,nat,1409,207
5529,AL_2012_12_cir_1756_207.jay,AL,2012,12,cir,1756,207
5528,AL_2012_12_nat_1411_207.jay,AL,2012,12,nat,1411,207
5233,AL_2013_01_cir_1595_210.jay,AL,2013,1,cir,1595,210
5232,AL_2013_01_nat_1507_210.jay,AL,2013,1,nat,1507,210
5224,AL_2013_02_cir_1635_210.jay,AL,2013,2,cir,1635,210
5225,AL_2013_02_nat_1546_210.jay,AL,2013,2,nat,1546,210
5230,AL_2013_03_cir_1663_210.jay,AL,2013,3,cir,1663,210
5231,AL_2013_03_nat_1412_210.jay,AL,2013,3,nat,1412,210
5220,AL_2013_04_cir_1797_210.jay,AL,2013,4,cir,1797,210
5221,AL_2013_04_nat_1641_210.jay,AL,2013,4,nat,1641,210
5235,AL_2013_05_cir_1860_210.jay,AL,2013,5,cir,1860,210
5234,AL_2013_05_nat_1717_210.jay,AL,2013,5,nat,1717,210
5223,AL_2013_06_cir_1711_210.jay,AL,2013,6,cir,1711,210
5222,AL_2013_06_nat_1538_210.jay,AL,2013,6,nat,1538,210
5219,AL_2013_07_cir_1707_210.jay,AL,2013,7,cir,1707,210
5218,AL_2013_07_nat_1813_210.jay,AL,2013,7,nat,1813,210
5228,AL_2013_08_cir_1650_210.jay,AL,2013,8,cir,1650,210
5229,AL_2013_08_nat_1436_210.jay,AL,2013,8,nat,1436,210
5215,AL_2013_09_cir_1607_210.jay,AL,2013,9,cir,1607,210
5214,AL_2013_09_nat_1500_210.jay,AL,2013,9,nat,1500,210
5216,AL_2013_10_cir_1632_210.jay,AL,2013,10,cir,1632,210
5217,AL_2013_10_nat_1527_210.jay,AL,2013,10,nat,1527,210
5237,AL_2013_11_cir_1433_210.jay,AL,2013,11,cir,1433,210
5236,AL_2013_11_nat_1354_210.jay,AL,2013,11,nat,1354,210
5226,AL_2013_12_cir_1351_210.jay,AL,2013,12,cir,1351,210
5227,AL_2013_12_nat_1580_210.jay,AL,2013,12,nat,1580,210
5510,AL_2014_01_cir_1237_237.jay,AL,2014,1,cir,1237,237
5511,AL_2014_01_nat_1612_237.jay,AL,2014,1,nat,1612,237
5503,AL_2014_02_cir_1307_237.jay,AL,2014,2,cir,1307,237
5502,AL_2014_02_nat_1407_237.jay,AL,2014,2,nat,1407,237
5509,AL_2014_03_cir_1447_237.jay,AL,2014,3,cir,1447,237
5508,AL_2014_03_nat_1738_237.jay,AL,2014,3,nat,1738,237
5498,AL_2014_04_cir_1457_237.jay,AL,2014,4,cir,1457,237
5499,AL_2014_04_nat_1721_237.jay,AL,2014,4,nat,1721,237
5512,AL_2014_05_cir_1597_237.jay,AL,2014,5,cir,1597,237
5513,AL_2014_05_nat_1846_237.jay,AL,2014,5,nat,1846,237
5500,AL_2014_06_cir_1557_237.jay,AL,2014,6,cir,1557,237
5501,AL_2014_06_nat_1894_237.jay,AL,2014,6,nat,1894,237
5496,AL_2014_07_cir_1669_237.jay,AL,2014,7,cir,1669,237
5497,AL_2014_07_nat_1913_237.jay,AL,2014,7,nat,1913,237
5507,AL_2014_08_cir_1580_237.jay,AL,2014,8,cir,1580,237
5506,AL_2014_08_nat_1829_237.jay,AL,2014,8,nat,1829,237
5493,AL_2014_09_cir_1465_237.jay,AL,2014,9,cir,1465,237
5492,AL_2014_09_nat_1554_237.jay,AL,2014,9,nat,1554,237
5495,AL_2014_10_cir_1615_237.jay,AL,2014,10,cir,1615,237
5494,AL_2014_10_nat_1714_237.jay,AL,2014,10,nat,1714,237
5514,AL_2014_11_cir_1475_237.jay,AL,2014,11,cir,1475,237
5515,AL_2014_11_nat_1712_237.jay,AL,2014,11,nat,1712,237
5504,AL_2014_12_cir_1370_237.jay,AL,2014,12,cir,1370,237
5505,AL_2014_12_nat_1763_237.jay,AL,2014,12,nat,1763,237
5329,AL_2015_01_cir_1345_237.jay,AL,2015,1,cir,1345,237
5328,AL_2015_01_nat_1716_237.jay,AL,2015,1,nat,1716,237
5321,AL_2015_02_cir_1288_237.jay,AL,2015,2,cir,1288,237
5320,AL_2015_02_nat_1806_237.jay,AL,2015,2,nat,1806,237
5327,AL_2015_03_cir_1492_237.jay,AL,2015,3,cir,1492,237
5326,AL_2015_03_nat_1959_237.jay,AL,2015,3,nat,1959,237
5317,AL_2015_04_cir_1440_237.jay,AL,2015,4,cir,1440,237
5316,AL_2015_04_nat_1705_237.jay,AL,2015,4,nat,1705,237
5331,AL_2015_05_cir_1590_237.jay,AL,2015,5,cir,1590,237
5330,AL_2015_05_nat_1996_237.jay,AL,2015,5,nat,1996,237
5319,AL_2015_06_cir_1425_237.jay,AL,2015,6,cir,1425,237
5318,AL_2015_06_nat_2013_237.jay,AL,2015,6,nat,2013,237
5315,AL_2015_07_cir_1769_237.jay,AL,2015,7,cir,1769,237
5314,AL_2015_07_nat_2123_237.jay,AL,2015,7,nat,2123,237
5324,AL_2015_08_cir_1472_237.jay,AL,2015,8,cir,1472,237
5325,AL_2015_08_nat_2116_237.jay,AL,2015,8,nat,2116,237
5310,AL_2015_09_cir_1529_237.jay,AL,2015,9,cir,1529,237
5311,AL_2015_09_nat_1940_237.jay,AL,2015,9,nat,1940,237
5312,AL_2015_10_cir_1266_237.jay,AL,2015,10,cir,1266,237
5313,AL_2015_10_nat_1709_237.jay,AL,2015,10,nat,1709,237
5332,AL_2015_11_cir_1583_237.jay,AL,2015,11,cir,1583,237
5333,AL_2015_11_nat_1965_237.jay,AL,2015,11,nat,1965,237
5322,AL_2015_12_cir_1373_237.jay,AL,2015,12,cir,1373,237
5323,AL_2015_12_nat_1683_237.jay,AL,2015,12,nat,1683,237
5280,AL_2016_01_cir_1614_237.jay,AL,2016,1,cir,1614,237
5281,AL_2016_01_nat_1781_237.jay,AL,2016,1,nat,1781,237
5272,AL_2016_02_cir_1455_237.jay,AL,2016,2,cir,1455,237
5273,AL_2016_02_nat_1806_237.jay,AL,2016,2,nat,1806,237
5279,AL_2016_03_cir_1460_237.jay,AL,2016,3,cir,1460,237
5278,AL_2016_03_nat_1807_237.jay,AL,2016,3,nat,1807,237
5269,AL_2016_04_cir_1525_237.jay,AL,2016,4,cir,1525,237
5268,AL_2016_04_nat_1976_237.jay,AL,2016,4,nat,1976,237
5283,AL_2016_05_cir_1623_237.jay,AL,2016,5,cir,1623,237
5282,AL_2016_05_nat_2054_237.jay,AL,2016,5,nat,2054,237
5271,AL_2016_06_cir_1508_237.jay,AL,2016,6,cir,1508,237
5270,AL_2016_06_nat_1803_237.jay,AL,2016,6,nat,1803,237
5267,AL_2016_07_cir_1560_237.jay,AL,2016,7,cir,1560,237
5266,AL_2016_07_nat_1932_237.jay,AL,2016,7,nat,1932,237
5277,AL_2016_08_cir_1364_237.jay,AL,2016,8,cir,1364,237
5276,AL_2016_08_nat_1696_237.jay,AL,2016,8,nat,1696,237
5263,AL_2016_09_cir_1457_237.jay,AL,2016,9,cir,1457,237
5262,AL_2016_09_nat_1711_237.jay,AL,2016,9,nat,1711,237
5265,AL_2016_10_cir_1451_237.jay,AL,2016,10,cir,1451,237
5264,AL_2016_10_nat_1564_237.jay,AL,2016,10,nat,1564,237
5285,AL_2016_11_cir_1419_237.jay,AL,2016,11,cir,1419,237
5284,AL_2016_11_nat_1459_237.jay,AL,2016,11,nat,1459,237
5274,AL_2016_12_cir_1242_237.jay,AL,2016,12,cir,1242,237
5275,AL_2016_12_nat_1533_237.jay,AL,2016,12,nat,1533,237
5487,AL_2017_01_cir_1327_237.jay,AL,2017,1,cir,1327,237
5486,AL_2017_01_nat_1528_237.jay,AL,2017,1,nat,1528,237
5478,AL_2017_02_cir_1303_237.jay,AL,2017,2,cir,1303,237
5479,AL_2017_02_nat_1441_237.jay,AL,2017,2,nat,1441,237
5485,AL_2017_03_cir_1540_237.jay,AL,2017,3,cir,1540,237
5484,AL_2017_03_nat_1793_237.jay,AL,2017,3,nat,1793,237
5474,AL_2017_04_cir_1586_237.jay,AL,2017,4,cir,1586,237
5475,AL_2017_04_nat_1833_237.jay,AL,2017,4,nat,1833,237
5489,AL_2017_05_cir_1524_237.jay,AL,2017,5,cir,1524,237
5488,AL_2017_05_nat_2068_237.jay,AL,2017,5,nat,2068,237
5476,AL_2017_06_cir_1486_237.jay,AL,2017,6,cir,1486,237
5477,AL_2017_06_nat_1988_237.jay,AL,2017,6,nat,1988,237
5472,AL_2017_07_cir_1550_237.jay,AL,2017,7,cir,1550,237
5473,AL_2017_07_nat_1930_237.jay,AL,2017,7,nat,1930,237
5483,AL_2017_08_cir_1549_237.jay,AL,2017,8,cir,1549,237
5482,AL_2017_08_nat_1832_237.jay,AL,2017,8,nat,1832,237
5468,AL_2017_09_cir_1501_237.jay,AL,2017,9,cir,1501,237
5469,AL_2017_09_nat_1717_237.jay,AL,2017,9,nat,1717,237
5471,AL_2017_10_cir_1445_237.jay,AL,2017,10,cir,1445,237
5470,AL_2017_10_nat_1874_237.jay,AL,2017,10,nat,1874,237
5490,AL_2017_11_cir_1526_237.jay,AL,2017,11,cir,1526,237
5491,AL_2017_11_nat_1728_237.jay,AL,2017,11,nat,1728,237
5480,AL_2017_12_cir_1345_237.jay,AL,2017,12,cir,1345,237
5481,AL_2017_12_nat_1609_237.jay,AL,2017,12,nat,1609,237
5401,AL_2018_01_cir_1524_237.jay,AL,2018,1,cir,1524,237
5400,AL_2018_01_nat_1829_237.jay,AL,2018,1,nat,1829,237
5392,AL_2018_02_cir_1488_237.jay,AL,2018,2,cir,1488,237
5393,AL_2018_02_nat_1727_237.jay,AL,2018,2,nat,1727,237
5398,AL_2018_03_cir_1573_237.jay,AL,2018,3,cir,1573,237
5399,AL_2018_03_nat_1936_237.jay,AL,2018,3,nat,1936,237
5389,AL_2018_04_cir_1624_237.jay,AL,2018,4,cir,1624,237
5388,AL_2018_04_nat_1904_237.jay,AL,2018,4,nat,1904,237
5403,AL_2018_05_cir_1615_237.jay,AL,2018,5,cir,1615,237
5402,AL_2018_05_nat_2089_237.jay,AL,2018,5,nat,2089,237
5391,AL_2018_06_cir_1506_237.jay,AL,2018,6,cir,1506,237
5390,AL_2018_06_nat_1923_237.jay,AL,2018,6,nat,1923,237
5387,AL_2018_07_cir_1592_237.jay,AL,2018,7,cir,1592,237
5386,AL_2018_07_nat_2049_237.jay,AL,2018,7,nat,2049,237
5397,AL_2018_08_cir_1478_237.jay,AL,2018,8,cir,1478,237
5396,AL_2018_08_nat_1835_237.jay,AL,2018,8,nat,1835,237
5383,AL_2018_09_cir_1534_237.jay,AL,2018,9,cir,1534,237
5382,AL_2018_09_nat_1754_237.jay,AL,2018,9,nat,1754,237
5384,AL_2018_10_cir_1389_237.jay,AL,2018,10,cir,1389,237
5385,AL_2018_10_nat_1749_237.jay,AL,2018,10,nat,1749,237
5404,AL_2018_11_cir_1399_237.jay,AL,2018,11,cir,1399,237
5405,AL_2018_11_nat_1873_237.jay,AL,2018,11,nat,1873,237
5394,AL_2018_12_cir_1365_237.jay,AL,2018,12,cir,1365,237
5395,AL_2018_12_nat_1661_237.jay,AL,2018,12,nat,1661,237
5377,AL_2019_01_cir_1374_237.jay,AL,2019,1,cir,1374,237
5376,AL_2019_01_nat_1907_237.jay,AL,2019,1,nat,1907,237
5369,AL_2019_02_cir_1269_237.jay,AL,2019,2,cir,1269,237
5368,AL_2019_02_nat_1768_237.jay,AL,2019,2,nat,1768,237
5375,AL_2019_03_cir_1581_237.jay,AL,2019,3,cir,1581,237
5374,AL_2019_03_nat_1981_237.jay,AL,2019,3,nat,1981,237
5365,AL_2019_04_cir_1450_237.jay,AL,2019,4,cir,1450,237
5364,AL_2019_04_nat_1792_237.jay,AL,2019,4,nat,1792,237
5378,AL_2019_05_cir_1596_237.jay,AL,2019,5,cir,1596,237
5379,AL_2019_05_nat_1914_237.jay,AL,2019,5,nat,1914,237
5367,AL_2019_06_cir_1506_237.jay,AL,2019,6,cir,1506,237
5366,AL_2019_06_nat_1882_237.jay,AL,2019,6,nat,1882,237
5363,AL_2019_07_cir_1490_237.jay,AL,2019,7,cir,1490,237
5362,AL_2019_07_nat_1850_237.jay,AL,2019,7,nat,1850,237
5373,AL_2019_08_cir_1401_237.jay,AL,2019,8,cir,1401,237
5372,AL_2019_08_nat_1810_237.jay,AL,2019,8,nat,1810,237
5359,AL_2019_09_cir_1437_237.jay,AL,2019,9,cir,1437,237
5358,AL_2019_09_nat_1749_237.jay,AL,2019,9,nat,1749,237
5360,AL_2019_10_cir_1266_237.jay,AL,2019,10,cir,1266,237
5361,AL_2019_10_nat_1723_237.jay,AL,2019,10,nat,1723,237
5381,AL_2019_11_cir_1298_237.jay,AL,2019,11,cir,1298,237
5380,AL_2019_11_nat_1599_237.jay,AL,2019,11,nat,1599,237
5370,AL_2019_12_cir_1299_237.jay,AL,2019,12,cir,1299,237
5371,AL_2019_12_nat_1526_237.jay,AL,2019,12,nat,1526,237
5462,AL_2020_01_cir_1472_221.jay,AL,2020,1,cir,1472,221
5463,AL_2020_01_nat_1782_221.jay,AL,2020,1,nat,1782,221
5454,AL_2020_02_cir_1387_221.jay,AL,2020,2,cir,1387,221
5455,AL_2020_02_nat_1610_221.jay,AL,2020,2,nat,1610,221
5461,AL_2020_03_cir_1513_221.jay,AL,2020,3,cir,1513,221
5460,AL_2020_03_nat_1759_221.jay,AL,2020,3,nat,1759,221
5450,AL_2020_04_cir_1593_221.jay,AL,2020,4,cir,1593,221
5451,AL_2020_04_nat_2117_221.jay,AL,2020,4,nat,2117,221
5465,AL_2020_05_cir_1367_221.jay,AL,2020,5,cir,1367,221
5464,AL_2020_05_nat_2033_221.jay,AL,2020,5,nat,2033,221
5453,AL_2020_06_cir_1231_221.jay,AL,2020,6,cir,1231,221
5452,AL_2020_06_nat_1781_221.jay,AL,2020,6,nat,1781,221
5449,AL_2020_07_cir_1347_221.jay,AL,2020,7,cir,1347,221
5448,AL_2020_07_nat_1820_221.jay,AL,2020,7,nat,1820,221
5458,AL_2020_08_cir_1439_221.jay,AL,2020,8,cir,1439,221
5459,AL_2020_08_nat_2022_221.jay,AL,2020,8,nat,2022,221
5445,AL_2020_09_cir_1318_221.jay,AL,2020,9,cir,1318,221
5444,AL_2020_09_nat_1668_221.jay,AL,2020,9,nat,1668,221
5447,AL_2020_10_cir_1487_221.jay,AL,2020,10,cir,1487,221
5446,AL_2020_10_nat_1901_221.jay,AL,2020,10,nat,1901,221
5466,AL_2020_11_cir_1315_221.jay,AL,2020,11,cir,1315,221
5467,AL_2020_11_nat_1711_221.jay,AL,2020,11,nat,1711,221
5457,AL_2020_12_cir_1462_221.jay,AL,2020,12,cir,1462,221
5456,AL_2020_12_nat_1604_221.jay,AL,2020,12,nat,1604,221
5416,AL_2021_01_cir_1321_221.jay,AL,2021,1,cir,1321,221
5417,AL_2021_01_nat_1729_221.jay,AL,2021,1,nat,1729,221
5412,AL_2021_02_cir_1393_221.jay,AL,2021,2,cir,1393,221
5413,AL_2021_02_nat_1828_221.jay,AL,2021,2,nat,1828,221
5414,AL_2021_03_cir_1384_221.jay,AL,2021,3,cir,1384,221
5415,AL_2021_03_nat_1811_221.jay,AL,2021,3,nat,1811,221
5408,AL_2021_04_cir_1503_221.jay,AL,2021,4,cir,1503,221
5409,AL_2021_04_nat_2017_221.jay,AL,2021,4,nat,2017,221
5418,AL_2021_05_cir_1486_221.jay,AL,2021,5,cir,1486,221
5419,AL_2021_05_nat_1959_221.jay,AL,2021,5,nat,1959,221
5411,AL_2021_06_cir_1388_221.jay,AL,2021,6,cir,1388,221
5410,AL_2021_06_nat_1738_221.jay,AL,2021,6,nat,1738,221
5407,AL_2021_07_cir_1341_221.jay,AL,2021,7,cir,1341,221
5406,AL_2021_07_nat_1756_221.jay,AL,2021,7,nat,1756,221
5908,AM_2008_01_cir_544_198.jay,AM,2008,1,cir,544,198
5909,AM_2008_01_nat_2198_198.jay,AM,2008,1,nat,2198,198
5900,AM_2008_02_cir_782_198.jay,AM,2008,2,cir,782,198
5901,AM_2008_02_nat_3036_198.jay,AM,2008,2,nat,3036,198
5906,AM_2008_03_cir_1023_198.jay,AM,2008,3,cir,1023,198
5907,AM_2008_03_nat_3275_198.jay,AM,2008,3,nat,3275,198
5896,AM_2008_04_cir_1179_198.jay,AM,2008,4,cir,1179,198
5897,AM_2008_04_nat_3123_198.jay,AM,2008,4,nat,3123,198
5911,AM_2008_05_cir_948_198.jay,AM,2008,5,cir,948,198
5910,AM_2008_05_nat_2740_198.jay,AM,2008,5,nat,2740,198
5898,AM_2008_06_cir_1122_198.jay,AM,2008,6,cir,1122,198
5899,AM_2008_06_nat_2930_198.jay,AM,2008,6,nat,2930,198
5895,AM_2008_07_cir_1236_198.jay,AM,2008,7,cir,1236,198
5894,AM_2008_07_nat_3363_198.jay,AM,2008,7,nat,3363,198
5905,AM_2008_08_cir_1165_198.jay,AM,2008,8,cir,1165,198
5904,AM_2008_08_nat_3413_198.jay,AM,2008,8,nat,3413,198
5891,AM_2008_09_cir_1245_198.jay,AM,2008,9,cir,1245,198
5890,AM_2008_09_nat_3426_198.jay,AM,2008,9,nat,3426,198
5893,AM_2008_10_cir_1258_198.jay,AM,2008,10,cir,1258,198
5892,AM_2008_10_nat_3433_198.jay,AM,2008,10,nat,3433,198
5913,AM_2008_11_cir_882_198.jay,AM,2008,11,cir,882,198
5912,AM_2008_11_nat_3066_198.jay,AM,2008,11,nat,3066,198
5902,AM_2008_12_cir_1059_198.jay,AM,2008,12,cir,1059,198
5903,AM_2008_12_nat_2849_198.jay,AM,2008,12,nat,2849,198
5957,AM_2009_01_cir_885_198.jay,AM,2009,1,cir,885,198
5956,AM_2009_01_nat_2609_198.jay,AM,2009,1,nat,2609,198
5949,AM_2009_02_cir_789_198.jay,AM,2009,2,cir,789,198
5948,AM_2009_02_nat_2860_198.jay,AM,2009,2,nat,2860,198
5955,AM_2009_03_cir_1315_198.jay,AM,2009,3,cir,1315,198
5954,AM_2009_03_nat_3608_198.jay,AM,2009,3,nat,3608,198
5945,AM_2009_04_cir_1142_198.jay,AM,2009,4,cir,1142,198
5944,AM_2009_04_nat_2941_198.jay,AM,2009,4,nat,2941,198
5958,AM_2009_05_cir_1017_198.jay,AM,2009,5,cir,1017,198
5959,AM_2009_05_nat_2633_198.jay,AM,2009,5,nat,2633,198
5947,AM_2009_06_cir_984_198.jay,AM,2009,6,cir,984,198
5946,AM_2009_06_nat_2983_198.jay,AM,2009,6,nat,2983,198
5942,AM_2009_07_cir_1018_198.jay,AM,2009,7,cir,1018,198
5943,AM_2009_07_nat_3005_198.jay,AM,2009,7,nat,3005,198
5953,AM_2009_08_cir_1004_198.jay,AM,2009,8,cir,1004,198
5952,AM_2009_08_nat_3096_198.jay,AM,2009,8,nat,3096,198
5938,AM_2009_09_cir_1169_198.jay,AM,2009,9,cir,1169,198
5939,AM_2009_09_nat_3301_198.jay,AM,2009,9,nat,3301,198
5941,AM_2009_10_cir_1214_198.jay,AM,2009,10,cir,1214,198
5940,AM_2009_10_nat_3314_198.jay,AM,2009,10,nat,3314,198
5961,AM_2009_11_cir_975_198.jay,AM,2009,11,cir,975,198
5960,AM_2009_11_nat_3174_198.jay,AM,2009,11,nat,3174,198
5950,AM_2009_12_cir_1060_198.jay,AM,2009,12,cir,1060,198
5951,AM_2009_12_nat_3114_198.jay,AM,2009,12,nat,3114,198
6090,AM_2010_01_cir_1168_198.jay,AM,2010,1,cir,1168,198
6091,AM_2010_01_nat_3139_198.jay,AM,2010,1,nat,3139,198
6082,AM_2010_02_cir_1032_198.jay,AM,2010,2,cir,1032,198
6083,AM_2010_02_nat_3242_198.jay,AM,2010,2,nat,3242,198
6088,AM_2010_03_cir_1205_198.jay,AM,2010,3,cir,1205,198
6089,AM_2010_03_nat_3199_198.jay,AM,2010,3,nat,3199,198
6079,AM_2010_04_cir_1267_198.jay,AM,2010,4,cir,1267,198
6078,AM_2010_04_nat_3456_198.jay,AM,2010,4,nat,3456,198
6093,AM_2010_05_cir_1109_198.jay,AM,2010,5,cir,1109,198
6092,AM_2010_05_nat_3140_198.jay,AM,2010,5,nat,3140,198
6080,AM_2010_06_cir_1206_198.jay,AM,2010,6,cir,1206,198
6081,AM_2010_06_nat_3031_198.jay,AM,2010,6,nat,3031,198
6077,AM_2010_07_cir_1115_198.jay,AM,2010,7,cir,1115,198
6076,AM_2010_07_nat_2848_198.jay,AM,2010,7,nat,2848,198
6086,AM_2010_08_cir_793_198.jay,AM,2010,8,cir,793,198
6087,AM_2010_08_nat_2456_198.jay,AM,2010,8,nat,2456,198
6073,AM_2010_09_cir_888_198.jay,AM,2010,9,cir,888,198
6072,AM_2010_09_nat_2404_198.jay,AM,2010,9,nat,2404,198
6074,AM_2010_10_cir_1485_198.jay,AM,2010,10,cir,1485,198
6075,AM_2010_10_nat_3517_198.jay,AM,2010,10,nat,3517,198
6094,AM_2010_11_cir_1243_198.jay,AM,2010,11,cir,1243,198
6095,AM_2010_11_nat_3131_198.jay,AM,2010,11,nat,3131,198
6085,AM_2010_12_cir_1422_198.jay,AM,2010,12,cir,1422,198
6084,AM_2010_12_nat_3066_198.jay,AM,2010,12,nat,3066,198
6005,AM_2011_01_cir_1342_207.jay,AM,2011,1,cir,1342,207
6004,AM_2011_01_nat_3039_207.jay,AM,2011,1,nat,3039,207
5996,AM_2011_02_cir_1072_207.jay,AM,2011,2,cir,1072,207
5997,AM_2011_02_nat_2731_207.jay,AM,2011,2,nat,2731,207
6003,AM_2011_03_cir_1122_207.jay,AM,2011,3,cir,1122,207
6002,AM_2011_03_nat_2848_207.jay,AM,2011,3,nat,2848,207
5993,AM_2011_04_cir_906_207.jay,AM,2011,4,cir,906,207
5992,AM_2011_04_nat_2967_207.jay,AM,2011,4,nat,2967,207
6007,AM_2011_05_cir_1388_207.jay,AM,2011,5,cir,1388,207
6006,AM_2011_05_nat_2727_207.jay,AM,2011,5,nat,2727,207
5995,AM_2011_06_cir_1217_207.jay,AM,2011,6,cir,1217,207
5994,AM_2011_06_nat_2777_207.jay,AM,2011,6,nat,2777,207
5990,AM_2011_07_cir_1427_207.jay,AM,2011,7,cir,1427,207
5991,AM_2011_07_nat_3324_207.jay,AM,2011,7,nat,3324,207
6000,AM_2011_08_cir_1254_207.jay,AM,2011,8,cir,1254,207
6001,AM_2011_08_nat_2946_207.jay,AM,2011,8,nat,2946,207
5987,AM_2011_09_cir_1353_207.jay,AM,2011,9,cir,1353,207
5986,AM_2011_09_nat_3273_207.jay,AM,2011,9,nat,3273,207
5988,AM_2011_10_cir_1210_207.jay,AM,2011,10,cir,1210,207
5989,AM_2011_10_nat_2801_207.jay,AM,2011,10,nat,2801,207
6009,AM_2011_11_cir_1205_207.jay,AM,2011,11,cir,1205,207
6008,AM_2011_11_nat_2553_207.jay,AM,2011,11,nat,2553,207
5999,AM_2011_12_cir_1497_207.jay,AM,2011,12,cir,1497,207
5998,AM_2011_12_nat_3697_207.jay,AM,2011,12,nat,3697,207
6187,AM_2012_01_cir_1101_207.jay,AM,2012,1,cir,1101,207
6186,AM_2012_01_nat_2814_207.jay,AM,2012,1,nat,2814,207
6178,AM_2012_02_cir_1376_207.jay,AM,2012,2,cir,1376,207
6179,AM_2012_02_nat_2837_207.jay,AM,2012,2,nat,2837,207
6184,AM_2012_03_cir_1174_207.jay,AM,2012,3,cir,1174,207
6185,AM_2012_03_nat_3000_207.jay,AM,2012,3,nat,3000,207
6174,AM_2012_04_cir_1213_207.jay,AM,2012,4,cir,1213,207
6175,AM_2012_04_nat_2675_207.jay,AM,2012,4,nat,2675,207
6188,AM_2012_05_cir_1340_207.jay,AM,2012,5,cir,1340,207
6189,AM_2012_05_nat_2964_207.jay,AM,2012,5,nat,2964,207
6176,AM_2012_06_cir_1269_207.jay,AM,2012,6,cir,1269,207
6177,AM_2012_06_nat_2762_207.jay,AM,2012,6,nat,2762,207
6172,AM_2012_07_cir_1188_207.jay,AM,2012,7,cir,1188,207
6173,AM_2012_07_nat_2744_207.jay,AM,2012,7,nat,2744,207
6183,AM_2012_08_cir_1077_207.jay,AM,2012,8,cir,1077,207
